SETTD,PROFILEAREA,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
01/07/2015,CITIPOWER,6908109.339,118544.14,106066.642,96018.524,89142.958,84435.833,80999.655,79054.435,77670.559,77573.854,78169.765,81966.098,88560.404,102613.621,120505.105,136486.165,153727.833,164399.06,167717.038,171377.471,172199.727,171851.707,169121.936,166715.512,162367.79,158419.514,155130.266,154662.186,155798.669,157456.261,159286.049,159369.007,157789.525,158486.374,165054.257,176149.348,185503.622,190679.405,193338.98,191377.57,189117.065,185719.479,180729.819,174477.874,164303.473,155070.593,147880.352,142344.283,132679.536,MRIM
02/07/2015,CITIPOWER,7174838.088,119664.355,106576.812,96759.67,89631.667,84982.17,81442.036,79117.499,77993.155,77916.769,78549.324,82088.869,88836.172,102855.087,120913.121,136737.228,154690.819,163494.239,168891.732,174716.006,182947.553,182404.692,175254.214,175168.443,171923.556,168722.214,166954.814,168641.52,166292.318,166985.483,167595.956,164756.118,164783.315,164379.007,170782.792,182472.107,193879.857,199856.292,202393.666,200550.423,197949.241,194132.931,190816.645,183876.444,174137.913,164355.625,156201.574,150321.132,140445.513,MRIM
03/07/2015,CITIPOWER,7442716.88,126100.858,112978.423,103116.78,95894.425,90699.551,87188.557,84869.601,83659.731,83493.106,84241.135,87999.628,95087.674,109302.818,128480.174,144456.866,164082.957,176427.932,182484.076,188574.37,189716.665,190126.242,188400.352,186737.591,183551.926,181365.668,179801.317,178530.681,177138.514,178102.759,178078.587,177440.844,177564.549,178194.092,183096.056,188549.062,195732.157,196843.69,195667.619,191370.822,186481.874,182063.233,177645.158,172912.063,167165.091,163588.714,160039.505,157859.26,149814.127,MRIM
04/07/2015,CITIPOWER,7032117.646,136508.155,122491.826,110453.74,101842.069,95525.789,91119.547,88237.834,86062.333,84916.517,84515.998,85671.596,87522.971,91925.045,97274.866,100777.667,112281.647,125235.045,137535.631,149372.616,159704.031,166543.538,168802.409,171765.043,173951.302,173830.841,173700.546,175971.37,175791.461,175389.94,175787.756,175718.259,177386.337,177414.796,182371.1,188722.783,194724.914,195964.534,193437.857,188398.826,182724.106,177078.402,172600.15,167069.964,160868.132,157208.755,156072.702,155618.542,148228.358,MRIM
05/07/2015,CITIPOWER,6318134.124,135607.181,122518.871,111102.094,102754.828,96505.222,91740.041,88447.906,86153.733,84921.312,84215.463,84603.235,85760.25,88690.436,92587.949,93333.654,101973.752,112937.115,122249.883,130741.853,136499.057,138397.928,138120.638,136329.306,133453.626,131771.022,128774.345,128924.013,127996.567,127890.499,131184.476,134348.522,137591.817,139586.369,147696.979,161773.929,178599.581,188047.462,191007.794,188957.805,185930.227,182989.191,179157.59,174318.457,165775.213,156833.526,149184.402,144566.703,135582.302,MRIM
06/07/2015,CITIPOWER,7857784.33,122500.138,110878.787,101029.909,93397.291,88293.502,84711.743,82611.013,80995.797,80896.224,81677.978,85142.801,91916.59,105881.813,125574.802,143258.567,164042.106,178056.126,186808.828,194626.988,197065.138,199317.748,199853.288,199318.995,197820.456,198141.352,196331.711,197060.597,194967.12,191756.917,190301.756,191300.073,193512.537,194050.661,199021.715,205421.551,213387.322,218118.736,220973.368,219147.971,215697.148,209770.248,204104.935,195950.53,184079.894,171401.501,161329.786,153619.075,142661.198,MRIM
07/07/2015,CITIPOWER,7249100.144,128091.85,115593.188,104881.642,96890.291,91559.041,87902.605,85536.134,84083.775,83979.981,84525.065,88525.993,95720.105,110448.679,129907.781,147173.177,165919.607,177378.641,181605.858,184673.35,183125.417,181265.225,177025.729,172913.97,167865.044,164121.607,161367.871,161891.38,159443.276,158571.07,160404.874,161459.437,164424.301,168110.109,174887.107,182504.812,191874.405,196690.055,200072.481,197575.758,194702.828,190338.53,185349.915,179378.645,169841.764,161077.549,153311.243,147708.202,137400.777,MRIM
08/07/2015,CITIPOWER,7189722.763,123378.598,111186.365,101372.112,94206.163,89262.472,86145.51,84400.452,83288.657,83164.743,84334.121,88917.355,96340.549,111354.139,132132.997,150249.008,170685.072,180472.384,183593.227,185632.643,183177.345,179697.459,175250.561,171436.473,168853.627,165962.523,162785.754,162072.54,161055.454,160766.777,158264.346,156480.348,157378.066,159824.569,167827.254,178459.143,189107.854,194856.324,197193.732,195500.859,192565.944,187982.952,183425.714,177403.261,168173.083,159760.752,152011.089,146228.959,136103.434,MRIM
09/07/2015,CITIPOWER,7251503.785,121968.392,109339.401,99206.994,91988.61,86825.714,83251.83,81185.013,79884.61,79605.015,80222.422,83935.272,90565.407,104717.491,122948.079,139112.028,157328.953,168168.069,173891.052,178579.832,179435.482,180744.761,180063.465,179096.463,177783.021,177274.95,176100.018,176155.052,173627.576,172322,171214.92,169500.973,169056.091,168844.237,174552.535,182055.639,191040.484,195383.913,197574.669,195657.51,192765.403,189285.376,184684.629,179511.33,171745.58,164363.425,157006.559,150943.24,140990.3,MRIM
10/07/2015,CITIPOWER,7153610.072,126596.479,113288.092,102546.405,95144.823,89767.128,85977.412,83876.16,82345.822,81916.347,82439.008,86345.465,92906.949,106626.085,124695.299,140248.628,159503.12,169154.764,173755.458,174465.702,172514.535,174378.304,173919.195,174503.105,175794.831,178599.514,177939.717,176484.3,173640.683,169478.625,166864.929,166013.865,168110.184,169355.763,173574.521,180421.909,187886.345,190049.756,189538.431,184762.271,180687.084,175682.479,171522.362,166308.875,159753.683,155419.451,152550.076,151495.101,144761.032,MRIM
