SETTD,PROFILEAREA,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
01/04/2014,CITIPOWER,6363749.701,83948.634,75686.72,70851.453,67607.385,66124.942,64953.942,64306.671,63942.164,65693.574,69103.895,79207.821,92958.639,113473.575,127231.903,126103.346,128653.544,135016.936,140757.989,147464.569,150952.258,152405.205,157353.468,162070.501,165824.325,169120.864,171905.056,175517.882,177567.191,179084.87,180978.413,184965.403,187327.702,185318.324,181107.346,173828.076,169128.261,166205.174,168432.011,165503.644,160069.821,152968.056,145198.285,133952.389,121154.389,113845.677,111219.265,111446.631,106211.512,MRIM
02/04/2014,CITIPOWER,5630825.535,93503.589,84693.357,79590.499,76384.55,74882.906,73439.136,72621.772,72315.575,73624.684,77085.201,86539.539,100312.808,120888.167,134165.967,134442.428,138041.133,142454.229,145012.938,147237.284,148187.244,148487.483,148542.588,147099.685,145918.86,146633.814,144830.45,143110.388,140455.387,137289,135343.869,134897.603,133770.582,131962.036,130488.049,131172.085,133743.228,134556.792,133095.193,128810.578,124538.811,119661.538,113667.967,105081.148,95684.746,91694.112,91698.657,93790.379,89377.501,MRIM
03/04/2014,CITIPOWER,5173891.385,77688.455,69851.785,65002.304,62203.224,60863.263,59985.433,59409.226,59482.561,61251.545,65252.151,74421.688,88581.214,108674.531,123082.555,122623.798,124623.925,128442.707,130923.307,133332.794,133261.967,133156.692,132498.7,132953.656,132982.91,133325.461,132277.265,130721.017,129274.629,127476.046,125926.511,126647.818,126819.836,125496.108,125316.905,124818.375,126244.59,128212.539,129385.607,126612.43,122934.586,118084.353,112122.808,104010.749,94635.246,90432.761,90406.507,92838.823,89320.024,MRIM
04/04/2014,CITIPOWER,5044050.18,77761.113,69530.046,64437.28,61304.327,59653.842,58588.591,58218.212,58194.215,59873.035,63777.977,73680.455,88009.685,108877.044,123286.254,122365.375,123103.659,125684.253,127814.053,128851.506,127954.591,129823.736,129695.032,129827.036,129711.124,129244.692,128768.214,127643.06,126337.346,124668.804,123354.255,122680.335,122755.153,121203.683,119332.828,118138.769,120080.678,121650.348,121663.654,118155.096,114460.06,110398.858,105854.672,100063.838,93741.476,91659.93,93286.271,96403.437,92482.282,MRIM
05/04/2014,CITIPOWER,4383318.3,80930.298,72390.242,66461.934,63121.603,60993.088,59567.853,58667.439,58117.083,58198.29,59086.899,61653.236,64892.258,71633.484,79497.061,83696.973,90604.538,97109.73,100955.78,104849.37,106018.379,106871.636,106635.621,106420.799,105253.62,104645.359,104444.264,102963.709,102642.971,102232.139,101253.548,101564.375,102829.845,103086.831,104644.775,106096.986,107995.049,110759.222,112973.916,110581.706,107937.349,104206.712,100866.709,96744.697,91474.783,91223.017,94194.091,98842.62,95486.413,MRIM
06/04/2014,CITIPOWER,4262109.115,84042.475,74830.008,68258.078,63925.65,61529.305,59553.318,58571.414,57634.039,57173.45,57034.224,57725.188,58651.165,61685.716,65586.424,68516.04,74589.837,81344.646,86263.828,90207.055,92729.766,95164.875,96075.013,97587.793,98169.09,98282.477,97772.616,97352.295,95968.527,95534.53,95722.705,96155.416,96695.334,97780.691,100924.882,104092.67,109529.789,118149.81,124177.051,122291.205,118760.946,115360.965,111472.23,106338.666,99936.882,97605.154,97977.742,100751.898,96626.237,MRIM
07/04/2014,CITIPOWER,5099462.93,84126.839,74351.793,67500.137,62948.64,60297.154,58548.262,57584.397,56746.922,56631.237,57053.49,59720.19,64162.298,74897.459,89019.915,100157.138,110460.784,116266.946,119805.497,124267.463,125868.461,126751.345,127882.151,128740.914,128940.608,130931.109,132186.811,131285.526,131685.203,131375.123,130199.636,129254.843,128312.004,126986.004,127197.64,125968.593,128084.281,134451.284,138580.871,135441.71,130643.021,124427.53,119933.711,114230.057,107544.06,103956.919,103185.171,103322.127,97549.656,MRIM
08/04/2014,CITIPOWER,5181023.405,84308.203,74439.704,67536.207,63272.405,60855.547,59279.927,58371.503,57558.665,57629.301,58121.854,60346.793,64805.793,75480.196,89555.907,100555.606,111497.441,118249.526,122817.829,126050.838,128289.963,130479.555,131447.308,131883.558,131966.323,132599.285,132820.875,132459.024,131808.315,131862.25,131646.438,130735.079,129903.841,129566.357,130535.875,131576.508,134322.245,138700.001,140547.73,137365.775,132860.366,126820.555,121855.231,116461.788,109404.209,105448.2,104123.559,104251.897,98548.05,MRIM
09/04/2014,CITIPOWER,5263781.889,84783.242,74705.69,67726.707,63318.133,60976.793,59284.391,58457.856,57605.017,57755.297,58223.105,60601.096,65049.759,75382.771,90039.889,101903.21,114002.799,122185.855,126600.025,129961.935,131285.834,133043.966,133944.839,134529.05,134590.345,135524.957,135673.408,135750.449,134605.218,133519.198,132343.845,130714.399,129638.358,130037.362,132426.786,134302.372,138230.149,141483.792,142917.043,139080.958,134554.887,128640.921,123666.559,118091.472,111992.105,108447.311,107596.637,107301.777,101284.322,MRIM
10/04/2014,CITIPOWER,5291241.455,87601.668,77077.475,69608.229,64982.529,62016.935,59943.995,59115.386,58351.923,58159.499,58571.072,60861.515,65354.314,75572.554,89922.099,101971.933,114852.248,122455.998,126219.728,130168.377,131759.587,133040.897,133657.859,134653.744,135495.396,136289.5,135861.149,136028.637,134891.477,134393.008,133253.572,132038.988,131168.282,131668.518,133501.061,135098.845,137209.377,140054.125,141599.781,138197.015,133633.957,129022.985,124290.347,118264.512,112495.8,109486.389,108849.172,109460.651,103069.347,MRIM
11/04/2014,CITIPOWER,5253397.465,89173.005,78097.568,70625.934,65671.766,62689.543,60775.555,59857.166,58981.793,58822.505,59016.181,61247.874,65518.371,75421.126,89077.509,100665.127,112980.792,120889.97,126266.236,130771.088,133693.045,135335.273,135410.253,133790.156,135298.589,136232.058,136319.688,136599.881,135981.642,134558.243,133261.567,131733.772,130740.171,131611.285,132723.167,133106.253,134566.468,136271.934,136603.219,132134.936,127241.712,122135.701,117683.553,113049.671,108237.585,107042.037,108584.988,110944.332,105957.177,MRIM
12/04/2014,CITIPOWER,4462922.879,92742.743,81831.799,74054.834,68612.075,64940.312,62723.707,61285.799,59914.074,59117.759,58713.763,59409.181,60699.881,63795.298,68099.483,71772.466,78466.656,85925.205,92564.114,98325.403,102210.377,105673.022,105401.88,105594.594,107618.288,107013.972,104616.871,105307.456,103027.08,101029.277,100602.032,100291.62,100315.579,100801.475,102769.128,105101.592,112048.057,120727.704,123834.508,121006.996,116705.996,112460.678,109129.676,105324.258,101467.578,101977.984,104601.762,108398.012,104870.875,MRIM
13/04/2014,CITIPOWER,4318969.114,92192.658,81652.214,73900.418,68187.692,64434.461,61901.809,60405.005,59150.404,58169.982,57831.22,58136.574,58716.301,60902.06,63827.598,65979.367,71229.687,77296.182,82099.169,86852.474,90026.303,93282.969,95220.08,96716.392,97316.364,97868.184,97446.915,97243.313,96075.639,95343.357,94770.877,95146.759,95497.642,96526.264,98826.551,102743.55,110158.009,122590.371,128480.93,126429.08,123292.017,119451.463,116134.638,111248.367,105775.226,103673.438,103272.099,105055.226,100491.816,MRIM
14/04/2014,CITIPOWER,5128605.399,87850.951,77466.233,69996.885,64851.406,61779.854,59863.599,58698.096,57828.974,57796.351,58379.045,60723.642,65413.199,76131.665,90588.987,101679.343,112699.721,119281.201,121673.602,124459.575,125520.898,126379.284,126631.163,127090.983,126876.027,126927.284,126985.492,126998.543,126134.3,125683.843,124690.045,123522.207,122898.18,122560.557,122882.93,123972.426,127958.974,136939.352,141814.34,139366.469,135082.504,130352.641,125517.932,119411.951,112424.002,108601.26,107811.391,108172.512,102235.58,MRIM
15/04/2014,CITIPOWER,5158090.48,88618.133,78003.266,70294.775,65353.12,62372.089,60521.188,59504.458,58723.568,58445.45,59095.899,61865.395,66591.104,77735.637,92490.777,103693.856,114720.795,120735.254,122878.507,125125.082,125434.302,126334.628,126769.6,126424.312,126074.134,127187.873,127631.446,127702.507,127049.603,126417.6,125181.829,124102.966,123667.818,123305.74,124653.412,125531.788,129513.306,136547.947,140505.557,138222.628,134559.638,129985.092,125472.626,119898.448,113165.174,109467.583,108608.165,108800.035,103106.37,MRIM
16/04/2014,CITIPOWER,5214111.668,89540.375,78790.07,71147.837,66034.263,63026.861,60989.51,59945.053,59258.299,59107.423,59522.764,62218.526,67410.48,78620.042,93479.458,104855.233,117068.348,125299.097,128195.676,131031.63,130672.342,129509.815,128706.877,128195.807,127299.857,127472.959,127829.613,129191.395,128412.197,127542.91,126665.898,125513.486,124695.118,123197.194,123355.807,124032.532,130528.865,137279.808,140359.644,137463.056,134022.984,130009.832,126279.342,120787.085,114361.016,111018.876,109901.921,110164.473,104100.014,MRIM
17/04/2014,CITIPOWER,5042052.798,90579.206,79629.352,71943.278,66506.637,63171.576,60866.997,59828.155,59332.116,59102.763,59614.991,62331.758,67250.735,78388.367,92754.14,103679.775,114378.09,120944.434,123327.797,124950.387,125376.646,126505.997,126648.539,126811.783,126733.369,127077.293,127084.854,126888.707,126613.267,126275.267,125676.533,124472.714,123080.604,120984.402,120309.309,119095.482,122312.089,127097.058,128454.23,124838.286,120720.039,116743.617,112670.996,108188.495,103979.092,103199.093,105286.308,107502.782,102845.393,MRIM
18/04/2014,CITIPOWER,4251321.74,90036.906,79714.364,72133.88,67041.962,63604.625,61326.264,59703.806,58369.774,57943.416,57529.206,58228.176,59537.019,62745.823,66013.456,68341.895,73215.35,78996.946,82615.219,88709.413,93574.287,95639.364,100125.166,101032.683,101510.918,104525.234,104022.425,101605.16,99144.282,95296.986,92689.773,91350.789,92021.973,92515.231,95410.016,99068.861,106185.651,114898.814,117260.133,114636.835,111560.914,108094.743,105265.005,101228.689,97633.383,98929.59,102206.807,106029.232,102051.296,MRIM
19/04/2014,CITIPOWER,4279159.798,90241.721,80445.521,72919.458,67460.853,64281.922,61728.277,60269.598,59368.782,58670.138,58571.802,58932.657,60065.253,62600.304,65774.783,67559.997,73031.199,80407.757,86232.373,90216.885,92856.131,95445.25,98251.56,99371.852,99245.06,97217.836,96262.657,95980.147,95217.282,94156.397,93650.594,92356.557,92719.992,95408.772,99101.435,104400.751,111253.216,118430.926,119778.054,116835.154,113404.26,110356.743,107747.876,104584.938,101021.682,101377.788,103995.145,107153.879,102798.584,MRIM
20/04/2014,CITIPOWER,4087389.303,91156.247,81890.498,74512.976,69049.543,65550.101,63072.786,61155.349,59677.942,58816.227,58383.529,58518.199,59237.567,61057.037,63628.724,64890.043,70278.076,76960.124,82559.791,86688.02,88972.666,90410.712,90178.81,91585.266,90971.113,90882.22,89521.764,86356.1,85672.364,86267.738,86319.162,86316.143,85518.009,85519.099,87785.181,91565.038,99477.675,109045.473,112634.407,111905.716,110197.18,107978.202,105747.961,102647.613,99094.692,99315.252,102041.122,105293.941,101085.905,MRIM
21/04/2014,CITIPOWER,4428401.46,88946.178,79832.556,72493.315,67317.815,63983.738,61654.376,60288.365,59147.639,58873.125,58673.904,59541.17,60993.575,64673.077,67518.345,69597.698,74526.905,79646.022,83655.306,87874.5,90446.419,92493.638,93395.015,94432.552,95074.632,96186.991,94990.845,97844.618,100141.01,101220.465,97755.728,96444.195,97860.179,100769.729,106301.784,114188.791,123995.623,132554.883,135288.196,133021.23,129650.248,125345.252,120787.792,115943.868,109070.187,105253.658,104322.929,104866.599,99516.795,MRIM
22/04/2014,CITIPOWER,5550592.137,87472.239,77753.842,70688.768,65537.111,62482.419,60343.709,59008.137,58224.793,58142.057,58349.822,60318.598,64719.354,74357.389,88076.004,101027.106,115305.882,125265.48,129972.742,135413.742,139622.129,141734.213,142095.058,142329.499,141470.085,142156.715,142456.17,142749.226,141134.881,139691.206,137713.614,137565.163,139703.07,141761.167,144477.023,147326.076,153174.716,156639.271,156541.398,151672.108,146985.507,141254.667,135525.932,129120.319,120291.071,114497.802,111797.565,111436.926,105210.366,MRIM
23/04/2014,CITIPOWER,5290924.89,91981.989,81428.367,73399.376,68072.656,64838.59,62608.319,61485.763,60760.543,60578.771,61003.623,63787.211,68209.247,79122.396,94654.474,107081.005,118257.58,123317.315,124515.324,126166.693,126651.613,127255.302,127196.848,127470.965,126949.883,127456.012,126511.268,127246.607,127145.005,126971.273,125116.154,123927.464,123284.237,123478.291,125035.822,127753.971,137013.559,146468.769,148661.653,145826.068,141285.649,136991.811,132207.298,126933.651,119172.235,114503.233,112833.312,112428.389,105879.306,MRIM
