SETTD,PROFILEAREA,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
01/01/2015,CITIPOWER,3640095.729,81172.331,73889.75,68242.375,63898.908,61165.546,58871.252,57442.9,56253.846,55601.502,55292.783,55391.316,55865.256,58014.209,60112.623,61295.514,64548.561,68057.045,70933.201,75280.836,77566.662,78928.653,82285.213,81877.786,80394.53,78792.729,78234.226,77962.082,80028.751,80024.504,81777.747,81923.833,82715.667,84814.203,86991.994,88882.239,90598.85,90346.088,89662.515,88645.85,89438.517,91600.321,90275.619,86551.478,81686.123,81445.199,83682.045,87763.423,83869.128,MRIM
02/01/2015,CITIPOWER,5323070.506,73517.351,66373.053,61729.644,58831.613,57156.095,56119.178,55461.568,55179.483,55533.734,56555.389,58712.159,61854.888,68023.174,74012.734,77001.174,83666.574,90919.317,96556.044,101936.89,105769.878,110812.692,116799.735,122189.069,126370.739,130913.404,135482.819,138679.353,139626.244,145052.62,147959.101,152467.386,156111.516,158056.151,158625.964,156769.567,156613.305,154049.471,151415.207,148427.966,146962.532,146650.414,144386.149,138639.572,130780.066,126574.607,125024.171,124861.329,117859.417,MRIM
03/01/2015,CITIPOWER,6340175.938,105402.341,97526.767,93016.518,89229.873,86788.032,84679.961,83174.159,82292.833,82074.468,81699.268,81834.598,83924.3,89083.746,95695.99,102624.399,112582.432,123255.971,133428.699,143074.894,150181.213,156498.275,161452.104,165411.024,168812.673,170683.385,173128.854,176011.849,178230.099,180727.139,183887.613,185113.326,185059.496,183983.214,179977.603,162628.147,153264.52,146853.566,141485.73,137895.98,137839.906,138429.328,137952.036,133883.748,127215.955,122589.73,120509.812,118845.335,110235.029,MRIM
04/01/2015,CITIPOWER,4166689.963,97079.363,88827.159,83555.8,80099.075,77798.273,75783.319,73833,71698.205,69948.45,69062.911,69008.796,69227.743,70593.753,72516.039,73141.359,76170.006,80077.367,83367.584,86635.853,89464.764,91162.011,90589.732,91402.424,91249.933,90847.515,90397.987,90115.3,90027.47,90018.202,90520.57,91647.792,93229.239,94819.146,97118.979,99936.76,101584.795,101138.822,99656.493,98073.667,97800.58,99973.211,98245.316,93588.803,87506.637,85404.246,86717.007,89880.025,86148.482,MRIM
05/01/2015,CITIPOWER,4692296.654,75466.685,68017.351,63299.771,60363.298,58762.472,57715.932,57227.988,57093.214,57958.961,60161.466,65468.384,72978.136,84685.482,94916.286,98237.563,104293.394,110253.412,113797.468,117357.791,118600.383,119960.568,121194.025,121885.123,122324.746,122769.231,122064.901,121365.582,121181.216,121436.05,121639.796,121608.597,121957.489,120337.39,117969.061,114539.655,113529.503,110182.868,107036.67,103818.171,103604.585,104500.069,102097.995,96248.105,89425.666,87002.614,87959.69,91081.852,86919.999,MRIM
06/01/2015,CITIPOWER,5232958.03,75788.871,68545.426,64020.591,61431.492,60024.805,59098.581,58550.391,58300.452,59393.608,61575.483,66735.058,74154.332,86552.454,97570.206,101261.192,107786.011,114635.344,118891.979,122785.656,126055.059,128414.147,130309.807,131828.745,133418.764,134975.284,136205.023,137770.566,139132.205,140567.689,141825.833,143633.099,145454.802,144981.65,143389.958,139974.675,138834.705,134930.408,130894.716,126306.391,123449.73,123548.7,121033.316,114402.899,105741.215,101372.006,100420.883,101414.625,95569.198,MRIM
07/01/2015,CITIPOWER,6543622.098,83410.121,75590.415,70914.076,67893.642,66247.049,65048.31,64517.97,64242.118,64942.895,67107.691,72618.076,80397.491,93186.871,105483.393,112005.651,121509.534,132595.96,141561.638,152396.673,161709.602,169671.7,177131.48,184009.563,190442.113,195630.274,195696.065,183042.352,181291.338,173479.361,165262.818,164710.291,174573.171,182344.752,187462.236,188558.764,189838.518,182318.311,176329.954,170482.02,165856.611,161322.751,154903.04,145456.52,133271.034,126055.606,123175.261,122726.027,115200.991,MRIM
08/01/2015,CITIPOWER,6034636.816,101486.621,92572.031,87452.934,84495.089,82558.606,80832.86,79812.252,78804.146,78922.393,80763.315,85998.879,93681.985,107679.78,119795.527,126399.779,135404.206,142892.812,145869.348,150855.095,156515.553,160656.578,161150.024,162346.519,165144.495,167919.419,164426.874,164170.91,164361.381,163555.711,158970.293,154716.7,150722.903,148553.799,144922.157,139377.619,137462.544,133084.362,130417.333,127892.492,127525.831,126811.931,124368.806,118479.963,110062.553,105923.048,104522.861,105188.95,99107.549,MRIM
09/01/2015,CITIPOWER,4564808.07,82886.607,74944.544,70335.892,67376.329,65648.58,63933.862,62973.388,62272.464,62665.553,64500.512,69182.205,75977.288,87591.637,97760.784,100820.45,106521.637,111601.81,114192.342,116431.455,117030.934,116980.258,117342.771,117515.254,117161.102,116324.278,115141.497,114340.117,113038.852,111526.341,110820.383,110429.406,110036.153,109207.138,107978.101,105853.842,104973.948,101408.075,98596.883,96406.958,96060.021,94626.097,91768.316,88325.749,83673.834,82878.146,84665.043,88549.352,84531.882,MRIM
10/01/2015,CITIPOWER,4058690.908,76574.224,68985.795,64105.822,61071.239,59365.241,58090.459,57223.507,56675.039,56761.303,57226.623,59160.178,61191.341,65855.48,71374.655,74614.926,80626.254,87174.466,91139.778,95520.047,97755.003,99104.685,99769.005,98984.844,97911.995,97487.778,95666.548,95044.041,94590.783,94158.164,93577.653,93707.145,95070.133,95825.304,96855.4,97903.21,98947.805,97898.401,97148.001,95957.829,95690.188,95712.765,94007.191,90701.147,86377.483,86429.449,89486.987,93620.283,90565.311,MRIM
