PROFILEAREA,SETTD,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
TXU,24/06/2012,26847.447,25136.776,51026.649,47929.235,42777.939,38215.913,34349.106,30516.435,27242.091,25327.725,24393.851,24181.868,24811.628,26090.803,24587.154,26431.954,28620.682,30311.034,31457.659,31953.836,32635.047,32153.75,31678.375,31324.951,30989.633,30379.221,30441.978,29764.371,29252.8,29167.411,29764.318,30722.566,32087.457,34338.86,36933.8,39447.353,39428.763,38048.518,36612.813,35406.789,34131.428,32714.417,31341.171,31026.127,29821.616,26822.287,25607.036,24447.079,MRIM
TXU,25/06/2012,23174.366,21772.975,48200.401,45546.505,40475.997,36155.918,32677.113,29061.455,26518.948,25083.889,24974.071,26103.471,29859.441,35143.718,35752.128,39971.514,43389.378,44868.344,45384.965,44298.754,43065.256,42483.5,42031.519,41884.381,41368.479,40588.301,41035.904,41051.409,41163.369,41248.334,41058.963,41447.768,41892.32,43122.338,44495.558,45509.167,44247.133,42281.899,40257.584,38340.956,36670.989,34983.145,33189.992,32473.952,30817.23,27587.985,27011.797,25909.239,MRIM
TXU,26/06/2012,24645.134,23128.021,49454.293,47051.355,41723.151,37131.772,33538.708,29931.428,27477.088,26072.746,26503.664,28418.169,32603.31,38391.443,39357.502,43682.164,46561.711,47397.603,47717.653,46667.952,45023.511,43765.418,42879.759,42117.796,41506.351,40979.677,40948.373,40682.844,40670.831,40730.754,40618.726,41309.866,42004.039,43654.057,46322.075,48253.082,47206.246,45518.759,43915.516,42234.292,40416.887,38449.805,36394.807,35600.421,33706.276,29979.494,29257.352,27981.775,MRIM
TXU,27/06/2012,26700.821,24982.55,51172.239,48879.216,43733.074,39313.837,35762.875,32107.323,29559.871,28198.5,28368.053,30252.026,34603.029,40234.115,41040.638,45600.316,49253.453,51149.266,52034.072,50758.964,48845.064,47320.291,45492.076,44303.58,42663.091,40800.403,40330.114,39715.664,39225.03,38883.286,38924.342,39524.84,40126.64,41724.321,44339.308,46778.11,45990.186,44478.587,42687.595,41205.244,39865.398,38100.251,36033.257,35071.571,33286.274,29587.649,29048.344,27701.339,MRIM
TXU,28/06/2012,26167.978,24469.892,50439.086,47972.389,42793.236,38241.133,34700.03,31162.796,28892.836,27475.527,27795.318,29375.744,33538.495,39086.066,40056.862,44480.87,47490.847,48670.897,48485.714,46776.027,44683.888,43255.666,42086.808,41173.18,40318.937,39082.565,39120.908,38806.883,38565.582,38568.688,38384.646,38687.537,39452.195,40999.584,43430.303,45517.137,44906.396,43379.75,41554.076,40074.936,38272.837,36263.701,34055.24,33155.997,31456.857,28162.669,27860.971,26514.002,MRIM
TXU,29/06/2012,24853.121,23204.641,48841.178,45951.244,40425.191,35823.256,32318.866,28747.167,26414.06,25035.718,25203.942,26658.398,30470.033,35413.592,35798.912,39210.434,41819.485,43139.696,43505.266,42502.192,41427.376,40798.33,40045.611,39427.29,38629.197,37368.326,37957.474,37923.132,37478.939,37167.479,37412.848,37563.15,37966.446,39715.697,41701.974,43092.328,42484.312,41058.245,39639.126,38446.212,36867.447,35520.114,34195.729,34006.07,32969.561,30025.156,29607.77,28367.603,MRIM
TXU,30/06/2012,26496.86,24440.407,50447.091,47563.082,41756.907,37152.878,33279.669,29903.1,27218.374,25463.714,25044.273,25324.127,26752.65,28950.482,28359.159,30852.124,33629.79,35231.698,36369.853,35899.673,35257.064,34385.674,33506.53,33054.618,32274.12,32040.953,32299.754,32056.42,31668.418,31685.373,32252.87,33341.05,34294.156,36241.407,39149.596,41619.343,41622.677,40452.237,38919.973,37627.362,36350.663,35284.004,34413.401,34746.387,33932.146,31136.499,30052.941,28698.925,MRIM
TXU,01/07/2012,26853.289,24887.755,50838.363,48255.706,42981.433,38267.143,34662.277,30892.596,28018.619,26228.952,25417.732,25213.638,25869.893,27089.338,25859.051,28118.857,30726.211,32517.917,33638.963,34072.729,34870.968,34402.639,33848.005,33425.56,33171.754,32943.964,33485.753,33463.586,33490.444,33747.223,34604.065,35639.342,36748.822,38932.388,41262.602,43170.875,42828.771,41167.483,39584.056,38177.17,36571.176,35033.594,33862.84,33489.154,32114.998,28971.512,27919.439,26710.867,MRIM
TXU,02/07/2012,25207.332,23482.196,49300.416,46666.168,41698.977,37549.555,34318.805,30695.995,28233.97,26745.698,26385.816,27764.154,31144.597,35524.431,35506.817,39558.268,42616.232,44085.694,44701.54,44046.785,43498.964,43018.948,42662.129,42208.994,41802.022,41221.987,41204,41180.663,40756.678,40656.116,40837.451,41170.226,41508.069,42253.151,43948.961,45585.356,44640.422,42971.481,40828.005,39143.791,37512.314,35958.391,34096.427,33617.956,32140.162,28989.929,28464.386,27495.796,MRIM
TXU,03/07/2012,26012.816,24219.784,49965.222,47433.044,42037.064,37455.163,34092.827,30529.003,28035.72,26490.846,26584.524,28109.91,31531.639,36334.155,36178.615,39663.967,42479.073,43720.593,43952.045,43013.315,41807.443,40832.128,39886.818,39104.223,38193.196,37205.681,37176.074,36895.001,36823.361,36661.026,36738.277,37126.28,37504.827,39105.947,41743.948,44007.979,43381.14,41939.7,40268.386,38692.985,37183.949,35525.027,33970.069,33631.948,32055.64,28762.244,28486.89,27515.093,MRIM
TXU,04/07/2012,26097.165,24318.589,50055.774,47552.166,42152.555,37720.412,34136.99,30717.876,28108.716,26885.459,26922.286,28352.545,31927.265,36138.763,36631.865,40516.664,43607.573,44828.785,45053.598,43759.189,42312.307,41395.689,40317.072,39416.082,38716.502,38266.43,38423.575,38137.897,37824.59,37769.86,37696.35,37757.301,37849.513,39367.034,41620.212,44138.579,43726.542,42580.605,41015.442,39716.429,38343.026,36785.52,35627.008,35278.5,33768.357,30103.037,29574.844,28712.279,MRIM
TXU,05/07/2012,27123.866,25359.574,50731.248,48178.113,42873.058,38540.903,35227.879,31497.706,29274.782,27965.42,28145.288,29655.637,33205.196,37778.412,38179.239,41926.067,45078.548,46642.485,47114.098,45643.552,43726.445,42540.577,41524.105,40111.462,38982.311,37909.504,37696.72,36931.118,36513.767,36119.055,36104.726,36121.067,36348.464,38137.676,41251.637,44878.395,45273.424,44259.165,42938.253,41647.544,40160.056,38632.351,36893.572,36036.951,34534.125,31161.073,30766.593,29435.318,MRIM
TXU,06/07/2012,27731.776,25903.803,51311.428,48562.233,43186.768,38756.186,35379.941,31814.105,29481.021,28293.006,28106.114,29536.555,33093.396,37780.654,37878.611,41564.291,44525.579,46140.02,46821.652,45514.263,44088.246,42852.418,41673.873,40656.7,39712.948,38464.001,38369.938,37781.904,37142.633,36852.44,36842.916,37210.627,37760.83,39609.438,41699.436,44021.34,43664.479,42546.795,41344.508,40239.826,39137.48,37875.037,36601.99,36529.32,35716.792,32828.449,32363.789,31067.255,MRIM
TXU,07/07/2012,29265.905,27191.195,52435.026,49470.453,44152.39,39740.621,36451.38,32744.552,30143.924,28500.8,27622.692,27825.752,29362.531,31492.405,30223.738,33292.948,36493.706,38558.771,39500.838,38855.479,37590.826,35556.054,33830.765,32334.22,30934.861,29713.399,29563.759,28766.454,27982.646,27670.178,27926.157,29023.42,30221.657,33228.829,37587.72,41766.393,42514.152,41978.828,40736.618,39586.369,38604.202,37700.166,36749.777,37113.691,36534.367,33661.668,32794.933,31584.135,MRIM
TXU,08/07/2012,29793.686,27695.094,52748.156,49920.801,44710.035,40718.913,37184.7,33465.557,30488.469,28606.457,27631.568,27280.053,28174.659,29548.722,28013.723,30251.139,33254.002,35026.485,35969.714,35928.404,35724.737,34356.355,33035.199,31834.924,30985.218,30026.47,29975.777,29080.717,28679.222,29021.482,29729.343,31015.135,32640.842,35326.107,38469.074,41580.407,42130.097,41207.369,39841.046,38730.094,37878.889,36307.599,35054.747,34955.433,33820.807,30725.238,29737.627,28733.18,MRIM
TXU,09/07/2012,27190.5,25193.358,50405.227,47780.101,42644.895,38472.711,35164.533,31497.852,28895.463,27271.102,26908.43,28094.431,31436.101,35696.408,35518.637,39497.904,42866.295,44771,45851.406,45362.993,44260.767,43062.148,41659.302,40229.127,38820.624,37612.563,37226.704,36728.923,36353.06,36075.122,35984.935,36296.038,36798.969,38647.458,41119.042,43333.544,43003.165,41631.107,39847.219,38226.654,36705.833,34982.147,33546.595,32937.33,31645.587,28540.382,28291.713,27219.881,MRIM
TXU,10/07/2012,25472.443,23577.58,48833.944,46057.584,40616.257,36402.512,32854.979,29094.227,26662.916,25239.123,25173.524,26530.338,29899.132,34179.986,34107.427,37795.061,40921.645,42997.802,44012.296,43837.876,43388.346,43601.79,43458.366,43409.646,43179.927,42293.747,42705.338,42421.814,41997.53,41738.561,41739.364,42217.498,42027.186,43125.611,44372.399,45176.496,43982.88,42259.288,40275.31,38493.412,36695.54,34943.789,33303.19,33035.201,31472.605,28268.159,28174.3,27293.093,MRIM
TXU,11/07/2012,25673.339,23833.302,48936.022,46415.119,41147.989,36546.885,33076.882,29367.001,26877.594,25246.407,25120.922,26628.109,29896.147,34042.943,34027.749,37065.632,40018.879,41730.809,42230.087,41559.125,40511.771,39983.513,38997.207,38211.659,37528.529,36718.351,36833.929,36565.595,36411.756,36230.057,36307.302,36553.471,37104.79,38564.658,40791.976,42969.775,42347.68,40815.986,38978.01,37493.242,36132.323,34387.537,32994.154,32681.787,31260.448,28017.41,27889.495,27064.567,MRIM
TXU,12/07/2012,25439.782,23514.838,48635.295,45764.445,40314.736,35844.515,32365.902,28663.597,26180.735,24797.812,25120.504,26434.066,29945.197,33949.984,33851.669,36885.27,39466.566,40557.239,41047.386,40525.049,39657.119,39173.546,38769.74,38618.904,38452.873,38180.7,38730.318,38502.247,38806.559,38836.034,39080.412,39758.523,40034.147,41041.116,42531.129,44475.663,43825.331,42431.29,40815.272,39380.018,37649.475,35835.74,33786.334,33122.777,31817.683,28806.796,28705.331,27670.237,MRIM
TXU,13/07/2012,25959.253,23872.479,48962.143,46071.818,40546.587,35972.932,32453.075,28785.859,26449.003,25086.607,25008.832,25994.073,29386.761,33314.515,33251.243,36493.5,39385.803,41436.04,42454.534,41994.143,41412.012,40720.183,39787.503,39181.62,38716.569,37577.889,37286.024,36980.59,36148.051,35909.714,35830.872,35774.056,35934.663,37449.181,39246.619,41577.518,41654.941,40149.673,38414.36,37132.657,35829.649,34262.275,32857.782,33001.988,31944.894,29192.547,29345.865,28329.644,MRIM
TXU,14/07/2012,26319.687,24148.35,49123.16,45909.93,40279.306,35440.154,31890.789,28148.594,25709.876,23971.014,23184.983,23548.175,25009.895,26928.739,25921.961,28432.089,30959.524,32463.378,33558.7,33267.442,32791.501,32102.482,31259.748,30692.09,30144.85,29430.828,29370.101,29101.947,28955.754,29113.496,29347.133,30239.385,31356.339,33762.486,36593.805,39609.17,40043.152,38776.246,37352.646,36049.208,34798.956,33780.573,32911.947,33377.844,32798.17,30130.567,29349.33,28689.817,MRIM
TXU,15/07/2012,27231.664,24876.313,49664.569,46942.654,41424.076,36902.718,33340.599,29563.791,26779.743,25009.948,24129.581,23868.994,24579.434,25977.789,24532.47,26310.189,28673.078,30548.648,31687.464,31938.789,32293.719,31683.94,31186.927,30552.646,30025.195,29382.687,29739.391,29609.449,29622.788,29604.293,30101.396,31607.959,33091.079,35256.069,37527.169,39995.675,40194.862,38858.592,37286.823,36040.464,34684.024,32946.409,31330.561,30894.728,29880.933,26856.006,26165.453,25434.018,MRIM
TXU,16/07/2012,24067.548,22321.868,47301.779,44551.428,39472.025,35483.097,31988.416,28495.993,26012.838,24252.362,24130.334,25468.99,29185.698,34193.22,34779.913,38332.646,41075.098,42148.523,42493.774,41433.11,40235.836,39589.922,39092.989,38650.14,37904.783,37052.226,36857.642,36273.743,35939.815,35717.797,35546.594,35816.288,36104.562,37102.566,39227.404,41529.186,40892.982,39212.467,37393.079,35850.115,34279.228,32534.9,30998.539,30349.42,28794.072,25903.988,26082.609,25579.43,MRIM
TXU,17/07/2012,24099.745,22269.512,47397.356,44308.884,38944.087,34406.783,30859.82,27291.402,25133.793,23831.634,23837.081,25410.133,29409.845,34581.735,35001.849,38234.502,40265.239,40693.457,40500.232,39230.894,38219.461,37334.532,36432.024,35992.25,35444.159,34905.082,35039.351,34748.408,34671.714,34711.61,34302.644,34391.538,34868.018,36222.048,38421.006,41462.738,41635.143,40125.34,38646.128,37281.816,35540.499,33815.457,32028.646,31495.077,29807.386,26392.53,26487.455,25992.678,MRIM
TXU,18/07/2012,24506.88,22739.227,47678.849,44820.884,39431.518,34949.916,31334.555,27776.007,25441.296,24134.499,24381.638,26105.578,30145.877,35491.829,35954.69,39776.589,42852.037,44437.569,45146.753,44177.339,43398.565,42286.326,40845.34,39911.898,39499.301,38566.395,38865.497,38417.446,38234.437,37997.466,37784.448,37922.398,38199.809,39680.073,41837.395,44467.759,44531.925,43385.099,41867.096,40370.198,38762.57,36996.026,35452.937,34482.21,32824.06,29282.645,29161.681,28449.413,MRIM
TXU,19/07/2012,26687.029,24868.277,49713.834,47304.508,42012.434,37576.215,34237.005,30696.834,28322.181,27062.809,27238.801,29077.735,33340.687,39024.147,39650.348,43997.83,46757.407,47768.775,47489.199,45756.356,43860.842,42101.475,40584.897,39565.031,38778.962,37922.948,37848.707,37378.012,37309.534,37074.492,37324.466,37627.191,38113.324,39304.444,41759.361,44786.853,44829.481,43628.687,42117.39,40775.394,39061.15,37425.606,35096.596,34102.147,32132.817,28665.446,28541.99,27769.604,MRIM
TXU,20/07/2012,25952.988,23881.586,48476.385,45646.908,40231.545,36010.979,32502.604,29057.718,26690.586,24989.148,24985.793,26667.24,30372.622,35734.598,36089.365,39241.26,41621.034,43337.067,44008.872,42678.066,41256.924,40269.964,39539.067,39072.8,38416.979,37245.386,37078.953,36578.754,35930.451,35370.278,35071.549,35232.087,35600.561,37112.263,39003.562,41198.361,41420.387,40213.299,38605.715,37447.976,36211.761,34942.889,33690.243,33392.737,32301.99,29173.23,29298.8,28312.99,MRIM
TXU,21/07/2012,26394.088,24269.47,48925.469,45916.694,40415.905,35550.774,32039.668,28290.902,25894.233,24476.697,23987.395,24370.463,25924.408,28075.558,27300.134,29965.612,32697.76,34274.972,35040.934,34373.593,33453.431,32007.592,30716.422,29688.25,28342.606,27318.667,27389.343,26952.903,26368.813,26195.97,26550.881,27341.429,28402.855,30553.234,33306.898,36570.698,37758.276,36810.713,35321.827,34048.674,32936.753,32005.247,31271.605,31771.228,31218.863,28617.111,28215.056,27425.17,MRIM
TXU,22/07/2012,25797.335,23816.29,48437.373,45487.446,40146.315,35637.524,32086.682,28538.481,25590.254,24006.605,23237.131,23086.834,24200.183,25610.596,24062.89,26096.558,28149.156,29845.071,30511.437,30564.409,30793.118,29965.633,28965.551,28304.627,27744.133,26970.86,26988.939,26209.107,25756.45,25589.738,26158.804,27179.631,28445.84,30640.229,33501.769,36866.517,38427.844,37412.909,36041.221,34968.748,33800.751,32504.518,31023.728,30840.411,29890.281,27196.343,26566.433,25832.426,MRIM
TXU,23/07/2012,24469.151,22914.054,47890.356,45204.548,40028.044,35935.677,32723.026,29332.267,27053.932,25703.058,25583.028,26995.193,31162.002,37223.206,37719.393,41876.058,45257.885,46621.683,46654.837,44728.087,42868.632,41123.547,39470.94,38303.827,37146.286,35826.985,35691.967,35181.626,35007.754,34707.024,34427.167,34494.394,35398.25,36846.651,39063.735,42362.708,42570.67,41323.757,39411.083,37996.377,36455.369,34802.89,33120.208,32392.982,30381.784,27047.295,27144.685,26749.038,MRIM
TXU,24/07/2012,25330.665,23522.692,48090.063,45471.105,40541.545,36356.07,32815.626,29531.429,27190.648,25851.874,25882.771,27800.352,32095.863,37756.287,38119.051,41896.913,44562.312,45402.991,45172.445,43520.919,41730.09,40547.291,39231.331,38519.37,37493.32,36544.655,36404.271,35826.318,35657.836,35643.966,35570.378,35660.926,36027.135,37898.046,40431.6,43178.277,42946.606,41500.639,39809.922,38275.791,36494.48,34637.765,32745.613,31705.287,29777.002,26671.432,26800.208,26467.163,MRIM
TXU,25/07/2012,25000.426,23347.037,47667.468,45073.856,40015.986,35593.232,32003.832,28649.331,26458.874,24915.578,24975.049,26799.969,31229.06,36782.96,37055.466,40668.225,43555.132,44785.733,44901.13,43559.719,42226.788,41053.469,39879.941,38930.962,38018.112,37061.233,37185.731,36514.43,36582.378,36432.893,36552.986,36815.112,37747.642,39096.249,40782.433,42849.821,42717.517,41021.219,39197.418,37685.824,36105.146,34060.641,32388.402,31593.359,29630.493,26207.225,26530.557,26210.086,MRIM
TXU,26/07/2012,24680.772,22628.254,47097.835,44252.358,38955.772,34621.026,31184.287,27688.568,25453.873,24302.156,24598.335,26208.263,30550.851,36140.063,36604.773,39809.497,42185.143,42858.591,42569.375,41093.139,39768.969,39156.835,38239.502,37528.675,37094.924,36323.224,36518.658,36224.986,35972.455,35918.919,36136.282,36403.679,36916.264,38511.486,40594.848,43169.058,43465.735,42483.507,40860.091,39334.192,37517.864,35656.614,33490.187,32372.211,30589.021,27208.165,27522.288,26899.927,MRIM
TXU,27/07/2012,25050.985,23130.023,47414.058,44631.888,39185.659,34737.376,31397.893,27912.203,25683.386,24464.997,24474.429,26100.574,30432.121,35819.301,36307.185,39977.278,42339.667,43536.347,43692.48,42540.977,41316.303,40412.272,39732.923,38943.703,37906.067,36912.987,36903.127,36400.717,35655.989,35219.273,34632.376,34711.419,35356.777,36573.921,38243.848,40527.942,41108.803,40035.751,38596.796,37290.616,35890.163,34443.051,33202.284,32928.679,31726.121,28746.549,29153.172,28640.82,MRIM
TXU,28/07/2012,26644.792,24383.981,48661.98,45775.96,40189.816,35380.875,31724.052,28076.883,25651.806,24324.768,23870.445,24458.841,26131.376,28238.769,27684.878,30322.021,32933.461,34834.769,35788.809,35307.677,34946.293,34015.762,33076.945,32497.504,31760.816,31135.879,31078.236,30273.813,29868.385,29613.034,29847.581,31030.065,32232.317,34284.617,36283.258,38537.375,39238.498,38151.705,36698.701,35317.412,34135.97,32924.743,32060.256,32463.116,32005.676,29316.249,28977.648,28440.081,MRIM
TXU,29/07/2012,26901.977,24755.978,48857.283,46190.295,40986.479,36544.924,33069.356,29400.539,26674.289,24847.246,24273.431,24301.988,25030.149,26371.661,25331.12,27774.511,29969.828,31372.629,32158.288,32266.562,32641.845,31924.288,31187.238,30686.888,30323.275,29798.234,30179.629,29710.677,29332.527,29547.918,30164.757,31048.746,32290.147,34462.61,36853.401,39678.769,40737.925,39752.969,38422.67,37115.895,35760.708,34305.998,32856.054,32354.85,30919.725,27505.3,27027.445,26750.393,MRIM
TXU,30/07/2012,25425.876,23592.398,47872.135,45662.522,40833.562,36737.931,33381.591,29851.806,27466.259,26062.259,25942.787,27678.787,31932.638,37445.611,38137.149,42328.002,45608.913,47160.95,47391.344,45746.359,44455.594,43481.705,42386.663,41664.21,40931.468,39959.372,40023.292,39287.64,38962.878,38425.022,38183.584,38215.834,38750.209,39884.21,41901.775,44354.329,44133.156,42674.477,40864.31,39065.851,37554.441,35672.497,33722.967,32688.582,30947.304,27619.128,27830.96,27601.496,MRIM
TXU,31/07/2012,26003.851,24229.766,48638.616,46179.277,41335.199,36785.109,33561.892,30174.835,27813.472,26595.708,26744.198,28685.912,33317.238,39074.444,39625.304,43566.954,46809.075,47841.197,47581.451,45663.022,43889.257,42419.648,40966.799,39849.934,38997.892,38252.435,38205.658,37925.666,37881.28,37593.932,37339.07,37522.911,38130.79,39254.391,40275.517,44192.098,44887.26,43690.504,41963.748,40441.309,38932.304,37165.133,35108.322,34168.717,32051.64,28364.362,28568.89,28229.11,MRIM
TXU,01/08/2012,26732.576,24961.516,48846.277,46486.849,41607.396,37481.615,34254.882,31004.599,28620.315,27161.549,27401.359,29542.598,33818.018,39758.916,40176.914,44418.777,47283.849,48111.474,47919.428,46222.987,44345.355,42881.601,41237.515,39750.757,38657.659,37511.854,37507.978,36941.732,36240.819,35941.678,35619.854,35524.053,35857.921,37250.735,39221.681,43122.517,44529.863,43694.279,42181.734,40920.169,39427.687,37726.915,35925.632,34921.477,32707.758,29111.913,29319.767,28895.44,MRIM
TXU,02/08/2012,27330.556,25497.879,49325.238,46945.205,42055.483,37855.751,34755.888,31349.546,29083.169,27839.613,28212.348,30084.681,34417.89,40586.926,40886.062,45117.724,47889.549,49235.883,49863.244,48410.502,47269.183,46206.842,44538.037,43207.862,41795.752,40613.718,40548.02,39977.599,39552.231,39475.114,38945.685,38740.842,39134.551,40540.941,42632.341,45370.984,46149.857,45234.308,43640.012,42297.978,40552.649,38479.714,36138.056,34883.489,32791.885,29102.126,29383.671,28847.215,MRIM
TXU,03/08/2012,27146.029,25157.365,48873.622,46131.267,41212.976,37095.769,33772.739,30327.425,28007.27,26429.322,26563.668,28094.86,32131.278,37733.288,38118.357,41762.002,44346.484,44753.396,44268.557,42339.662,40568.484,39311.885,37893.163,36897.029,35613.597,34446.294,34520.814,33785.728,33099.154,32736.45,32480.331,32648.037,33349.852,34772.728,36632.14,39695.385,41153.049,40342.924,39189.25,38090.898,36977.379,35655.924,34359.529,34207.746,33371.032,30126.328,30481.816,29525.059,MRIM
TXU,04/08/2012,27612.838,25247.437,48955.988,46044.171,40441.63,36007.301,32473.625,28855.146,26153.901,24573.002,23970.817,24234.875,25886.968,28088.609,27179.896,29937.081,32723.351,34207.682,35142.029,34642.598,33769.346,32791.761,31451.441,30750.844,29593.024,28441.198,28315.833,27603.43,26958.762,26550.609,26620.753,27448.259,28274.447,30433.937,33132.957,36425.588,38213.32,37617.793,36298.934,34954.546,33931.081,32817.192,32038.228,32288.55,31748.389,28999.882,28979.947,28488.497,MRIM
TXU,05/08/2012,26667.266,24451.678,48209.827,45431.354,40283.049,35739.844,32232.847,28600,25881.89,24072.987,23359.237,23341.219,24170.771,25727.093,24302.006,26254.536,28326.515,29315.091,29897.142,29831.795,29582.663,28334.52,27470.717,26836.166,26262.899,25848.666,26123.641,25873.567,25753.137,26328.477,27503.646,28872.427,30407.415,32585.339,35010.205,37528.812,38747.516,37991.756,36591.868,35567.876,34299.73,32956.325,31551.762,31181.427,30026.135,26818.54,26572.51,26310.937,MRIM
TXU,06/08/2012,24807.735,23131.787,47228.015,44940.254,40026.742,36087.471,32889.526,29538.942,27072.357,25620.089,25722.323,27316.939,31818.259,37504.992,37983.282,42095.705,45528.078,46808.208,47036.903,46178.83,44663.001,43418.439,42502.841,41965.592,41176.15,40257.125,40238.626,39807.507,39461.842,38981.599,38808.871,39180.555,39525.73,40387.813,41958.087,44000.812,44433.58,42879.247,40968.814,39050.924,37469.754,35516.902,33545.238,32656.474,30671.362,27163.97,27759.147,27445.815,MRIM
TXU,07/08/2012,25890.28,24167.956,47946.706,45482.254,40715.095,36256.32,32921.11,29444.695,27165.603,25808.362,25953.886,27809.984,32296.53,38121.55,38178.128,41715.605,44042.313,44228.805,43406.478,41605.883,39967.773,38686.489,37835.316,36885.017,36086.622,35035.314,35051.552,34307.27,33730.133,33560.72,33430.999,33445.054,33992.283,35264.7,37232.195,40472.253,42254.375,41388.042,40022.637,38455.394,36694.371,35064.637,33119.243,32296.345,30367.669,26928.343,27255.887,27154.299,MRIM
TXU,08/08/2012,25498.503,23602.966,47151.231,44570.658,39552.784,35321.472,32041.78,28371.788,26039.018,24812.584,25089.329,27081.042,31343.474,36968.855,36842.108,40061.121,42292.479,43840.667,44036.644,43270.587,42525.458,42063.873,41854.239,41876.112,41717.268,41630.909,42502.53,42640.772,42765.357,42669.889,42178.162,42104.269,42389.946,42852.12,43132.067,43961.743,44027.46,42501.534,40531.474,38788.659,37029.475,35280.779,33415.48,32569.041,30642.642,27298.821,27639.49,27630.671,MRIM
TXU,09/08/2012,25998.103,24037.122,47476.185,44802.497,39569.043,35323.748,31923.214,28564.264,26215.803,25094.868,25679.845,27420.768,31612.617,37244.774,37900.913,41806.17,44841.465,46470.217,47241.356,46397.622,45744.83,45408.95,44725.663,44285.251,43460.009,43390.435,43338.928,43080.833,43020.042,43035.095,42898.766,42954.157,43242.567,44038.583,45060.757,46910.898,47221.268,46200.1,44517.429,42921.107,41071.612,38907.023,36721.558,35366.692,33300.693,29614.473,29830.088,29651.304,MRIM
TXU,10/08/2012,27991.282,25753.618,49158.573,46753.25,41699.173,37308.845,33998.591,30326.736,27712.911,26397.608,26469.182,28245.818,32239.897,37896.517,37915.368,41451.168,43794.909,44957.972,45052.167,43627.485,42142.461,40900.653,40199.892,39329.202,38526.258,37599.929,37823.144,37276.014,36718.186,36668.851,36421.823,36427.486,36796.98,37864.594,39404.567,41364.536,42255.633,41219.052,39730.602,38430.66,36840.564,35564.98,33832.214,33823.914,32606.586,29692.967,30466.673,29979.827,MRIM
TXU,11/08/2012,27794.937,25134.613,48270.866,45474.05,39930.785,35477.05,32011.409,28428.237,26011.041,24537.711,23947.188,24428.144,25941.329,28193.018,27524.664,30042.874,32464.07,33944.869,34843.856,34260.679,33291.515,32306.697,31299.943,30609.211,29695.815,29056.192,29094.515,28370.193,27841.45,27925.08,28308.821,29105.351,30291.362,32048.917,34283.958,37252.839,38936.214,38523.225,37048.257,35601.836,34439.345,33426.199,32674.127,32967.471,32319.262,29758.744,29746.3,29361.104,MRIM
TXU,12/08/2012,27561.541,25375.105,48657.513,46058.418,40984.401,36569.168,33125.421,29540.466,26664.37,25052.408,24275.843,24148.574,25128.302,26708.356,25338.824,27545.449,29562.634,30935.115,31686.181,31828.607,31556.757,30368.753,29266.281,28669.429,28200.447,27815.962,28065.459,27703.046,27261.675,27228.892,27882.833,28962.987,30406.042,32282.319,34355.207,37189.062,39402.294,38880.969,37715.921,36578.807,35230.36,33648.668,32056.739,31471.052,30078.63,26947.268,26948.477,27090.455,MRIM
TXU,13/08/2012,25413.436,23375.08,46742.656,44498.906,39850.754,35952.031,32776.627,29406.112,27092.378,25656.993,25573.236,27532.841,32117.928,37987.973,38392.204,42257.745,45191.085,45920.654,45766.305,44190.403,42149.028,40172.824,38526.614,37204.056,35935.551,34637.767,34325.704,33739.819,33073.531,32681.536,32606.405,33011.378,33720.686,35367.944,37515.475,40390.029,42137.403,41465.326,39598.793,38074.768,36551.416,34739.928,32884.477,32172.415,30354.687,26856.723,27649.805,27577.335,MRIM
TXU,14/08/2012,26101.116,24100.738,47250.265,44784.939,39790.399,35491.221,32182.427,28672.588,26390.068,25123.985,25124.138,27170.844,31594.205,37369.366,37543.872,40951.593,43746.13,44645.07,45160.57,43967.091,42438.928,41384.081,40353.851,39710.649,38645.922,38077.259,38559.839,38751.947,38837.991,38292.471,38310.292,39054.565,40139.641,41593.769,42972.397,44396.914,44080.131,42759.583,40867.336,38911.209,37124.182,35336.338,33320.799,32391.548,30405.783,27022.405,27989.025,27903.778,MRIM
TXU,15/08/2012,26149.443,24109.661,47180.378,44834.378,39697.408,35402.201,32260.973,28806.462,26297.599,25146.636,25428.986,27560.616,31950.975,37766.104,38151.802,42002.494,44594.303,45583.002,45484.906,43681.62,41961.643,40773.365,39562.685,38882.284,38061.508,37082.597,37280.537,37216.905,37294.748,37514.214,38017.274,38448.84,39187.34,40388.774,41553.68,43180.078,44230.67,43028.528,40920.201,39220.368,37464.102,35770.846,33790.895,32766.582,30805.307,27404.108,28069.071,28006.578,MRIM
