PROFILEAREA,SETTD,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
CITIPOWER,12/01/2014,81102.613,72929.489,67277.351,63750.766,61605.226,59991.486,58562.737,57878.678,57728.376,57695.52,58556.688,59539.008,62339.739,65892.402,68028.507,72840.565,78034.903,82708.589,87092.462,89667.276,91666.124,91744.527,91965.888,91500.933,90706.104,90070.104,89860.213,89269.726,89240.197,89719.197,90523.654,92437.2,94305.284,96578.832,99499.864,101557.674,101674.572,100987.505,100288.371,101204.045,103973.303,102618.331,98100.102,90372.319,87537.018,88371.232,91722.505,88486.471,MRIM
CITIPOWER,13/01/2014,77486.249,69175.232,63870.986,60449.568,59007.308,57590.851,57125.981,56921.89,58080.477,60969.374,67430.297,77007.59,92531.713,105218.428,107336.606,114029.405,121631.397,125944.084,130838.34,133457.807,136644.552,138844.856,141159.031,143597.947,145769.825,147409.414,150235.723,153146.003,156379.599,160446.22,164489.824,168778.114,168835.542,168666.728,166938.543,166636.282,163027.237,159599.283,154051.244,150798.867,149797.197,145393.085,135834.034,123058.152,114912.376,111028.856,109872.516,103196.071,MRIM
CITIPOWER,14/01/2014,90065.956,81368.641,75964.957,72461.113,70648.306,69112.16,68149.346,67663.667,68682.023,71405.944,78333.828,88791.275,106211.207,122018.817,129625.64,143105.667,158672.854,171360.353,182658.89,191355.688,199422.399,205954.692,212536.996,217951.565,223442.363,227599.636,231426.101,234192.894,237177.11,240579.887,243830.781,246008.978,244763.339,241804.708,235734.635,232319.674,229146.376,225554.869,223159.071,221753.372,220800.398,214909.091,204288.71,189811.565,179035.741,171352.841,169195.814,162307.389,MRIM
CITIPOWER,15/01/2014,148645.555,140880.302,134827.251,129789.747,125903.856,121909.826,118731.194,116760.316,116127.215,117624.352,124376.798,135413.565,155331.672,173178.058,185134.494,198258.673,212481.291,225187.914,233244.814,235840.525,243387.77,247595.221,252660.313,256283.765,259044.721,260206.136,259713.374,261721.43,261094.779,261370.965,262896.808,259395.384,254209.209,250311.259,242523.161,237512.088,229176.488,223721.415,213583.69,208875.174,205309.012,199579.139,189533.481,176940.304,168853.066,163442.042,160725.845,151357.682,MRIM
CITIPOWER,16/01/2014,137687.663,129270.05,123449.738,119693.142,117496.25,115340.912,113557.228,111709.588,111032.683,112438.956,118308.078,128172.586,147629.309,166205.303,177882.656,192568.339,207699.153,219688.645,231218.784,240197.352,247808.726,253201.705,257602.788,260460.115,262567.549,264671.179,265932.991,267464.219,268140.38,268831.242,269922.54,269540.036,267252.759,264966.39,259757.696,257547.118,247926.46,239134.019,238331.635,237882.021,236413.079,229422.05,215189.95,199751.239,190701.668,183639.041,179429.75,169400.464,MRIM
CITIPOWER,17/01/2014,154348.183,144852.573,138082.497,133622.062,130268.696,126934.458,124295.402,122112.682,121304.479,122309.442,127929.893,137685.008,155703.749,175387.189,189188.711,206215.765,221403.425,230938.461,239913.9,246265.35,252250.521,256543.849,260643.039,263682.079,266356.163,267782.429,269132.248,269811.891,270190.911,270581.214,270357.696,266573.849,255577.198,237011.7,216735.253,203723.852,193638.406,181589.507,171742.275,165835.831,162419.641,158876.267,152412.799,144242.309,139561.182,137193.283,136065.601,127938.998,MRIM
CITIPOWER,18/01/2014,114605.263,106530.293,101508.461,97911.718,95450.151,93309.912,91027.811,89359.323,88263.969,87736.021,88226.717,88943.248,92257.766,97132.979,100228.759,105841.842,113895.503,118297.826,122610.427,123329.169,124259.992,124999.285,125485.138,125390.172,123585.001,122905.444,121650.962,118800.398,116183.244,114240.055,113015.04,112564.263,110379.024,109133.25,108428.713,107621.304,105621.875,104263.86,103753.95,104798.273,104972.55,103182.752,99437.176,94654.848,94362.923,96914.481,100615.441,96286.249,MRIM
CITIPOWER,19/01/2014,84350.083,76050.272,70649.664,67454.186,65495.039,64045.465,62798.37,61896.651,61519.428,61562.551,62271.458,63255.859,66133.412,69835.257,72264.684,76815.15,82294.075,86589.23,90772.166,93123.478,95235.866,96080.381,96392.611,96318.506,96349.526,96002.669,95320.955,94644.028,94144.121,94642.442,95753.707,96947.982,97938.058,100217.353,102407.327,104315.496,104313.826,103397.639,103059.473,104818.845,107528.121,105402.794,100916.141,93570.639,90718.069,91757.122,95237.891,91463.761,MRIM
CITIPOWER,20/01/2014,80203.044,72248.719,67032.137,63931.994,62389.603,61478.099,60982.06,60771.661,62112.621,65053.801,72419.737,82296.439,97899.8,111137.979,114799.792,121449.785,127164.132,130468.258,133557.645,134872.564,136038.368,136492.047,138285.779,138480.46,139118.927,139200.028,139196.814,138680.059,138672.853,138016.409,137237.767,135522.306,130869.785,126298.348,121172.974,119247.034,116184.566,113882.821,113211.48,113811.771,113040.419,109252.368,102237.49,93824.485,90069.218,90430.117,92821.565,88249.583,MRIM
CITIPOWER,21/01/2014,76292.602,69002.273,64415.221,61840.79,60574.684,59614.153,59206.415,59220.088,60470.643,63289.644,70831.675,80864.792,96570.961,110045.077,112656.486,118171.047,123314.812,125846.252,128183.195,128738.086,129820.469,129664.126,129733.939,129898.303,129160.893,128716.511,129195.014,128674.831,128255.707,127696.488,127351.31,126922.942,125005.631,121682.703,117040.813,115396.348,112146.369,110215.713,108990.131,109722.567,110392.53,107312.696,101051.891,93701.365,91306.448,91234.51,92810.74,88403.671,MRIM
CITIPOWER,22/01/2014,76445.333,68519.493,63774.099,61181.918,59658.733,58630.729,58177.218,58124.087,59490.625,62613.951,69828.998,79638.214,94828.854,107701.52,109518.996,115254.43,120730.773,123652.402,126590.866,127811.101,129463.019,130186.925,130984.462,131065.996,131580.188,130997.021,131276.157,130540.61,130022.974,129442.447,128810.14,128575.895,126023.723,122589.769,118225.897,115745.603,112480.947,110141.272,108106.932,108525.129,110151.115,107098.739,101898.293,94465.82,90186.092,90502.864,92332.685,87720.594,MRIM
CITIPOWER,23/01/2014,76013.054,67978.284,63167.89,60503.69,59176.165,58084.47,57644.533,57524.851,58640.757,61820.067,68961.366,78905.644,94373.717,107149.2,108893.556,114501.442,120532.212,123634.989,127078.457,129694.969,132374.962,134573.614,137393.732,139353.111,141371.52,142702.727,144295.228,145760.343,147807.502,150471.187,153335.014,155465.983,153324.498,151765.345,148866.887,148832.865,145263.057,139981.139,134308.597,133484.818,133043.684,129468.03,121289.755,111046.315,105464.707,103583.685,104382.294,98630.967,MRIM
CITIPOWER,24/01/2014,85642.467,77074.873,72172.606,69135.274,67505.898,66008.72,65312.694,65064.17,66038.372,68812.476,76099.754,85504.528,100661.558,114459.488,118788.131,125127.954,130388.221,132931.293,136563.928,138266.992,139003.993,138092.325,137825.477,136380.907,135973.826,134786.317,133502.044,130990.723,130571.693,129261.908,128077.727,126870.351,122757.484,118513.44,113495.468,111266.018,108853.601,107335.994,104518.171,103190.838,103174.387,100593.005,96170.876,90720.282,89291.833,91185.737,94124.202,89690.126,MRIM
CITIPOWER,25/01/2014,77870.388,69755.742,64883.496,61902.998,60241.996,58963.086,57938.796,57456.329,57421.533,57981.449,60040.595,62155.14,66711.659,72743.852,76421.749,81286.295,87417.118,91882.324,96065.282,97868.307,97992.614,97942.371,97015.379,95481.005,93871.644,92897.728,91891.828,91304.827,90213.848,89992.498,89985.821,90830.984,91027.021,92140.238,93203.26,94064.172,93893.154,92852.461,92317.086,94026.156,95710.719,94175.729,91214.285,86107.402,85924.018,88959.628,93304.11,89967.072,MRIM
CITIPOWER,26/01/2014,79010.427,70478.932,64909.387,61330.789,59328.529,57788.011,56610.097,55887.732,55730.193,55859.612,56780.9,57884.621,60976.69,65069.1,67145.72,71849.292,77281.984,81260.86,85343.029,87650.978,89467.179,89923.831,90355.161,89516.066,88287.02,87513.202,87101.274,86995.736,86973.085,87754.466,89019.238,90912.242,92468.295,95435.14,98155.339,100688.983,101765.243,101791.028,100117.328,99811.566,101437.255,100433.168,97036.367,92988.692,92851.411,94321.344,97487.786,93214.556,MRIM
CITIPOWER,27/01/2014,81649.628,73408.119,67953.207,64608.488,62579.068,60885.352,59789.846,58994.689,58848.741,59150.017,60527.802,61829.613,66432.091,71376.677,75618.051,81727.928,88957.645,94954.727,101423.46,106608.093,111774.111,116143.793,120456.129,123805.188,127270.394,130743.133,134875.56,138862.666,143419.939,148159.11,153378.288,159933.617,165817.056,170901.027,174233.465,177077.725,175738.783,173263.994,169244.313,167046.678,167874.341,163944.622,153647.452,140317.604,131502.403,126644.136,125016.574,118177.891,MRIM
CITIPOWER,28/01/2014,104563.356,95028.234,88917.975,84666.938,82220.36,80270.684,78583.453,77696.758,78265.354,80863.208,88183.021,99103.226,117623.314,134039.981,143399.214,157563.608,171887.809,182894.615,192711.885,200680.244,208366.554,214943.544,221198.165,226284.811,231565.223,235607.928,240329.737,244656.591,249108.609,252877.956,256474.995,259030.125,259129.58,258627.382,256022.882,256762.647,242204.134,224181.345,205163.592,188529.568,178612.07,168672.672,154705.167,138550.933,128683.093,124033.542,122091.93,114724.807,MRIM
CITIPOWER,29/01/2014,101598.961,93485.461,88374.809,85072.513,82798.412,80629.941,78952.966,77715.786,78169.173,80121.835,87426.202,97686.051,114025.552,126218.479,127003.761,131189.094,136050.446,138864.527,140719.333,141636.936,143180.9,144434.204,144919.751,146281.496,146979.844,146883.846,147219.238,147286.161,146988.98,147048.944,147050.873,146493.331,143100.833,138630.959,133892.503,130617.887,125775.754,121981.483,118531.172,118609.662,119833.623,116005.726,108491.625,99630.187,95159.744,94466.863,95929.458,90977.132,MRIM
CITIPOWER,30/01/2014,79142.45,71532.852,66982.008,64412.252,63069.73,61911.187,61454.201,61512.263,62899.611,66365.764,74399.226,86348.328,103693.7,116739.176,117439.226,121892.646,127462.384,130555.115,136051.88,139796.867,143686.295,147411.112,151725.88,155276.057,159543.211,163129.71,165095.012,167632.893,169981.246,171754.217,175631.608,175812.174,173436.701,170155.993,165972.904,162896.941,157080.199,151129.328,144635.588,142676.103,142953.639,138374.639,129669.291,118552.602,112399.887,109805.069,109791.328,103547.776,MRIM
CITIPOWER,31/01/2014,90556.02,82437.374,77240.583,73896.291,72225.838,70810.531,70288.641,69943.894,70712.072,73827.261,81839.586,93037.786,110546.308,123268.97,125186.777,130180.513,137199.489,141747.622,145878.341,148888.401,152277.157,155605.834,158882.087,160620.098,162696.456,164430.096,166247.531,167750.27,168481.52,168627.787,171035.948,172214.85,169858.074,165145.474,157467.203,150975.147,142159.593,134931.42,128288.627,126540.509,126181.408,122977.12,117451.516,110303.513,107392.522,107651.192,108670.041,102289.206,MRIM
CITIPOWER,01/02/2014,88893.662,80286.537,74885.34,71605.835,69954.85,68259.159,67160.563,66510.044,66562.724,67138.486,69339.122,71650.195,76767.983,83064.955,87410.096,93870.404,101117.326,106620.84,114219.011,120625.338,126450.778,131667.823,136189.479,140576.334,144289.478,148053.848,151795.789,155054.252,158098.949,160666.432,162794.946,165321.179,166539.64,166674.306,166779.432,165505.481,161721.99,156204.601,148334.326,142766.802,140097.664,135211.015,129247.426,121388.49,118252.041,118105.142,119033.901,112737.96,MRIM
CITIPOWER,02/02/2014,99260.583,89370.59,82925.735,78839.307,76167.104,74086.871,72373.312,71012.654,70196.923,69674.305,70051.635,70521.643,73800.364,78745.008,82881.387,89909.987,98963.586,106867.943,115953.901,123913.818,131980.341,139159.936,146673.022,153532.816,159864.703,166544.545,172951.801,178710.662,184176.449,190426.382,196295.106,201843.63,205930.428,212205.964,216672.568,219194.654,219784.179,219015.506,217304.303,216800.825,215771.008,210094.081,198148.657,181330.718,167856.213,160210.735,155848.523,145938.5,MRIM
CITIPOWER,03/02/2014,130291.804,119724.223,111962.906,106413.272,102457.055,99166.282,96438.424,93965.689,93784.339,95422.337,103019.622,113875.492,132275.084,147440.245,152218.484,162515.725,177163.384,186584.178,193666.812,199999.786,201994.963,198113.841,194429.515,188136.502,176809.89,169727.796,165609.099,162347.44,157594.097,151861.392,148513.431,144822.753,140151.295,135158.296,129599.332,128222.991,127842.867,126552.788,122172.626,119855.179,118459.978,112778.009,104383.261,94377.459,89995.124,90316.545,92232.34,87425.7,MRIM
CITIPOWER,04/02/2014,76075.342,68739.911,64465.382,62026.423,60926.372,60003.008,59674.536,59690.965,61108.557,64498.12,73268.509,85497.98,102344.161,114366.171,112963.021,116490.053,121646.841,124977.365,128194.372,128996.118,130215.029,130676.489,132534.928,133432.397,134193.907,134967.926,135781.177,136036.781,135674.819,135756.272,137411.198,138083.577,136084.586,133063.744,128124.007,125424.967,121601.758,118079.784,114954.022,116066.848,116348.884,112266.484,104671.118,94875.697,90120.879,89818.712,91673.411,87020.474,MRIM
CITIPOWER,05/02/2014,75534.64,68264.455,63866.83,61200.719,60056.717,59139.077,58691.474,58803.367,60343.184,63730.066,72609.898,84861.519,101724.651,114066.433,113060.389,116564.225,122170.653,125650.014,129599.136,132231.95,135323.758,137644.832,140099.749,141581.785,143901.448,145237.439,147558.603,149611.031,151578.201,154484.866,158948.553,161740.373,161378.934,159145.795,154408.456,151146.203,145069.535,138930.775,133268.423,131904.869,130541.17,125536.005,116367.019,105702.249,99665.034,98246.417,99484.694,94231.354,MRIM
CITIPOWER,06/02/2014,82059.259,74328.614,69651.62,66876.399,65563.018,64219.693,63659.993,63352.032,64687.121,67998.024,76687.765,88583.087,106111.385,118647.307,119633.437,125786.628,133155.025,138616.16,145276.031,150187.748,155138.912,160205.032,165893.079,171224.004,176645.725,181863.312,187009.173,191525.137,195732.357,200415.797,207982.352,213304.913,215132.259,215506.77,213427.934,213278.835,207501.583,201945.42,198286.746,198070.327,195752.988,188767.317,175299.595,157897.467,146023.984,139452.947,135694.866,126892.965,MRIM
CITIPOWER,07/02/2014,112686.231,103159.369,96962.488,92817.465,90150.961,87849.804,86142.558,84789.429,85438.323,87563.493,95632.347,106832.061,124660.578,139545.563,145417.989,156831.133,167685.816,172916.53,181526.691,190025.219,198677.269,205509.86,212533.319,217912.489,222974.532,225079.172,218887.263,214684.484,212318.652,208041.369,207198.875,207258.093,202710.234,195906.786,188448.864,179152.491,164582.872,152473.3,143845.43,140102.178,136519.199,131781.929,125290.474,117223.388,113445.435,112518.617,112710.584,106215.004,MRIM
CITIPOWER,08/02/2014,93332.677,85283.775,80443.538,77361.314,75560.232,73933.093,72613.93,71369.875,71327.605,71869.998,73673.33,75988.158,81861.536,89243.133,94626.34,103312.085,113319.072,121651.583,130672.162,138313.827,145508.442,152833.191,160607.621,169344.696,177267.293,184120.425,190955.933,197572.753,203154.098,208474.848,212623.857,216903.788,218693.301,221560.249,222718.319,222022.534,219418.599,215868.035,210000.94,206384.061,202585.953,196618.537,186554.417,169939.861,160865.129,156722.419,154683.034,145668.119,MRIM
CITIPOWER,09/02/2014,130300.6,119934.653,113707.465,111154.818,110687.305,109513.203,108143.019,106520.595,105209.46,104512.78,104901.016,105539.633,109631.631,117087.969,125275.632,133352.027,140163.551,150024.054,165889.979,179929.455,192697.618,201014.946,199746.427,187884.474,183344.982,179814.006,175212.286,169253.727,163829.627,160585.118,157266.297,154744.578,151375.998,149342.337,146918.25,142814.511,137023.039,131236.189,126338.75,125544.008,123869.292,120051.25,113086.264,104342.357,100214.358,99701.139,101076.242,96173.136,MRIM
CITIPOWER,10/02/2014,84208.219,76366.16,71655.808,68747.426,67439.999,66243.169,65651.302,65229.442,66346.181,69215.673,77263.027,89087.618,106122.485,118394.387,119268.831,124307.973,130181.647,133694.802,137152.27,138739.664,140317.807,141288.514,142441.707,143230.396,144003.118,144041.845,144014.81,143980.633,143105.737,142945.331,144334.704,144326.377,141473.504,137701.268,132654.271,129365.84,124448.785,120710.341,118105.327,120313.553,119748.021,114642.364,106032.333,96351.357,91928.973,91684.477,93506.167,88873.448,MRIM
CITIPOWER,11/02/2014,77054.243,69946.468,65594.304,63225.124,62013.035,61020.707,60497.794,60539.429,62092.348,65547.588,74336.276,86614.817,103566.143,115112.775,114792.666,118883.391,124573.669,128582.963,132336.822,135232.424,137826.245,139312.924,141282.989,142903.399,144690.953,145925.727,147229.345,148572.735,149096.5,149535.286,150487.009,151682.948,149665.997,146261.282,140238.466,136441.085,132258.547,129556.527,127803.959,129483.713,128737.669,123877.746,115499.042,104825.818,99314.618,98222.143,99238.731,93862.031,MRIM
CITIPOWER,12/02/2014,81534.294,73845.172,69365.779,66725.225,65466.382,64196.316,63591.04,63322.51,64784.498,68113.139,76824.726,89111.069,106443.903,118941.076,118766.092,122559.053,128497.918,133611.217,137516.965,140830.529,143566.418,146579.645,149061.175,150267.504,153264.44,155875.59,158005.06,157929.832,158976.801,160926.993,164388.359,163171.282,160351.583,155885.443,149789.618,147030.527,144228.796,142452.327,141424.407,142827.985,140546.834,133783.028,123430.389,111566.99,105575.44,103394.75,103703.74,97747.412,MRIM
CITIPOWER,13/02/2014,85078.139,77188.072,72806.387,70058.622,69072.189,67804.158,66930.994,66759.765,68174.915,71430.405,80376.179,93119.241,111354.581,123722.887,124941.156,129570.673,136142.588,140351.711,144538.01,146598.511,148923.723,150206.538,152382.141,153697.071,156320.207,157465.8,158181.494,158379.328,156570.18,154585.878,155035.842,154279.793,151185.389,147576.763,142464.029,139897.777,136931.235,135662.142,136416.416,138133.037,136910.538,132656.993,124350.108,114310.375,108532.292,106471.117,106650.331,100539.974,MRIM
CITIPOWER,14/02/2014,87662.723,79552.866,74906.372,72039.753,70588.971,69324.739,68497.272,67785.358,69093.066,72232.263,80755.63,92904.562,109953.463,122445.397,123541.932,128594.493,135426.134,140315.997,145517.463,148212.763,150975.819,151954.661,153746.893,155542.476,156058.81,155732.894,156577.845,156672.45,155968.028,155301.795,155660.946,155063.72,151221.282,146399.082,140765.554,137865.884,134125.257,131783.517,130136.748,131872.634,130521.447,127115.453,121957.992,115112.475,112059.02,111242.798,111777.565,104742.164,MRIM
CITIPOWER,15/02/2014,91607.974,83262.485,78035.497,74726.671,72853.901,71329.394,69897.306,69066.687,68876.167,69175.676,71453.894,74564.51,80037.204,86423.096,90259.197,97995.368,107491.207,114257.434,122815.679,128812.559,133156.754,135536.778,137277.511,137339.427,135780.004,133048.698,133773.143,136417.785,137748.537,139061.341,137612.734,134113.644,134055.436,136450.603,137326.441,135560.849,131280.563,127338.049,125468.537,125109.673,122839.207,118518.345,113273.778,106430.184,104787.401,106193.848,108999.679,104155.293,MRIM
CITIPOWER,16/02/2014,91232.046,82167.258,76231.604,72431.617,69662.17,67889.831,66417.183,65342.443,64717.607,64429.47,65006.258,66286.667,69689.13,74254.116,77318.819,82539.52,88136.884,93313.113,97007.531,99822.592,101861.891,101698.66,102757.668,101363.898,99595.593,98788.523,98170.781,97741.168,98022.938,98609.483,99302.03,101021.348,102998.323,106054.627,108929.247,110421.775,109584.889,108243.171,109622.32,112991.372,111186.319,107102.407,100039.79,91816.509,88631.633,89614.713,92896.691,89860.259,MRIM
CITIPOWER,17/02/2014,78293.425,70170.195,64994.772,62122.203,60679.749,59574.705,59144.659,59108.507,60506.228,63782.653,72539.485,84898.628,102316.104,113984.126,113465.306,117631.195,123159.483,126632.998,130293.595,132067.652,133719.4,133647.688,134118.69,135142.882,136293.86,136701.041,137034.461,136758.275,135544.821,135185.641,136637.368,138097.317,136463.508,133853.468,130535.048,129274.996,125777.791,122562.719,120649.546,122168.274,119347.645,113361.15,104422.284,94083.616,89482.206,89346.14,91666.345,87674.418,MRIM
CITIPOWER,18/02/2014,76362.751,68910.648,64433.119,61922.755,60627.45,59600.02,58966.77,58937.74,60649.933,64312.134,72987.084,85978.957,103382.94,115156.87,113794.063,117059.351,122569.477,126266.267,130148.252,132829.783,135466.367,137894.325,140417.142,142980.256,145409.305,147905.003,150475.453,153147.311,154485.02,156827.539,160296.202,163318.993,163531.104,162088.321,157787.157,154916.224,150548.406,145301.072,141104.288,140430.654,136515.367,129051.38,118361.065,105998.601,99859.702,98234.32,99354.191,94235.635,MRIM
CITIPOWER,19/02/2014,81915.228,74287.673,69589.207,66871.995,65411.445,64403.357,63767.011,63320.392,64803.909,68334.987,77166.268,90075.95,107105.064,118713.484,118913.98,124096.94,130095.56,133781.439,136421.977,137684.308,139711.805,139369.71,139521.098,140027.876,140466.217,140344.651,140589.026,139089.136,138161.754,137706.457,137467.112,136344.98,130552.653,127586.837,124845.835,125195.903,123437.574,122015.006,120235.695,118802.412,115608.829,109312.765,100938.621,91152.519,87167.197,87791.234,90694.924,86776.946,MRIM
CITIPOWER,20/02/2014,75218.988,67404.035,62868.886,60304.62,59224.56,58212.289,57934.61,57872.003,59488.453,62974.543,72354.38,86199.043,104735.938,116987.403,113930.439,115838.623,119607.287,121548.887,124461.818,125610.757,126541.922,127138.611,127975.015,127447.926,127542.712,127036.649,126371.866,124075.513,124431.432,123055.322,122910.775,122969.03,121539.834,120323.974,117864.269,116439.676,113619.727,112212.544,113519.007,116354.28,114240.362,109379.786,101374.582,92371.489,88143.174,88368.644,91101.134,87141.782,MRIM
CITIPOWER,21/02/2014,75881.841,68113.776,63213.782,60362.954,58878.895,57755.278,57383.604,57498.279,59221.355,63119.941,72051.485,85803.432,104983.956,118282.509,116687.646,118497.137,121991.25,124155.67,126131.895,127043.876,127871.433,127937.4,128427.968,128843.177,127900.08,126805.261,126072.903,124085.306,121365.327,119554.13,119999.726,119630.999,117479.46,115177.286,112357.898,110383.153,107847.385,106659.394,107634.714,109773.164,107579.087,103936.972,98546.223,91958.273,89753.421,91075.419,94546.047,90504.888,MRIM
CITIPOWER,22/02/2014,78804.275,70645.38,65254.227,61911.846,60122.331,58866.547,57873.228,57350.536,57704.238,58440.102,60829.485,64412.73,70656.012,78186.534,82869.622,89642.134,95757.328,100443.339,105104.465,107128.405,107520.609,107404.103,106992.458,106269.265,104482.522,103711.577,102183.199,100738.862,100137.746,99175.407,99645.715,100621.59,101379.744,101975.066,102941.499,103696.748,102768.861,101827.969,102046.388,102510.698,99735.162,96138.03,91997.553,87286.058,87680.582,91584.256,96872.723,94605.705,MRIM
CITIPOWER,23/02/2014,83537.499,74888.957,68415.006,64320.758,61823.102,60074.594,58838.454,58017.115,57824.916,57873.824,59055.865,60748.603,64100.53,68591.221,71408.419,76352.399,82020.875,85987.845,89975.882,92306.663,94325.984,94821.875,95446.457,94726.899,93938.393,92959.022,92565.538,92179.261,91878.208,92196.883,93224.888,95362.674,97556.7,100968.385,104398.108,106739.644,106759.649,106475.493,109266.631,112654.147,110260.881,105309.444,98672.521,90210.135,86397.965,87263.251,91197.912,88395.597,MRIM
CITIPOWER,24/02/2014,77398.808,69053.07,63523.973,60175.268,58402.978,57438.591,56833.838,56755.515,58117.727,61709.896,70663.213,83610.936,102276.008,114720.733,112142.74,114497.693,119004.665,121692.122,124293.448,125319.105,126712.802,127272.965,128106.092,128921.801,129538.705,130098.474,130156.934,130407.368,130237.701,130324.915,129782.513,128838.346,127930.023,126679.035,124250.921,122764.279,119862.465,118407.492,118626.772,120263.371,117529.148,111318.819,102770.77,92565.193,88047.544,88247.493,91164.243,87512.458,MRIM
CITIPOWER,25/02/2014,76254.64,68526.739,63682.994,60890.606,59433.366,58462.943,57903.017,57845.853,59558.416,63477.728,72799.195,86611.97,104220.982,116176.488,114501.775,118585.035,125192.029,130499.822,135147.583,139125.273,143110.546,148265.586,152071.968,155509.737,158397.561,161225.719,162715.863,162416.335,157287.212,154954.404,156142.185,152345.714,145421.55,138313.936,131402.089,127036.888,122196.623,120872.745,122175.911,122357.812,119463.609,113456.373,104751.904,94826.5,90446.276,90504.033,92904.888,88767.205,MRIM
CITIPOWER,26/02/2014,77397.878,69655.019,64905.137,62301.097,60993.694,59747.621,59204.884,59158.855,60591.432,64125.005,73331.561,86691.003,105010.089,117194.398,116322.648,119726.017,123422.254,125660.104,128250.841,129237.564,130205.928,130193.813,130590.742,130544.49,130586.747,129798.354,129074.442,127486.81,125711.475,125677.833,126671.254,126167.952,124689.693,122766.229,119578.394,118082.342,116219.12,116405.244,118876.817,118607.346,115571.919,109685.16,101466.292,91728.458,87462.507,88066.654,91265.628,87298.85,MRIM
CITIPOWER,27/02/2014,75618.176,67784.177,62892.417,60122.616,58996.837,57790.595,57453.512,57476.451,59093.802,62861.261,71921.407,85750.329,105200.547,118643.364,116326.139,119223.568,122711.497,124145.218,126513.711,127620.728,128204.5,128217.562,128654.071,128826.268,127696.393,126339.924,125893.766,124903.22,123682.984,123364.054,124143.345,123937.855,122698.547,120995.839,118161.714,116676.141,114622.348,113900.406,116388.783,118246.958,115432.544,110295.003,102266.395,92746.746,88469.637,88736.624,91673.247,88095.184,MRIM
CITIPOWER,28/02/2014,76516.823,68572.23,63530.994,60539.594,59190.443,58058.41,57584.788,57712.892,59341.293,63225.59,72553.672,86559.603,104983.042,117561.67,115315.019,117218.404,120915.537,122593.219,125355.81,126051.44,126722.221,126970.762,127550.036,127337.742,127493.612,127256.786,126970.602,126263.829,124899.513,124596.501,124814.651,124489.78,122494.617,119605.093,115420.969,112767.52,109403.551,107945.596,109662.069,110302.001,107725.138,104055.951,98819.006,92930.375,91232.982,92646.863,95805.899,91243.288,MRIM
CITIPOWER,01/03/2014,79414.834,71359.898,65888.092,62532.561,60837.876,59413.092,58524.623,57823.211,58170.161,59045.246,61643.167,65108.5,71473.969,79020.7,83154.246,90084.94,96185.688,99384.805,102987.428,105205.712,107005.3,107222.614,106881.154,106302.462,105885.672,104479.123,104826.51,104125.86,102937.964,102209.57,102450.029,102704.712,102862.879,104240.413,105189.903,105320.794,104419.675,103766.703,105881.544,106986.061,104191.292,101006.718,96716.591,91598.631,91312.806,94214.645,98353.107,94941.89,MRIM
CITIPOWER,02/03/2014,83331.585,74312.361,68115.487,64279.818,62211.471,60563.805,59459.429,58583.445,58436.159,58805.894,59756.649,61579.795,65478.327,70184.108,72756.066,78078.079,84121.843,88356.654,93177.967,96462.332,98809.617,99822.219,100121.919,99752.309,97968.575,96579.026,95468.399,94341.142,94246.617,94386.067,95082.06,96785.088,98757.054,102302.217,105699.032,108099.486,107806.071,108151.041,112334.506,114649.993,110969.238,105831.126,98315.251,89153.973,85627.72,86791.001,90943.096,88108.877,MRIM
CITIPOWER,03/03/2014,77410.758,69137.485,63547.469,60183.487,58458.811,57402.969,57054.006,57065.522,58745.281,62388.161,71492.35,85179.123,104913.051,118351.674,116940.297,118423.141,122003.411,124025.911,126282.207,127842.303,129578.168,130853.287,132408.899,133345.051,134015.864,133856.787,134318.793,134608.693,133795.228,133748.168,135293.76,136071.023,134356.289,132415.685,129237.774,128336.575,125298.227,124246.257,126099.8,125979.412,122545.943,116003.398,106991.239,96849.185,92401.005,92205.141,94204.782,90233.891,MRIM
CITIPOWER,04/03/2014,78632.544,70228.715,65183.757,62125.789,60729.25,59729.29,59268.848,59146.905,60851.435,64598.559,73744.251,87484.288,105759.436,117599.065,115939.278,118899.992,124393.943,129839.187,135554.718,140616.725,145338.007,149224.832,154311.12,158126.849,161944.84,163494.324,164595.178,163816.319,164416.115,168003.734,173116.109,176274.017,176924.432,175211.194,171592.606,170333.055,165827.785,162426.225,161548.228,161324.859,157475.812,149033.506,137552.237,123579.83,115578.952,112463.187,112310.589,106077.784,MRIM
