SETTD,PROFILEAREA,DAILYT,VAL01,VAL02,VAL03,VAL04,VAL05,VAL06,VAL07,VAL08,VAL09,VAL10,VAL11,VAL12,VAL13,VAL14,VAL15,VAL16,VAL17,VAL18,VAL19,VAL20,VAL21,VAL22,VAL23,VAL24,VAL25,VAL26,VAL27,VAL28,VAL29,VAL30,VAL31,VAL32,VAL33,VAL34,VAL35,VAL36,VAL37,VAL38,VAL39,VAL40,VAL41,VAL42,VAL43,VAL44,VAL45,VAL46,VAL47,VAL48,DCTC
01/10/2015,CITIPOWER,5370129.444,103337.596,92180.888,83605.318,77479.228,73980.31,71328.722,69713.565,68995.774,69029.83,69897.89,73242.943,79523.614,93129.82,109376.974,118461.027,128733.269,133627.079,133489.247,132630.864,130793.661,130129.323,128040.212,127216.365,126034.751,124916.991,123534.785,123338.383,121829.576,121128.677,120282.798,119609.66,118914.336,117945.736,118401.802,118791.861,120273.58,124326.967,133514.033,135883.885,134129.342,130877.515,127949.36,124457.757,119522.506,116961.565,117412.698,118789.469,113357.892,MRIM
02/10/2015,CITIPOWER,4435821.265,100234.04,88710.492,79934.709,73886.386,69527.943,66572.188,64592.619,63280.802,62841.308,62873.261,64195.931,66400.273,71492.844,76679.057,80273.505,85541.544,91097.473,95139.02,98406.254,100301.104,101886.042,102259.598,102243.837,101084.205,100430.286,99420.687,98561.4,97848.637,97629.311,97340.635,97289.309,98025.579,98695.328,100169.336,102375.383,104349.941,106934.239,113610.21,114756.992,112757.091,109386.579,106521.729,102737.76,99190.25,99093.142,101483.086,105428.803,102331.117,MRIM
03/10/2015,CITIPOWER,4328210.587,91299.626,81865.065,74076.288,68278.522,64443.468,61603.264,60076.899,58930.931,58093.241,57830.48,58489.65,59446.585,61728.473,65416.57,67987.208,73636.413,80917.997,86360.45,92299.26,96049.556,99549.883,100843.769,101870.994,102783.669,102647.688,102634.8,102261.304,101527.903,101986.927,100288.041,100517.833,101732.307,102187.982,102035.243,102086.962,103118.189,106694.262,113249.694,115381.728,113836.61,110693.834,108025.642,104278.699,100105.434,100058.717,102093.789,105176.487,101712.251,MRIM
04/10/2015,CITIPOWER,4306233.448,90520.193,81755.585,74550.016,69425.439,66282.299,63733.167,61972.123,60522.881,60068.216,59842.591,60660.877,61556.393,63888.103,67660.655,69600.346,74325.512,79836.152,84279.84,89296.5,92167.784,95498.009,96399.946,97295.77,97190.07,96985.538,96430.633,96740.859,96830.644,97549.807,98823.685,100410.623,103112.585,106030.555,109251.262,112221.256,114537.895,116528.947,121244.69,122104.996,119417.205,114518.586,109015.697,101438.592,92325.239,88527.718,89507.61,93450.364,90899.995,MRIM
05/10/2015,CITIPOWER,5599612.927,80544.14,72456.907,66464.897,62615.008,60324.947,58720.317,57976.131,57754.294,58965.019,62282.883,70023.504,82413.803,100121.997,113117.818,112113.324,114030.188,117429.406,120449.602,124552.868,127581.156,131213.466,133801.411,137202.7,138723.776,141741.449,144722.807,147507.015,150006.143,150193.95,152457.37,155913.016,158539.143,159028.427,157062.751,153866.379,152385.694,149252.536,151490.524,150433.018,146499.838,140579.442,132931.07,122625.252,110328.906,104038.939,102889.038,104406.631,99834.027,MRIM
06/10/2015,CITIPOWER,5779443.986,88247.719,80149.822,74475.422,70698.84,68411.327,66878.566,65847.62,65484.715,66464.189,69597.787,78336.625,90795.887,107673.333,120520.415,121322.191,126400.244,133271.797,138732.111,144119.596,148827.481,153836.327,158287.748,162983.057,167740.636,172946.383,175759.531,178159.537,178460.344,177641.683,175362.382,162008.564,150689.434,140985.447,134423.543,129473.53,130105.063,132496.352,132717.6,128824.668,124433.321,118769.257,112142.174,103052.286,93149.538,88876.464,89118.52,92014.234,88730.676,MRIM
07/10/2015,CITIPOWER,4940710.183,78122.028,70338.703,65311.066,62055.696,60094.924,58954.864,58491.21,58562.947,60057.517,63919.43,73014.969,86079.55,104668.158,116340.926,113881.945,115162.083,118377.04,119247.667,120485.299,121325.11,121955.278,121193.246,121014.844,120784.28,120540.445,119858.415,119649.215,118490.215,117412.601,116235.284,116514.229,117180.232,117340.828,117229.108,117378.014,119831.716,121971.916,127244.041,127899.493,125476.928,121774.529,115967.425,107439.899,97032.541,91796.923,91565.969,94219.425,91222.012,MRIM
08/10/2015,CITIPOWER,4984050.177,80620.834,72672.342,67008.312,63554.911,61535.989,60021.061,59734.291,59722.271,61935.355,66310.415,76582.395,91808.893,111908.947,125956.551,122470.481,121725.484,122570.806,122545.047,123020.428,122445.723,122476.967,121728.419,121641.849,120982.692,120681.561,119808.096,119751.517,118876.912,117626.622,116720.796,117593.572,117942.965,117932.356,117406.144,116895.044,117627.153,119293.274,123866.118,124365.468,122218.007,118187.813,112394.162,104175.034,94973.2,90392.567,90623.016,93471.986,90246.331,MRIM
09/10/2015,CITIPOWER,5177495.821,79906.827,71877.81,66301.855,62778.602,60830.206,59382.463,58751.67,58879.116,60738.965,64864.855,74239.475,87888.959,106841.297,119713.564,115673.738,118238.257,120083.5,121268.217,123805.598,125590.18,129144.093,130349.739,131666.389,130365.206,132071.943,133601.436,134788.517,135492.556,135394.17,135443.054,137689.528,137953.359,135850.839,132334.79,128201.273,125105.918,122138.088,122756.085,122105.561,119205.619,114288.653,109041.066,103361.629,96853.01,95244.17,95947.701,98513.96,94932.315,MRIM
10/10/2015,CITIPOWER,4585657.752,83455.053,74994.073,69291.523,65525.699,63062.544,61173.204,60136.248,59561.158,59657.617,60282.098,63022.278,66440.21,72385.96,80175.848,83611.264,89399.912,96960.262,102108.693,106100.505,108783.345,109476.837,109455.95,108707.683,109010.069,107320.302,106559.291,108676.429,109578.126,109837.602,111499.311,111981.095,112760.168,113913.723,116318.363,117330.047,117929.62,118006.962,120902.692,120924.729,117562.817,111337.896,106546.536,101472.3,95460.032,93832.174,96085.326,100113.497,96930.681,MRIM
