Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
16.3,6.7,8.7,9.1,8.9,1.4,2.4,7.3,8.4,6.6,2.5,7.6
12.5,11.2,14.6,13.2,3.3,0.3,5.5,3.3,6.8,7.7,4.1,9.7
14.4,14.7,14.6,4.4,6.8,3.3,6.9,5.8,3.3,6.4,3.6,7.1
13.2,12.2,13.7,8.1,2.2,7.5,6.4,3.5,5.3,5.8,5.4,8.8
12.9,12.5,13.4,7.7,6.5,9.9,5.5,-1.7,7.7,2.7,4.8,12.0
13.6,10.8,14.8,10.4,10.0,4.5,6.0,1.6,4.4,5.6,6.8,9.1
13.1,14.2,17.0,2.2,11.6,6.5,7.4,5.0,6.6,9.7,9.9,5.9
9.3,14.4,15.5,5.7,12.7,6.7,5.7,0.1,9.4,3.6,6.1,13.5
10.1,13.1,21.7,8.0,13.0,7.1,0.2,5.7,10.6,7.6,4.6,6.3
11.2,11.9,16.6,9.1,9.3,4.0,4.0,4.5,7.0,6.6,6.4,7.8
13.8,13.4,14.9,11.4,7.8,2.7,7.0,1.4,2.3,3.7,6.3,9.3
13.2,13.4,16.2,10.3,8.7,-0.9,6.7,3.7,6.6,5.0,12.3,6.3
17.1,13.7,15.1,10.1,11.4,-0.7,0.3,0.9,6.2,1.7,7.8,12.4
12.4,10.7,14.4,6.3,9.9,3.9,1.6,4.9,7.7,0.6,7.4,10.4
6.9,6.3,12.9,9.0,8.8,1.4,3.6,4.3,5.7,7.1,7.5,5.0
9.6,10.3,12.0,11.0,1.3,4.0,-0.5,6.2,5.4,10.5,8.0,7.4
10.8,10.2,17.7,8.0,8.1,4.8,1.6,8.1,6.6,5.3,8.4,8.6
16.6,11.2,11.1,4.9,8.2,7.1,4.9,4.7,5.9,6.8,10.7,3.9
10.8,12.1,8.2,7.0,9.4,6.3,7.1,9.0,5.2,1.5,6.6,3.3
18.3,7.1,9.4,9.3,8.9,7.9,6.6,2.1,3.7,2.7,9.8,11.3
16.0,10.8,9.9,16.2,5.4,5.4,3.4,4.6,6.8,9.9,18.3,7.1
15.5,12.4,7.3,9.4,8.3,6.1,9.0,4.0,5.2,1.7,11.0,9.8
13.5,15.4,11.9,7.1,7.3,6.5,3.3,3.5,3.1,2.2,7.6,10.0
12.5,20.4,14.5,5.6,7.3,1.5,0,0.5,4.8,4.3,3.6,14.2
12.8,15.2,11.4,5.3,5.0,-1.5,2.5,3.0,4.0,5.9,7.2,15.6
13.5,10.0,8.8,6.2,7.5,-2.0,1.0,1.5,3.6,11.2,8.2,19.9
15.6,12.5,8.4,10.8,3.4,0.9,1.8,1.9,1.7,5.9,7.9,14.3
17.0,12.3,6.7,14.2,3.5,1.6,5.4,4.2,3.2,3.7,7.9,20.0
10.5,12.5,9.4,13.5,6.1,5.0,6.0,4.7,6.9,4.5,8.2,19.3
10.3,,8.0,13.7,0.6,4.9,7.6,9.2,5.8,13.2,8.5,12.3
12.9,,7.5,,-1.5,,4.3,9.1,,1.1,,10.4
