Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0.2,0,0,6.4,0,1.6,0.2,0.6,2.2,0.4,0
0,0,0,0,4.4,0.2,0.2,8.0,2.2,0.6,2.2,0
2.0,0.2,0,0,0,0.2,0,1.0,5.0,3.8,0,0
0.4,1.0,0,0.2,2.8,3.0,0,0,0,7.0,0.2,0
4.2,0,0.6,0,0,6.6,7.4,0.2,0,6.0,1.4,1.2
3.6,0,0,1.6,0,13.6,36.4,0,0,1.0,6.4,0
0,0,0,15.6,0,0,2.6,0,0,0.2,0,0
0,0,1.4,0,0.6,0,3.8,0,0.2,0,0.4,0
,0,0,0,4.8,4.0,0.2,0,0.8,0,0,16.4
0,0,1.4,0,4.8,6.4,0.2,2.2,12.6,3.0,0,0.4
0,0.2,10.0,0,11.8,2.0,3.8,8.0,0,9.0,0,0
0,0,0,0.6,1.0,6.0,0,0,4.2,1.4,,0
0,0,0,0,0,0.2,6.6,0.8,1.6,6.0,1.0,0
0.4,0,0.2,0,0,0.2,3.8,0,2.4,0.2,6.8,0.2
6.6,0,1.4,0,0,0,0,0,2.6,0,3.6,0.4
0,1.8,0,0,0,0.4,0,0,0.4,0,0.2,0
0,0.4,0,0,0.4,2.0,0.2,3.0,0,10.0,0.2,13.6
0,2.6,27.2,0,0,1.6,0,0.2,0,4.0,0,0
0,0.2,4.8,0,0,0.6,0.2,0,1.6,1.8,0,0.2
2.4,0.2,0,0,7.0,12.2,0.6,5.6,0,0,0,1.6
5.0,0,0.2,0,0,4.6,0.2,1.4,0,0,0,0
0.2,0,0,9.2,0.2,0.4,14.4,2.8,6.2,15.2,1.6,0.2
9.2,0.2,0,0.2,3.8,0.8,21.6,4.4,0,10.6,25.4,0
0.4,0,0.2,0.2,5.4,9.6,5.4,0.4,0,0.2,6.6,0
0,0,0,0.2,0.2,14.2,0,1.6,0.4,0,1.0,0
0.4,0,0,0,2.6,0.2,6.6,1.6,0,0,0.2,0
3.6,0,0,0,5.6,0.2,0,0,5.4,0,0,10.0
0.2,0,0,0,3.0,0.2,1.0,0,0,0,0,0.8
49.6,0,0,0,0.4,0,0,0,0.8,0,0,1.4
12.6,,0.4,3.6,0.2,0,1.0,0,0,0,0,47.2
19.6,,1.0,,0,,1.4,6.8,,3.0,,0.2
