Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,4.2,0,0,14.8,0,15.4,3.2,1.4,4.0,1.2,0
0,0.2,0,0,0.6,0,1.2,3.6,0,0,3.0,0
0,2.4,0.6,0,0,0.2,0.4,0.4,0,38.0,0,0
0,0.6,0,0,1.0,5.2,0,1.4,1.6,4.2,0.2,0
0,0,0,0,0,1.2,1.4,0.4,0,5.6,0,1.0
0.2,0,0,2.6,0,0.6,10.8,0,0,0.2,0,0.2
0,0,0,2.0,0,3.2,3.4,0,0,0,0,0
0,0,0,0,0.4,3.8,6.0,0,0,0,1.0,12.0
,,0,0,7.6,8.8,0.2,0,34.2,0,0.2,4.0
0,0,2.0,0,20.2,4.6,0,4.2,15.4,2.2,0,0
0,0,6.6,0.6,1.6,4.8,8.2,5.6,1.0,3.6,0,0
4.0,0,0,0.4,2.8,0.8,3.6,0,4.8,1.2,5.6,0
0,0,0,0.2,0,0,4.0,4.6,17.2,2.2,2.2,0.2
0,0,0,0,0,0,1.0,0.4,54.0,0,16.2,0
0.4,0,0,0,0,0.2,0.6,0,7.0,0,0.4,0
0,0.2,0,0,0.4,0.2,0,0,1.2,0,0,0
0,0,0,0,1.0,3.4,0.4,2.4,0,9.4,0,0
0,0.2,22.0,0,0,3.8,0,0,2.0,3.8,0,0
0,0,4.4,0,0,0,0,8.8,0.4,5.0,0,0
3.8,0,0,0.2,2.6,2.6,2.4,8.4,0,1.2,0,1.0
2.4,0,0.2,0,0,0.4,1.0,5.2,0,0.2,0,0
5.0,0,0,2.4,0,1.8,4.4,2.4,2.6,17.4,2.0,0
7.4,0,0,0,5.2,0,10.8,0.8,0.2,2.2,0.4,0
0,0,0.8,0,0.2,17.4,1.4,0.4,0.2,0,1.4,0
0,1.8,0,0,0.2,6.0,1.0,1.2,4.6,0.2,0.2,0
0,0,0,0,11.6,0.2,6.6,3.4,0.8,0,0,0
0,0,0,0,0.8,0.2,2.2,0,7.8,0.2,0,3.8
6.6,0,0,0,0,0.8,0.2,0,0,0,0,2.4
1.0,0,0,2.6,0.2,0.2,0,0,13.0,0.2,0,3.0
0,,0,2.8,0,0.2,4.2,0,8.8,0,0,0
8.6,,0,,0.2,,2.6,6.8,,1.4,,0
