Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
15.6,7.1,7.8,8.1,5.8,5.6,-1.8,-0.4,-0.7,8.8,8.9,16.4
13.7,8.7,11.8,7.7,10.0,9.3,-4.4,-0.4,0.7,7.4,10.8,13.9
13.8,8.7,14.9,5.3,2.9,8.7,-4.8,3.2,5.8,5.2,9.1,11.8
13.1,9.1,15.5,8.5,1.3,2.4,0.3,3.8,7.0,4.7,3.3,9.5
15.9,17.4,18.7,4.9,1.7,3.7,6.9,2.0,4.0,10.1,1.8,9.2
17.0,14.8,14.0,5.6,4.9,7.2,3.8,4.1,4.5,9.1,7.8,13.4
17.2,13.3,13.4,5.1,7.8,0.6,-3.1,1.8,8.1,2.3,9.1,9.2
19.4,16.4,12.1,7.8,8.0,2.0,-1.5,5.7,5.8,8.8,2.2,11.2
15.1,17.6,8.8,14.3,10.7,2.2,1.2,9.0,6.7,9.1,6.1,9.0
11.8,17.0,10.1,7.0,3.7,-0.4,5.5,4.8,7.1,3.3,11.4,11.7
16.4,17.1,11.7,11.7,3.6,1.6,5.8,7.5,3.2,4.3,13.3,14.0
12.4,13.7,15.6,8.7,3.5,3.6,-0.7,9.5,6.4,9.4,13.4,10.8
13.8,11.8,11.4,8.0,2.7,8.9,-1.4,8.5,8.6,11.8,14.2,12.4
14.5,12.1,16.5,10.7,5.6,3.5,0.4,3.6,3.9,6.2,10.3,18.0
14.1,7.6,15.4,4.6,6.9,2.9,4.1,2.2,6.8,3.8,9.5,9.0
8.2,12.9,15.5,6.3,3.9,0.6,-3.3,7.0,6.6,7.7,13.9,12.6
14.2,14.4,10.3,7.6,6.4,-1.0,-1.4,9.3,4.0,7.1,14.6,15.0
15.3,13.3,13.5,6.4,9.5,0.3,0.9,6.4,-0.3,6.7,11.7,16.0
4.7,8.6,14.8,12.7,10.8,6.5,4.7,3.1,7.3,9.7,11.0,19.1
15.2,8.9,15.1,8.1,11.0,-0.2,7.0,0.4,4.8,9.7,11.0,13.1
12.9,11.7,17.4,9.4,3.1,3.1,-0.4,1.5,2.7,10.1,10.8,9.5
8.9,8.9,17.5,14.0,3.1,6.3,-4.0,0.4,8.1,9.7,7.4,12.6
14.5,13.7,15.4,13.4,8.3,0.5,0.5,2.1,7.6,10.8,9.0,11.8
17.9,14.6,15.8,12.4,4.8,4.7,8.5,4.8,10.3,9.1,13.9,15.4
6.2,7.9,15.0,14.0,9.9,0.2,1.0,3.4,9.6,12.3,16.2,9.2
10.0,12.0,16.1,9.5,9.7,8.5,7.2,2.7,6.0,12.6,16.4,11.1
14.4,11.3,16.8,3.5,2.8,1.1,2.6,5.0,5.1,10.2,17.1,12.8
11.6,9.8,7.3,9.3,6.6,2.1,4.0,-1.5,7.5,10.8,12.6,20.5
14.8,,8.2,13.5,6.2,2.2,1.4,-0.3,7.0,11.7,17.6,17.7
12.8,,9.1,7.8,3.5,4.0,6.1,5.8,8.6,7.7,16.1,14.4
15.6,,4.2,,2.7,,2.7,-2.5,,6.3,,8.7
