Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
7.2,10.7,11.0,11.6,4.6,-1.8,4.6,2.5,-4.6,-0.5,15.6,8.3
11.6,10.4,7.6,7.3,9.5,0,4.9,1.4,5.2,4.2,9.3,2.5
23.8,10.8,11.4,3.9,3.1,3.4,-3.2,3.1,7.8,9.8,5.6,5.3
12.6,10.2,8.3,2.2,1.1,2.3,3.0,-0.4,1.2,7.8,8.4,10.5
9.9,10.5,7.2,3.0,10.0,3.4,4.1,3.3,4.5,6.4,15.4,14.0
11.2,14.6,9.5,2.1,3.9,6.0,4.7,3.0,2.3,15.2,12.6,13.9
14.1,22.0,11.0,8.3,3.8,7.2,3.4,5.8,5.2,4.0,7.7,16.7
17.8,14.0,11.8,7.7,5.7,6.3,-0.9,3.6,5.3,5.8,4.9,18.4
14.4,10.1,7.8,7.2,8.2,4.5,4.2,3.3,6.9,9.6,9.6,10.4
10.4,13.0,7.0,8.6,10.1,0.6,5.3,3.9,6.8,13.6,11.8,8.2
11.5,12.2,6.9,4.1,8.4,3.4,6.6,3.6,0.5,11.9,6.3,6.9
13.4,13.8,10.2,10.0,8.7,-1.6,1.2,5.2,7.4,7.7,7.7,4.3
16.4,14.2,9.1,4.2,2.5,4.2,3.2,4.1,11.0,4.2,7.8,5.6
15.1,16.5,4.0,10.8,4.2,1.9,3.3,4.2,11.7,2.3,6.0,7.7
11.0,11.7,9.4,13.3,7.8,3.5,-0.1,6.9,7.0,8.5,6.8,14.2
4.5,12.6,8.1,10.8,6.4,9.1,1.4,-1.2,2.7,14.1,7.7,12.1
11.7,13.0,11.8,6.7,2.7,8.5,4.1,5.0,4.0,6.0,11.8,11.1
10.2,13.3,13.1,9.4,1.3,7.9,1.1,2.8,6.8,7.3,4.3,18.5
7.0,13.8,13.1,4.5,8.2,1.2,-5.6,3.7,1.2,3.0,14.1,19.8
7.5,12.9,5.9,1.7,8.3,-0.4,-4.2,2.5,2.2,11.5,11.9,23.3
16.1,13.9,4.4,4.6,5.9,-3.9,3.2,6.7,7.5,13.2,7.8,10.7
12.0,19.9,5.4,8.0,7.2,1.2,5.9,2.7,2.7,6.7,8.8,8.8
14.9,19.1,14.3,11.2,3.6,4.8,0.7,1.8,0.5,6.6,8.7,10.2
7.6,9.7,8.0,7.7,-2.6,3.4,6.6,4.4,2.8,4.4,7.0,12.4
10.2,11.4,1.6,5.6,4.9,5.1,3.9,5.9,4.0,7.2,8.2,17.9
5.5,12.9,3.0,7.0,-1.4,6.0,3.2,6.1,2.1,10.4,5.7,9.2
6.5,8.9,6.3,7.4,6.4,5.0,1.1,0.5,2.9,6.9,0.1,5.0
9.6,13.6,8.8,7.2,6.6,2.4,3.2,5.0,2.8,4.8,2.5,7.1
9.5,,3.8,3.7,1.4,0.1,2.5,-0.2,0,8.2,7.1,8.3
8.8,,4.8,4.5,5.6,-0.3,2.6,4.7,5.8,14.8,4.0,10.9
9.2,,6.2,,7.0,,-1.1,3.5,,14.9,,17.2
