Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,7.6,0,0.2,8.2,0,2.8,0,0,5.6,0
0,0,0.2,1.4,0.2,0.6,6.2,1.4,0,0,17.8,0.2
0,0,0,0,0,0,5.6,9.6,0,0,0.4,0
0.6,0,0,0,0,0.2,0,1.6,0,0,2.6,0
0.4,0,1.8,0,0,11.4,0.2,4.0,0,0,2.0,0
0.4,0,0,0,6.2,0,0,3.8,0,0,11.0,0
0.2,0,1.6,4.4,0.4,0,2.6,2.6,1.0,0,1.8,0
1.8,0,0,16.0,1.6,0,1.0,0.2,5.6,0,0.2,0.2
8.0,0,0,0,0,1.4,0,0,0,0,0,2.4
3.8,0,0,0,13.0,1.2,1.6,0.4,4.2,0,0,0.2
0,0,0,0,11.4,0,0,0.2,0.4,10.2,6.4,0
0,0,0,0,1.4,0,4.4,0,0,4.4,0.8,0
0,0.2,0,0,21.8,0,1.2,0.2,0,0,0,0
10.0,27.0,0,0.2,5.8,0.2,4.8,2.2,0,0,0,0
0.4,30.4,2.6,2.8,1.0,0,1.2,0.6,9.4,0,0,0
1.4,0,0,2.8,0.2,4.6,2.0,0.2,1.4,0,0,0
0,0.2,0,0,0.2,0,1.0,5.0,0,0,0,0
0,1.0,1.4,9.4,0.2,5.8,1.0,1.2,0.2,0,0,0
0,1.2,0.2,3.4,0,12.4,0,0.4,0,0,0,0
0,0,0.8,0.2,0,0.4,0.2,0.2,0.2,0,0.8,0
11.0,0.2,1.2,0,0.4,0,0,0,0,1.6,7.6,0.6
0,0,0,0,5.8,0,0.2,0,2.0,5.4,0,0.2
0,1.6,0,5.8,0,0,0.6,0,0.6,3.8,0,0
0,1.2,0,1.0,0,0.2,0.2,0,0.4,0,0,0
0,0.6,0.4,0.2,0,0,6.6,2.0,0,0,0,0
0,0,0.2,0.4,0.2,0,12.8,0,0,0,7.6,1.4
0,0,12.0,1.4,0,0,7.4,7.2,0.2,1.6,2.0,4.6
0,0,1.2,0,0,0,1.2,40.8,0,0,0.2,0
0,,0.2,0.2,0.4,0,0,2.8,0,0,0,0
2.2,,0,0,0,0,0,0.8,,0,0,0
0,,0,,0.2,,0.8,0,,0,,0
