Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,0.4,0,0,0,0,0.2,1.2,0.2,22.4
1.6,0,0,0,3.2,0.2,0,0.2,0,1.0,0.6,9.6
0,0,0,0,0.4,0,0,0,0,0,1.6,13.6
0,0,0,0.2,0,0,12.0,4.4,2.4,0,0.4,0
0,0,0,0,0,0,0.4,4.0,0.6,1.4,0.2,0
0,36.4,0,0,0,2.0,0.2,3.6,3.8,1.2,0,0
0,0,0,0,0.2,0,8.4,8.6,1.4,0,0.2,0.2
0,0,0,0,0.6,0.2,0.2,0,5.6,0,0,10.6
0,0,0,9.8,0.2,1.4,1.2,0.2,1.2,0.4,0,0.4
0,0,0,47.4,0.2,0.4,0,0,0.2,0.4,0,0
0,0,0,0.4,0.2,0,0.6,0.4,0.2,0,0,0
0,0.6,1.8,0,0,0.2,0.2,2.0,0.6,17.4,0,0
1.0,1.0,0,0,0,0.4,0,0.4,3.2,0.2,0,0
11.0,1.8,0,0,0.2,0,1.8,0,9.2,1.0,0,0
0,0.2,0,0.2,0.2,0,0.6,0.6,1.0,0.2,0,0
0,0,1.2,0,0,0.2,0.2,7.6,8.0,0,18.6,0
0,0,0,0.2,0,0.2,0.8,5.8,0,0,7.0,0
0,0,0,0.2,0,0,6.6,6.6,0,0,0,0
0,0,0,0.4,2.2,0,7.2,3.4,3.8,11.0,0,0
22.2,4.0,0,0,5.8,0,1.2,0.8,0,0.2,0,0
0,0,14.4,7.8,0,0.4,2.2,1.4,0,0,0,0
0,0,20.6,0,0.2,0.2,0,1.0,0,0.4,0,0
0,0,0,0,0,0,0,0,0,0.2,0,0
2.8,0.2,0,0.2,0.4,1.4,5.0,7.0,0.6,0.2,0,0
0,0,0,25.0,1.0,0.2,0.8,0,3.4,9.8,0,0
0,0,0,6.2,2.4,3.0,2.4,0.2,4.0,0.4,6.0,0
0,0,0,1.0,0.2,0,0.4,2.6,0.2,0,28.8,0
0,0,2.8,0.4,20.6,0,6.0,0.6,0,0,0,0
0,,0.2,1.2,1.4,0,0,0,0,0,0,0
0,,3.4,0,2.4,2.8,0.6,0.6,0.8,5.4,0,1.4
0,,0,,2.0,,0,0.4,,2.2,,2.0
