Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,0.2,0,4.0,0.6,6.8,0,2.8,7.0,0
4.4,0,0,0,0,4.8,0,6.4,8.0,0,0,0.2
0,0,0,0.2,0.8,2.8,0,0.2,1.2,0.4,0,0
0,0.4,0,0,5.2,1.0,0,0,0,0,0,8.8
0,0,0,0,0.6,4.4,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0,0,3.0
0,0,0,0,1.2,0,0.6,0.4,0,1.4,0,13.8
0,0,0,0,0,1.8,0,3.2,0,0.6,0,1.2
0,0,0,16.2,0,0,0.4,0,0,0.8,0,0
0,0,0,17.0,6.4,0,6.2,1.4,25.8,0,0,0
0,0,0,17.4,1.6,0,0,4.6,6.2,0,0,2.4
0,0,2.4,9.6,0.2,0,4.2,1.8,0.2,0,0,0
0,0,0,0,0,3.8,1.2,0,0,1.2,0,0
0,0,0,0,0,0.2,0.4,0.4,0,9.0,0,0
0,0,0,0,0,2.4,0,0,0.8,0,0,0
0,4.6,4.6,0,0.2,0.8,2.0,0.2,0,0,33.6,0
2.0,0.6,0,0,0,2.0,0,0,0.8,1.0,0,0
0,0,0,0,0,0,4.4,0,1.4,0,0,0
0,0,0,1.6,0,0,0.2,3.0,1.0,0,0,3.0
0,6.6,0,0,0,0,0.2,0,0.2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0.4,3.8,2.8,0,0,0,0,0.2,0,0,0
0,0.2,0.2,4.2,5.4,0,0,0,0,0,0,0.2
2.2,0,0,0.8,0,2.6,0,0.4,0,0,0,1.2
5.8,0,1.2,0,0,4.4,0,1.4,19.2,0,7.4,0
0,0,0,0,0.2,0,0,0.8,0,0,0,2.4
0,0,4.6,0,0,0,0.8,0,0,20.6,0,0
0,0,7.6,0,0.4,0,0,0.2,0,0.8,0,0
0,,0,0,0,0.6,0,0.2,0,0,0,0
0,,0,11.6,0.2,7.0,0,0,0,0,0,1.2
0,,0,,0,,0,0,,0,,0
