Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,2.4,0,2.0,0,0,0,0,0,0
0,0,0,0,4.4,0,0,0.2,3.8,0,5.4,3.6
0,0,0,0,0.6,12.0,0,0,1.4,0,10.2,0.8
0,0,0,0,0,9.0,0.2,1.0,0,0,1.2,0
0.2,0,0,0,1.0,0,0,0,0.8,1.4,8.4,0
1.2,0.2,1.6,0,0,0,0,0,3.0,0.2,0.2,0
0,23.0,0,0,0,0,0,0,3.4,0,0,0
0,0.2,0,0,4.4,0,2.4,12.4,0.6,,1.0,0
0,0,0,1.0,0.2,0,0,3.2,4.2,2.4,3.0,0
0,3.0,0,1.8,12.0,3.2,0.4,4.4,1.2,2.8,0,0
0,0,0.2,0,16.2,0.2,5.6,5.6,0,0.2,0,0
0,0,0.2,0,0,0.6,2.6,13.0,0,2.2,0,0
0,2.8,0,0,0,4.4,2.8,0,0.2,0,0.2,0
0,0,0.2,0,0,1.4,3.4,0.2,0,0.2,0.4,0
0,0,0,0,0,1.8,1.0,0,1.0,0,0,0
0,0,0,0,0,0,3.8,0,14.0,0,0,0
0,0,0,0,0,0,0,3.6,0,5.8,0,0
0,0,0,0,0,0,0.8,0,0,0.4,0,0
2.6,0,0,0,0,1.6,2.0,4.0,0,1.6,0,0
0,0,0,0,0,1.2,0,0.4,0,1.2,0,0
0,0,0,0,0,6.4,0,0,0,0,0,0
0,0,0,0,0,2.2,0,1.8,5.8,0,0,0
0,0,0,0,0,0.6,0.4,0.2,2.0,0,0,0
0,0,2.4,0,0,0,3.8,0,2.2,0,0,0
0,0,0.2,0,0.8,0.2,0,0.6,0,0,0,0
0,,0,1.2,12.4,0,0,0,0,1.8,1.6,0
0,0,0,0,9.4,0,5.2,0,0,3.2,1.2,0
0,0,0,0,0,0,0,0,0,2.0,0,0
0,,0,0.2,2.2,1.0,0.2,7.2,0.2,0,0,0
0,,0.6,0,12.6,7.4,0.8,0,0,0,10.0,0
15.0,,1.4,,1.0,,0.2,0.2,,0,,2.0
