Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,0,0,0.4,0,0,0,0,0.4,1.8
0.4,0,0,0.4,2.4,0,0,0,0,0,1.4,20.6
0.4,0,0,0,0.8,0,0,0,0,0,1.4,43.8
0,0,0,0,0,0,3.0,6.6,0.4,0,0.4,5.4
0,0,0.2,0,0,0,0,0,0.2,0,0,1.8
0,32.4,0,0,0.2,6.4,0,0,4.8,2.4,0,0
0,0,0,0,1.4,0,0,4.2,0.8,0.2,3.4,0
0,0,0,0,1.8,0,0,2.2,3.2,0,0,25.2
0,0,0,10.6,1.6,1.8,0.8,0,1.2,2.4,0,0
0,0,0,25.4,0,0,0,0,0.2,0.2,0,0
0,0,0,15.4,0,0.2,0.4,0,0,0,0,0
0,2.0,0,0,0,0,0,2.8,0.2,10.0,0,0
1.4,0,0.2,0,0.2,0,0,2.0,2.0,0,0,0
2.6,0.6,0,0,0,0,2.0,0,1.4,0,0,0
0,0,0,0,0,0,0,0.2,0,0,0,0
0,0,1.8,0,0,0,0,0.8,21.4,0,3.6,0
0,0,0,0,0,0,0,1.8,0.2,0,4.2,0
0,0,0,0,0.8,0,0.2,2.8,0,0,0,0
0,0,0,0,0,0,5.0,7.2,0.2,0,24.8,0
22.6,3.6,0,0,0,0,0.6,2.0,0,2.6,0,20.6
0.6,0.2,4.4,9.4,0,0.6,4.2,0.6,0,0,0,0
0,0,9.2,4.6,0,0.2,0,1.6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.6,1.4,0,0,0,1.4,7.0,9.2,0.4,0.2,1.0,0.4
0,0,0,21.6,0,0,0,0.6,1.6,11.4,0.4,0
0,0,0,20.0,0,1.4,2.4,0,0.4,0.2,3.4,0
0,0,0,15.4,0,0,2.0,7.8,0,0,1.4,0
0,0,4.2,0.4,6.8,0,2.8,0.6,0,0.4,0.2,0
0,,0.2,0.2,1.4,0,0,0,0,0,0,0.2
0,,3.4,0,2.2,4.4,0,0.6,1.0,4.4,0,8.4
3.0,,2.8,,5.4,,0,0.2,,6.0,,0.2
