Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
12.0,13.3,16.2,12.1,6.1,5.1,8.2,6.8,3.6,4.1,15.2,14.4
13.9,15.3,9.5,13.1,10.3,4.6,10.0,6.8,7.5,8.7,13.5,10.4
19.2,14.5,14.9,6.1,8.7,6.5,4.9,7.8,10.3,15.5,5.4,11.7
16.2,13.8,13.7,7.2,6.2,3.5,6.7,3.7,8.1,11.9,10.4,9.3
13.0,13.4,12.0,11.6,11.5,6.9,7.6,6.2,9.5,11.9,15.1,15.9
16.6,12.5,12.8,10.3,9.5,9.3,8.2,7.4,4.4,18.0,15.7,14.5
17.7,18.4,15.2,9.2,10.1,11.0,8.2,8.6,8.7,10.0,12.2,17.8
21.2,18.6,14.6,12.9,10.6,11.6,1.7,8.5,8.5,5.1,6.8,19.5
15.2,11.2,,6.1,12.7,10.0,5.7,5.3,9.9,10.5,11.2,14.5
13.4,14.1,,6.6,12.0,6.9,7.8,8.2,10.2,13.3,14.5,11.6
16.5,17.2,10.5,9.5,11.9,4.5,10.6,8.0,5.6,15.5,8.1,14.6
14.9,17.3,11.8,10.9,12.5,3.5,4.8,9.9,12.3,11.2,12.9,11.7
18.2,15.3,13.8,4.8,5.7,2.1,6.4,8.2,14.3,5.5,13.5,8.2
18.2,18.9,8.8,9.6,8.2,3.0,8.1,9.7,16.7,9.5,9.6,11.2
14.8,17.8,13.1,14.1,10.1,4.5,4.9,9.7,10.4,13.8,10.9,13.0
12.5,18.5,8.5,14.6,10.2,7.6,6.3,3.8,8.8,15.6,8.8,14.8
15.0,16.6,13.3,8.2,5.1,10.7,5.5,8.2,8.6,9.2,15.6,15.3
15.6,16.4,17.0,11.6,4.7,10.6,5.4,6.4,10.1,10.4,13.6,18.2
10.8,17.7,14.7,8.7,12.2,6.9,-0.4,5.9,5.1,5.7,15.6,18.0
10.9,15.2,14.6,4.4,13.0,1.9,-1.0,5.0,6.3,9.8,13.7,28.5
19.1,17.5,7.5,3.9,10.7,2.6,3.1,10.8,11.2,16.9,12.1,15.2
18.3,20.3,9.5,7.4,7.2,1.0,11.5,11.2,7.5,12.2,13.1,9.4
18.8,19.1,14.7,11.9,9.9,10.5,3.8,5.7,7.5,11.5,12.5,13.1
15.1,14.8,12.0,13.9,4.3,11.6,7.0,5.6,2.9,6.7,12.6,13.9
14.5,13.7,11.8,12.2,6.4,9.8,9.1,8.5,3.7,6.8,12.3,22.2
11.8,13.9,9.2,11.4,3.4,10.3,8.0,7.8,6.4,14.0,11.1,12.9
9.7,12.9,11.3,11.4,8.9,7.8,6.4,9.7,7.5,8.6,8.0,11.2
10.2,16.3,12.8,8.4,11.1,8.4,7.8,8.2,5.8,6.5,12.8,11.2
9.3,,7.1,6.7,9.0,5.6,7.9,4.7,8.5,9.1,12.0,11.3
12.0,,8.7,5.3,10.6,2.7,7.5,9.0,8.9,9.5,8.8,12.1
12.9,,9.1,,12.0,,2.8,8.5,,13.2,,18.9
