Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0.2,0,0.2,0,0,0.2,0,0,0,0,1.6
1.6,0,0,0,1.2,0,0,0.2,0,0.2,1.4,33.6
0.2,0,0.8,0,0.2,0,0,0,0,0.2,1.0,33.8
0,0,0,0,0,0,2.0,6.6,4.8,0,0,24.8
0,0,0,0,0.2,0,0,0.2,0.4,0,0,2.2
0,27.0,0,0,0,9.4,0,0,5.4,0.6,0,0
0,0.2,0,0,0.2,1.8,0,0.8,3.0,0,1.6,0
0,0,0,0,0.2,0,0,2.2,1.6,0,0,30.2
0,0,0,9.0,2.4,4.8,0.2,0,0.2,2.0,0,0
0,0,0,34.0,0,0,0,0,0,0,0,0
0,0,0,2.2,0,0,0.2,0,0,0,0,0
0,0.6,0.4,0,0,0,0,1.2,0.4,8.0,0,0
2.4,0,0,0.2,0,0,0,0.2,2.6,0,0,0
3.0,1.0,0,0,0.2,0.2,0.4,0,0.4,0,0,0
0,0,0,0,0,0,0.2,0.2,0.2,0,0,0
0,0,3.4,0,0,0,0,0.2,9.0,0,3.6,0
0,0,0,0,1.0,0,0,1.4,0,0,3.0,0
0,0,0,0,0.4,0,0.4,2.2,0,0,3.8,0
0,0,0,0,0,0,2.4,7.8,0.2,0,2.0,0
19.4,3.2,0.8,0,0.8,0,2.0,1.4,0,2.0,0,15.2
0.2,0.2,7.2,9.4,0,0.2,3.4,0.6,0,0,0,0.8
0,0,4.4,6.0,0,0.2,0,0.6,0,1.6,0,0
0,0,0,2.4,0.2,0,0,0,0,0.2,0,0
0.4,0.4,0,2.6,0,3.8,1.6,6.8,0,0.2,0.4,0.8
0,0.2,0,20.0,0,0,0,1.0,3.2,9.2,7.0,0
0,0,3.8,11.6,0,0,0,0,2.0,0.6,4.0,0
0,0,0,11.0,0,0,3.8,5.8,0,0.2,2.6,0
0,0,2.2,0,6.2,0,2.6,2.4,0,0,0,0
0,,0,0,0.4,0,0,0.2,0.2,0,0,1.6
0,,4.2,0,1.8,1.2,0,0,0,5.0,0,5.6
0.2,,7.4,,0.2,,0,1.2,,3.8,,0.2
