Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0.2,0.8,0,0,0,0.4,1.6,2.2,0,0,0
0,0,0.4,0,0,0.2,0,0,3.0,0,0,10.4
0,0,0,0,0,0,0,0,0,0,0.2,0
0.2,0,0,0,6.2,0,0,1.6,0,0,0,0
0,0,0,0,2.6,1.6,0.4,0,0,0,2.8,0
0,0,0,0,0,0.4,0,0,0,0,4.4,0
0,0,0,0,0,0.2,1.2,0,3.4,0,35.8,0
0,0,0,0,0.2,0.6,0.8,1.0,0.2,0,3.0,0
0,0,0,0,0,3.0,1.2,2.2,0,,0,1.2
0,0,0,0,8.0,0,0,0,0,,0,0
0,0,0,0,18.6,0.2,0,10.4,0,0,0.2,0
1.0,0,0,0,8.4,0.4,0,4.6,0,0,0,0
7.0,0,2.2,0,4.0,0,0.2,0,0,0,0,16.2
15.0,0,0,0,0,5.6,0,0.2,0,0,6.2,16.6
0,0,0,12.2,0,4.6,0,0,0.2,0,0.2,41.2
0,0,0,3.0,2.0,2.2,0,0.2,2.0,0.2,0,3.8
0,0,0,0.6,0,15.6,0,0,0,5.2,0,2.0
0,0,0,0,0.2,7.2,1.2,2.2,0,2.0,0,0
0,0.8,0,0,2.6,0.4,0,9.2,3.0,0,0,0
0,0,0.2,0,0,0.2,4.4,2.0,0.8,5.0,0,0
0,0,0,0,2.4,0,0.2,1.2,0,5.6,24.2,1.0
0,0,0,0,0,0,0,1.0,0,0,6.2,9.8
0,0.2,0,0,4.6,0,0.2,0,0.2,0,6.0,0
0,0.4,0,0,0,0,0.6,0,0,0,7.0,0
0,0,13.0,0.6,0,0,6.2,0,0,0,0.8,0
0,0,5.2,0,0,0,0,0,0,0,0,0
3.4,0,1.2,0,0,0.2,0,3.6,0,0,0.2,0
0,0,0,0,0,0,0,0.2,0,0,0,0
0,,0,0,0.8,0.2,2.0,0,1.2,0,0.6,1.2
38.8,,0,0,0,0.4,0.4,0,0.2,0,0,0.6
0,,0,,5.0,,0,1.6,,0,,0.8
