Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,0.6,0,0,0,0,0,0.8,0.4,6.0
0.8,0,0,0,↓,0,0,0,0.4,0,0,25.2
0,0,0,0,6.02 days,0,0,0,0,0,0,34.8
0,0,0,0,0,0,7.4,10.2,0.6,0,1.2,2.0
0,0,0.8,0,0,0,0,1.8,0,0,0.2,0.6
0,43.0,0,0,0,2.6,0.4,0.6,10.6,8.2,0,0
0,0,0,0,10.4,0,2.0,10.0,2.4,0,0.8,0
0,0,0,0,1.6,0,0,5.8,4.4,0,0,30.0
0,0,0,26.2,0,17.6,2.2,1.2,4.2,3.4,0,0
0,0,0,12.6,0,0.4,0,0,0.6,0,0,0
0,0,0,0,0,0,4.0,0,0.6,0,0,0
0,2.2,0.8,0,0,0,0,3.2,1.4,13.0,0,0
0,1.2,0,0,0,0,0,2.8,3.4,0,0,0
,2.4,0,0,0,0,0.4,0,0,0,0,0
0,0,0,0,0,0,0.2,2.6,1.6,0,0,0
0,0,3.2,0,0,0,0,1.6,12.6,0,5.8,0
0,0,0,0.8,0,0,0,1.4,0,0,7.0,0
0,0,0,0,0,0,0,4.6,0,0,6.2,0
0,4.0,0,0,0,0,4.0,4.2,0,0.2,0.2,0
24.0,33.0,0,0,1.4,0.8,2.2,3.8,0,4.2,0,17.0
1.8,6.4,2.0,9.2,0,3.6,3.0,0.4,0,0,0,0
0,0,32.2,↓,0,0,0,0,0,2.2,0,0
0,0,0.4,11.42 days,0,0,0,0,0,1.2,0,0.4
0,0,0,2.6,0,2.4,2.2,10.6,0.8,0,0,0.4
0,0,0,29.4,0,0,0,0,3.8,12.6,2.6,0
0,0,0,24.0,3.2,1.2,2.2,0,0,0.2,6.0,0
0,0,0,1.4,0,1.4,↓,8.8,0,0,0.4,0
0,0,7.2,1.6,11.4,0,4.22 days,1.2,0,0.8,0,0
0,,0,0,1.2,0,0,0,0,0,0,0
0,,↓,0,1.2,5.0,0,2.2,1.0,↓,0,14.6
1.4,,13.42 days,,6.0,,0,0.6,,8.02 days,,0.8
