Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,0,0,11.4,0,↓,5.2,0.2,3.2,↓,0
0,0,0,0,2.8,0,9.82 days,9.6,1.0,3.6,6.02 days,0
0,0,0,0.6,0,0,0.4,0.2,0,18.8,0,0
0,3.4,0,0,12.2,10.2,0,0.6,0.4,5.6,0.2,0
0,0,0,0,0,3.8,↓,0,0,6.4,0,↓
1.0,0,0,↓,0,2.4,25.02 days,0,0,0.6,2.6,↓
0,0,0.4,24.22 days,0,0,4.2,0,0,0,0,↓
0,0,1.0,0,6.2,↓,2.2,0,0,0,0,↓
0,0,0,0,2.2,6.02 days,0,0,0,0,0,16.05 days
0,0,1.8,0,15.0,3.2,0,0,9.2,↓,0,0.8
0,0,6.8,0.8,4.8,7.2,5.4,↓,0.8,↓,0,0
0.6,0,0,4.8,2.2,4.8,0.2,↓,3.6,↓,1.2,0
0,0,0,6.2,2.6,0,4.2,11.63 days,8.0,4.64 days,3.8,0
2.6,1.6,0.4,0,0,0,0.8,0.6,20.2,0,9.8,0
1.8,0,0,0,0,0,0,0,3.6,0,0,0
0,1.4,0,0,0,0,0,0,5.0,0,0.8,0.8
0,4.0,0,0.4,1.4,↓,0,0.8,0,19.4,,0
0,2.2,↓,0,0,13.62 days,0,0,2.8,7.6,0,0
0,0,↓,0,0,0.8,0.2,0,2.2,2.4,0,0
2.6,0,20.43 days,0,8.0,4.6,2.0,11.6,0,0,0,0
↓,0,0,0,0,4.4,↓,1.6,1.2,0,0,0
↓,0,0,20.0,0,1.0,11.22 days,↓,0,22.8,10.0,0
8.23 days,0,0,0,↓,↓,12.9,13.22 days,0,7.4,6.8,0
0,0.8,0,0,5.62 days,19.02 days,1.9,0,0,0,3.4,0.6
0.2,0,0,0,0,6.2,1.2,↓,5.4,0,↓,0
0,0,0,0,8.6,0.4,5.4,8.42 days,0,0,2.22 days,0
0,0,1.4,0,9.8,0,2.0,0,14.4,2.6,0,1.4
↓,0,0,0,0.8,0,0.6,0,↓,0,0,2.4
43.82 days,0,0,1.8,1.8,0.8,0,0,5.62 days,0,0,0
1.8,,0,10.2,0,0,3.4,0,2.4,0.2,0,43.2
8.4,,0,,0,,2.6,3.8,,2.0,,0
