Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
16.6,12.1,16.2,13.0,7.2,4.1,3.5,9.9,10.5,4.7,12.8,10.3
16.4,13.4,14.5,14.9,10.2,3.5,2.4,4.9,5.0,11.4,16.3,12.2
14.6,15.8,13.9,13.4,14.5,4.3,4.1,7.8,5.0,14.7,12.6,13.3
14.1,14.7,15.8,13.3,11.5,4.5,10.4,8.0,3.4,10.9,9.2,13.4
14.7,17.0,14.9,13.3,12.1,7.5,12.7,10.6,8.1,9.1,14.5,13.4
18.8,17.7,12.5,13.8,9.9,5.6,12.5,9.4,13.8,8.3,16.3,14.5
18.7,18.7,14.4,9.8,12.0,7.7,9.6,7.3,8.7,10.3,11.1,25.1
17.3,20.6,14.9,11.8,13.4,12.4,9.3,9.6,4.2,13.5,7.7,22.7
15.7,20.4,14.6,15.9,8.0,11.3,10.1,5.6,8.6,16.1,8.0,16.0
13.6,18.7,14.3,14.8,9.0,4.1,9.3,9.4,13.4,10.1,9.0,15.8
15.5,15.5,17.0,18.1,7.4,5.3,6.6,8.1,9.1,6.4,9.3,13.0
20.4,16.3,16.7,15.9,11.0,7.9,4.3,5.4,11.7,8.7,10.9,16.0
16.0,13.6,14.6,11.9,13.0,9.5,5.8,7.9,7.1,10.5,16.9,16.9
12.7,17.5,12.8,13.5,6.8,8.6,4.4,9.4,10.9,12.4,14.8,16.4
14.6,13.5,15.3,9.7,8.9,9.6,6.0,11.5,10.2,19.5,13.7,17.2
12.9,15.7,12.5,13.1,9.4,6.9,7.9,8.7,5.5,20.0,8.3,15.8
12.4,12.4,15.4,13.2,11.7,8.0,9.1,7.7,6.7,16.1,9.6,15.6
16.6,13.6,22.6,6.2,12.3,9.5,6.2,8.9,11.0,14.7,9.8,16.7
22.5,17.6,13.2,11.0,10.6,3.0,8.7,6.7,8.5,12.8,15.4,16.8
20.3,14.1,15.4,8.9,11.8,4.3,7.2,5.5,3.8,11.7,22.5,16.9
21.0,16.0,11.2,11.9,12.6,4.0,6.7,8.6,8.3,7.6,12.3,15.4
20.5,20.3,12.3,11.2,13.0,4.3,8.0,8.7,6.8,8.9,9.7,14.1
18.0,21.2,15.2,11.9,11.8,6.0,8.4,5.6,10.4,13.0,11.0,11.5
14.8,22.7,20.2,13.7,12.9,9.0,8.6,4.8,4.6,9.2,11.1,14.3
17.1,16.2,17.8,15.7,9.4,8.4,8.3,3.9,8.6,6.4,12.7,15.8
19.4,14.3,10.7,11.9,5.2,8.4,7.7,4.9,6.4,9.6,11.9,13.3
21.2,14.9,9.6,11.6,7.3,4.8,9.2,6.8,9.2,11.3,14.4,16.2
22.7,20.0,11.3,7.7,12.9,5.3,8.4,1.9,10.7,9.3,14.4,21.9
27.8,,16.5,10.5,13.7,6.1,10.8,0.8,5.5,9.1,13.9,21.0
15.6,,12.2,8.8,7.7,9.4,8.2,4.8,6.8,8.3,14.7,18.2
14.6,,13.2,,9.6,,8.3,8.9,,13.0,,17.3
