,Date,Measure,Distributor,MeasurementType
11552,2017-08-18,9.3,CitiPower,Solar Exposure
11553,2017-08-19,12.0,CitiPower,Solar Exposure
11554,2017-08-20,13.8,CitiPower,Solar Exposure
11555,2017-08-21,7.8,CitiPower,Solar Exposure
11556,2017-08-22,10.8,CitiPower,Solar Exposure
11557,2017-08-23,9.5,CitiPower,Solar Exposure
11558,2017-08-24,12.5,CitiPower,Solar Exposure
11559,2017-08-25,12.7,CitiPower,Solar Exposure
11560,2017-08-26,8.2,CitiPower,Solar Exposure
11561,2017-08-27,10.7,CitiPower,Solar Exposure
11562,2017-08-28,13.9,CitiPower,Solar Exposure
11563,2017-08-29,7.4,CitiPower,Solar Exposure
11564,2017-08-30,12.3,CitiPower,Solar Exposure
11565,2017-08-31,15.9,CitiPower,Solar Exposure
11566,2017-09-01,13.8,CitiPower,Solar Exposure
11567,2017-09-02,7.4,CitiPower,Solar Exposure
11568,2017-09-03,8.6,CitiPower,Solar Exposure
11569,2017-09-04,13.1,CitiPower,Solar Exposure
11570,2017-09-05,9.4,CitiPower,Solar Exposure
11571,2017-09-06,10.7,CitiPower,Solar Exposure
11572,2017-09-07,10.5,CitiPower,Solar Exposure
11573,2017-09-08,12.0,CitiPower,Solar Exposure
11574,2017-09-09,15.6,CitiPower,Solar Exposure
11575,2017-09-10,12.3,CitiPower,Solar Exposure
11576,2017-09-11,7.2,CitiPower,Solar Exposure
11577,2017-09-12,3.2,CitiPower,Solar Exposure
11578,2017-09-13,7.4,CitiPower,Solar Exposure
11579,2017-09-14,11.4,CitiPower,Solar Exposure
11580,2017-09-15,7.6,CitiPower,Solar Exposure
11581,2017-09-16,16.6,CitiPower,Solar Exposure
11582,2017-09-17,19.1,CitiPower,Solar Exposure
11583,2017-09-18,15.2,CitiPower,Solar Exposure
11584,2017-09-19,14.5,CitiPower,Solar Exposure
11585,2017-09-20,17.3,CitiPower,Solar Exposure
11586,2017-09-21,13.5,CitiPower,Solar Exposure
11587,2017-09-22,17.9,CitiPower,Solar Exposure
11588,2017-09-23,17.6,CitiPower,Solar Exposure
11589,2017-09-24,13.3,CitiPower,Solar Exposure
11590,2017-09-25,7.8,CitiPower,Solar Exposure
11591,2017-09-26,20.0,CitiPower,Solar Exposure
11592,2017-09-27,10.5,CitiPower,Solar Exposure
11593,2017-09-28,15.6,CitiPower,Solar Exposure
11594,2017-09-29,14.8,CitiPower,Solar Exposure
11595,2017-09-30,13.8,CitiPower,Solar Exposure
11596,2017-10-01,11.3,CitiPower,Solar Exposure
11597,2017-10-02,16.1,CitiPower,Solar Exposure
11598,2017-10-03,21.8,CitiPower,Solar Exposure
11599,2017-10-04,21.3,CitiPower,Solar Exposure
11600,2017-10-05,10.4,CitiPower,Solar Exposure
11601,2017-10-06,16.8,CitiPower,Solar Exposure
11602,2017-10-07,17.7,CitiPower,Solar Exposure
11603,2017-10-08,18.7,CitiPower,Solar Exposure
11604,2017-10-09,17.8,CitiPower,Solar Exposure
11605,2017-10-10,23.6,CitiPower,Solar Exposure
11606,2017-10-11,6.0,CitiPower,Solar Exposure
11607,2017-10-12,16.8,CitiPower,Solar Exposure
11608,2017-10-13,12.2,CitiPower,Solar Exposure
11609,2017-10-14,23.3,CitiPower,Solar Exposure
11610,2017-10-15,24.5,CitiPower,Solar Exposure
11611,2017-10-16,24.0,CitiPower,Solar Exposure
11612,2017-10-17,24.9,CitiPower,Solar Exposure
11613,2017-10-18,25.1,CitiPower,Solar Exposure
11614,2017-10-19,9.0,CitiPower,Solar Exposure
11615,2017-10-20,22.5,CitiPower,Solar Exposure
11616,2017-10-21,13.3,CitiPower,Solar Exposure
11617,2017-10-22,11.9,CitiPower,Solar Exposure
11618,2017-10-23,22.5,CitiPower,Solar Exposure
11619,2017-10-24,17.5,CitiPower,Solar Exposure
11620,2017-10-25,12.9,CitiPower,Solar Exposure
11621,2017-10-26,13.6,CitiPower,Solar Exposure
11622,2017-10-27,26.2,CitiPower,Solar Exposure
11623,2017-10-28,18.0,CitiPower,Solar Exposure
11624,2017-10-29,27.2,CitiPower,Solar Exposure
11625,2017-10-30,16.9,CitiPower,Solar Exposure
11626,2017-10-31,22.7,CitiPower,Solar Exposure
11627,2017-11-01,10.2,CitiPower,Solar Exposure
11628,2017-11-02,15.3,CitiPower,Solar Exposure
11629,2017-11-03,20.8,CitiPower,Solar Exposure
11630,2017-11-04,26.4,CitiPower,Solar Exposure
11631,2017-11-05,24.2,CitiPower,Solar Exposure
11632,2017-11-06,20.8,CitiPower,Solar Exposure
11633,2017-11-07,20.4,CitiPower,Solar Exposure
11634,2017-11-08,25.4,CitiPower,Solar Exposure
11635,2017-11-09,28.6,CitiPower,Solar Exposure
11636,2017-11-10,24.2,CitiPower,Solar Exposure
11637,2017-11-11,28.7,CitiPower,Solar Exposure
11638,2017-11-12,25.7,CitiPower,Solar Exposure
11639,2017-11-13,29.4,CitiPower,Solar Exposure
11640,2017-11-14,29.5,CitiPower,Solar Exposure
11641,2017-11-15,17.8,CitiPower,Solar Exposure
11642,2017-11-16,6.0,CitiPower,Solar Exposure
11643,2017-11-17,22.0,CitiPower,Solar Exposure
11644,2017-11-18,21.1,CitiPower,Solar Exposure
11645,2017-11-19,25.2,CitiPower,Solar Exposure
11646,2017-11-20,29.1,CitiPower,Solar Exposure
11647,2017-11-21,30.2,CitiPower,Solar Exposure
11648,2017-11-22,30.6,CitiPower,Solar Exposure
11649,2017-11-23,23.1,CitiPower,Solar Exposure
11650,2017-11-24,14.6,CitiPower,Solar Exposure
11651,2017-11-25,18.6,CitiPower,Solar Exposure
11652,2017-11-26,,CitiPower,Solar Exposure
11653,2017-11-27,20.2,CitiPower,Solar Exposure
11654,2017-11-28,31.1,CitiPower,Solar Exposure
11655,2017-11-29,28.3,CitiPower,Solar Exposure
11656,2017-11-30,25.4,CitiPower,Solar Exposure
11657,2017-12-01,1.7,CitiPower,Solar Exposure
11658,2017-12-02,1.4,CitiPower,Solar Exposure
11659,2017-12-03,17.6,CitiPower,Solar Exposure
11660,2017-12-04,8.9,CitiPower,Solar Exposure
11661,2017-12-05,23.3,CitiPower,Solar Exposure
11662,2017-12-06,25.7,CitiPower,Solar Exposure
11663,2017-12-07,19.3,CitiPower,Solar Exposure
11664,2017-12-08,23.5,CitiPower,Solar Exposure
11665,2017-12-09,20.1,CitiPower,Solar Exposure
11666,2017-12-10,30.6,CitiPower,Solar Exposure
11667,2017-12-11,28.3,CitiPower,Solar Exposure
11668,2017-12-12,31.7,CitiPower,Solar Exposure
11669,2017-12-13,32.0,CitiPower,Solar Exposure
11670,2017-12-14,19.8,CitiPower,Solar Exposure
11671,2017-12-15,32.2,CitiPower,Solar Exposure
11672,2017-12-16,31.1,CitiPower,Solar Exposure
11673,2017-12-17,30.5,CitiPower,Solar Exposure
11674,2017-12-18,22.0,CitiPower,Solar Exposure
11675,2017-12-19,14.5,CitiPower,Solar Exposure
11676,2017-12-20,16.3,CitiPower,Solar Exposure
11677,2017-12-21,32.0,CitiPower,Solar Exposure
11678,2017-12-22,25.9,CitiPower,Solar Exposure
11679,2017-12-23,21.1,CitiPower,Solar Exposure
11680,2017-12-24,25.3,CitiPower,Solar Exposure
11681,2017-12-25,29.4,CitiPower,Solar Exposure
11682,2017-12-26,31.4,CitiPower,Solar Exposure
11683,2017-12-27,30.7,CitiPower,Solar Exposure
11684,2017-12-28,12.8,CitiPower,Solar Exposure
11685,2017-12-29,8.9,CitiPower,Solar Exposure
11686,2017-12-30,16.6,CitiPower,Solar Exposure
11687,2017-12-31,31.9,CitiPower,Solar Exposure
11688,2018-01-01,25.3,CitiPower,MaxTemp
11689,2018-01-02,21.8,CitiPower,MaxTemp
11690,2018-01-03,21.0,CitiPower,MaxTemp
11691,2018-01-04,23.6,CitiPower,MaxTemp
11692,2018-01-05,30.7,CitiPower,MaxTemp
11693,2018-01-06,41.7,CitiPower,MaxTemp
11694,2018-01-07,21.8,CitiPower,MaxTemp
11695,2018-01-08,21.9,CitiPower,MaxTemp
11696,2018-01-09,22.5,CitiPower,MaxTemp
11697,2018-01-10,25.6,CitiPower,MaxTemp
11698,2018-01-11,34.5,CitiPower,MaxTemp
11699,2018-01-12,30.0,CitiPower,MaxTemp
11700,2018-01-13,20.9,CitiPower,MaxTemp
11701,2018-01-14,19.5,CitiPower,MaxTemp
11702,2018-01-15,20.9,CitiPower,MaxTemp
11703,2018-01-16,26.9,CitiPower,MaxTemp
11704,2018-01-17,30.3,CitiPower,MaxTemp
11705,2018-01-18,40.0,CitiPower,MaxTemp
11706,2018-01-19,40.3,CitiPower,MaxTemp
11707,2018-01-20,24.6,CitiPower,MaxTemp
11708,2018-01-21,28.2,CitiPower,MaxTemp
11709,2018-01-22,23.9,CitiPower,MaxTemp
11710,2018-01-23,23.6,CitiPower,MaxTemp
11711,2018-01-24,23.3,CitiPower,MaxTemp
11712,2018-01-25,26.6,CitiPower,MaxTemp
11713,2018-01-26,28.4,CitiPower,MaxTemp
11714,2018-01-27,33.2,CitiPower,MaxTemp
11715,2018-01-28,38.1,CitiPower,MaxTemp
11716,2018-01-29,33.5,CitiPower,MaxTemp
11717,2018-01-30,21.0,CitiPower,MaxTemp
11718,2018-01-31,19.1,CitiPower,MaxTemp
11719,2018-02-01,22.5,CitiPower,MaxTemp
11720,2018-02-02,22.1,CitiPower,MaxTemp
11721,2018-02-03,28.1,CitiPower,MaxTemp
11722,2018-02-04,25.7,CitiPower,MaxTemp
11723,2018-02-05,25.7,CitiPower,MaxTemp
11724,2018-02-06,29.9,CitiPower,MaxTemp
11725,2018-02-07,37.4,CitiPower,MaxTemp
11726,2018-02-08,27.5,CitiPower,MaxTemp
11727,2018-02-09,24.9,CitiPower,MaxTemp
11728,2018-02-10,30.3,CitiPower,MaxTemp
11729,2018-02-11,21.2,CitiPower,MaxTemp
11730,2018-02-12,23.6,CitiPower,MaxTemp
11731,2018-02-13,29.0,CitiPower,MaxTemp
11732,2018-02-14,23.3,CitiPower,MaxTemp
11733,2018-02-15,24.2,CitiPower,MaxTemp
11734,2018-02-16,22.2,CitiPower,MaxTemp
11735,2018-02-17,25.3,CitiPower,MaxTemp
11736,2018-02-18,24.0,CitiPower,MaxTemp
11737,2018-02-19,25.4,CitiPower,MaxTemp
11738,2018-02-20,29.5,CitiPower,MaxTemp
11739,2018-02-21,29.3,CitiPower,MaxTemp
11740,2018-02-22,31.0,CitiPower,MaxTemp
11741,2018-02-23,33.5,CitiPower,MaxTemp
11742,2018-02-24,31.6,CitiPower,MaxTemp
11743,2018-02-25,19.8,CitiPower,MaxTemp
11744,2018-02-26,26.5,CitiPower,MaxTemp
11745,2018-02-27,31.3,CitiPower,MaxTemp
11746,2018-02-28,30.9,CitiPower,MaxTemp
11747,2018-03-01,20.5,CitiPower,MaxTemp
11748,2018-03-02,22.8,CitiPower,MaxTemp
11749,2018-03-03,32.7,CitiPower,MaxTemp
11750,2018-03-04,21.0,CitiPower,MaxTemp
11751,2018-03-05,21.1,CitiPower,MaxTemp
11752,2018-03-06,27.6,CitiPower,MaxTemp
11753,2018-03-07,28.5,CitiPower,MaxTemp
11754,2018-03-08,30.5,CitiPower,MaxTemp
11755,2018-03-09,28.8,CitiPower,MaxTemp
11756,2018-03-10,35.1,CitiPower,MaxTemp
11757,2018-03-11,22.8,CitiPower,MaxTemp
11758,2018-03-12,20.9,CitiPower,MaxTemp
11759,2018-03-13,20.5,CitiPower,MaxTemp
11760,2018-03-14,21.3,CitiPower,MaxTemp
11761,2018-03-15,20.8,CitiPower,MaxTemp
11762,2018-03-16,24.4,CitiPower,MaxTemp
11763,2018-03-17,32.0,CitiPower,MaxTemp
11764,2018-03-18,23.1,CitiPower,MaxTemp
11765,2018-03-19,28.0,CitiPower,MaxTemp
11766,2018-03-20,19.2,CitiPower,MaxTemp
11767,2018-03-21,25.1,CitiPower,MaxTemp
11768,2018-03-22,28.1,CitiPower,MaxTemp
11769,2018-03-23,29.4,CitiPower,MaxTemp
11770,2018-03-24,24.2,CitiPower,MaxTemp
11771,2018-03-25,25.4,CitiPower,MaxTemp
11772,2018-03-26,18.5,CitiPower,MaxTemp
11773,2018-03-27,22.6,CitiPower,MaxTemp
11774,2018-03-28,30.3,CitiPower,MaxTemp
11775,2018-03-29,21.8,CitiPower,MaxTemp
11776,2018-03-30,23.3,CitiPower,MaxTemp
11777,2018-03-31,22.4,CitiPower,MaxTemp
11778,2018-04-01,27.7,CitiPower,MaxTemp
11779,2018-04-02,20.9,CitiPower,MaxTemp
11780,2018-04-03,19.8,CitiPower,MaxTemp
11781,2018-04-04,20.6,CitiPower,MaxTemp
11782,2018-04-05,18.7,CitiPower,MaxTemp
11783,2018-04-06,21.2,CitiPower,MaxTemp
11784,2018-04-07,21.6,CitiPower,MaxTemp
11785,2018-04-08,29.9,CitiPower,MaxTemp
11786,2018-04-09,25.7,CitiPower,MaxTemp
11787,2018-04-10,28.8,CitiPower,MaxTemp
11788,2018-04-11,27.3,CitiPower,MaxTemp
11789,2018-04-12,26.5,CitiPower,MaxTemp
11790,2018-04-13,25.9,CitiPower,MaxTemp
11791,2018-04-14,16.1,CitiPower,MaxTemp
11792,2018-04-15,19.1,CitiPower,MaxTemp
11793,2018-04-16,21.0,CitiPower,MaxTemp
11794,2018-04-17,16.6,CitiPower,MaxTemp
11795,2018-04-18,19.4,CitiPower,MaxTemp
11796,2018-04-19,22.3,CitiPower,MaxTemp
11797,2018-04-20,20.2,CitiPower,MaxTemp
11798,2018-04-21,22.8,CitiPower,MaxTemp
11799,2018-04-22,20.4,CitiPower,MaxTemp
11800,2018-04-23,26.9,CitiPower,MaxTemp
11801,2018-04-24,24.6,CitiPower,MaxTemp
11802,2018-04-25,20.1,CitiPower,MaxTemp
11803,2018-04-26,17.5,CitiPower,MaxTemp
11804,2018-04-27,17.8,CitiPower,MaxTemp
11805,2018-04-28,18.3,CitiPower,MaxTemp
11806,2018-04-29,18.0,CitiPower,MaxTemp
11807,2018-04-30,19.6,CitiPower,MaxTemp
11808,2018-05-01,23.4,CitiPower,MaxTemp
11809,2018-05-02,23.2,CitiPower,MaxTemp
11810,2018-05-03,24.4,CitiPower,MaxTemp
11811,2018-05-04,17.2,CitiPower,MaxTemp
11812,2018-05-05,21.6,CitiPower,MaxTemp
11813,2018-05-06,21.7,CitiPower,MaxTemp
11814,2018-05-07,19.5,CitiPower,MaxTemp
11815,2018-05-08,17.9,CitiPower,MaxTemp
11816,2018-05-09,18.4,CitiPower,MaxTemp
11817,2018-05-10,12.8,CitiPower,MaxTemp
11818,2018-05-11,15.1,CitiPower,MaxTemp
11819,2018-05-12,16.9,CitiPower,MaxTemp
11820,2018-05-13,16.2,CitiPower,MaxTemp
11821,2018-05-14,15.9,CitiPower,MaxTemp
11822,2018-05-15,14.6,CitiPower,MaxTemp
11823,2018-05-16,14.3,CitiPower,MaxTemp
11824,2018-05-17,15.0,CitiPower,MaxTemp
11825,2018-05-18,17.7,CitiPower,MaxTemp
11826,2018-05-19,15.5,CitiPower,MaxTemp
11827,2018-05-20,16.2,CitiPower,MaxTemp
11828,2018-05-21,16.7,CitiPower,MaxTemp
11829,2018-05-22,17.0,CitiPower,MaxTemp
11830,2018-05-23,15.3,CitiPower,MaxTemp
11831,2018-05-24,16.1,CitiPower,MaxTemp
11832,2018-05-25,14.9,CitiPower,MaxTemp
11833,2018-05-26,20.5,CitiPower,MaxTemp
11834,2018-05-27,20.7,CitiPower,MaxTemp
11835,2018-05-28,20.5,CitiPower,MaxTemp
11836,2018-05-29,17.9,CitiPower,MaxTemp
11837,2018-05-30,15.1,CitiPower,MaxTemp
11838,2018-05-31,14.8,CitiPower,MaxTemp
11839,2018-06-01,13.3,CitiPower,MaxTemp
11840,2018-06-02,13.6,CitiPower,MaxTemp
11841,2018-06-03,13.8,CitiPower,MaxTemp
11842,2018-06-04,14.4,CitiPower,MaxTemp
11843,2018-06-05,15.0,CitiPower,MaxTemp
11844,2018-06-06,19.1,CitiPower,MaxTemp
11845,2018-06-07,17.8,CitiPower,MaxTemp
11846,2018-06-08,13.6,CitiPower,MaxTemp
11847,2018-06-09,15.6,CitiPower,MaxTemp
11848,2018-06-10,15.3,CitiPower,MaxTemp
11849,2018-06-11,17.6,CitiPower,MaxTemp
11850,2018-06-12,16.6,CitiPower,MaxTemp
11851,2018-06-13,14.1,CitiPower,MaxTemp
11852,2018-06-14,14.5,CitiPower,MaxTemp
11853,2018-06-15,14.0,CitiPower,MaxTemp
11854,2018-06-16,13.1,CitiPower,MaxTemp
11855,2018-06-17,13.1,CitiPower,MaxTemp
11856,2018-06-18,12.0,CitiPower,MaxTemp
11857,2018-06-19,14.5,CitiPower,MaxTemp
11858,2018-06-20,15.3,CitiPower,MaxTemp
11859,2018-06-21,15.1,CitiPower,MaxTemp
11860,2018-06-22,15.0,CitiPower,MaxTemp
11861,2018-06-23,12.8,CitiPower,MaxTemp
11862,2018-06-24,13.1,CitiPower,MaxTemp
11863,2018-06-25,12.6,CitiPower,MaxTemp
11864,2018-06-26,14.1,CitiPower,MaxTemp
11865,2018-06-27,11.2,CitiPower,MaxTemp
11866,2018-06-28,10.6,CitiPower,MaxTemp
11867,2018-06-29,12.5,CitiPower,MaxTemp
11868,2018-06-30,14.2,CitiPower,MaxTemp
11869,2018-07-01,14.7,CitiPower,MaxTemp
11870,2018-07-02,14.6,CitiPower,MaxTemp
11871,2018-07-03,14.3,CitiPower,MaxTemp
11872,2018-07-04,17.1,CitiPower,MaxTemp
11873,2018-07-05,18.7,CitiPower,MaxTemp
11874,2018-07-06,15.2,CitiPower,MaxTemp
11875,2018-07-07,12.9,CitiPower,MaxTemp
11876,2018-07-08,13.9,CitiPower,MaxTemp
11877,2018-07-09,13.8,CitiPower,MaxTemp
11878,2018-07-10,11.5,CitiPower,MaxTemp
11879,2018-07-11,11.6,CitiPower,MaxTemp
11880,2018-07-12,11.3,CitiPower,MaxTemp
11881,2018-07-13,13.9,CitiPower,MaxTemp
11882,2018-07-14,15.5,CitiPower,MaxTemp
11883,2018-07-15,13.8,CitiPower,MaxTemp
11884,2018-07-16,12.6,CitiPower,MaxTemp
11885,2018-07-17,17.5,CitiPower,MaxTemp
11886,2018-07-18,15.2,CitiPower,MaxTemp
11887,2018-07-19,17.6,CitiPower,MaxTemp
11888,2018-07-20,12.1,CitiPower,MaxTemp
11889,2018-07-21,14.0,CitiPower,MaxTemp
11890,2018-07-22,14.8,CitiPower,MaxTemp
11891,2018-07-23,15.4,CitiPower,MaxTemp
11892,2018-07-24,15.6,CitiPower,MaxTemp
11893,2018-07-25,15.7,CitiPower,MaxTemp
11894,2018-07-26,15.1,CitiPower,MaxTemp
11895,2018-07-27,19.5,CitiPower,MaxTemp
11896,2018-07-28,18.6,CitiPower,MaxTemp
11897,2018-07-29,14.6,CitiPower,MaxTemp
11898,2018-07-30,12.6,CitiPower,MaxTemp
11899,2018-07-31,16.2,CitiPower,MaxTemp
11900,2018-08-01,14.8,CitiPower,MaxTemp
11901,2018-08-02,16.1,CitiPower,MaxTemp
11902,2018-08-03,18.4,CitiPower,MaxTemp
11903,2018-08-04,15.3,CitiPower,MaxTemp
11904,2018-08-05,17.6,CitiPower,MaxTemp
11905,2018-08-06,13.8,CitiPower,MaxTemp
11906,2018-08-07,14.8,CitiPower,MaxTemp
11907,2018-08-08,16.0,CitiPower,MaxTemp
11908,2018-08-09,15.4,CitiPower,MaxTemp
11909,2018-08-10,20.0,CitiPower,MaxTemp
11910,2018-08-11,14.7,CitiPower,MaxTemp
11911,2018-08-12,14.8,CitiPower,MaxTemp
11912,2018-08-13,14.9,CitiPower,MaxTemp
11913,2018-08-14,16.7,CitiPower,MaxTemp
11914,2018-08-15,18.4,CitiPower,MaxTemp
11915,2018-08-16,14.7,CitiPower,MaxTemp
11916,2018-08-17,15.9,CitiPower,MaxTemp
11917,2018-08-18,13.8,CitiPower,MaxTemp
11918,2018-08-19,11.9,CitiPower,MaxTemp
11919,2018-08-20,12.4,CitiPower,MaxTemp
11920,2018-08-21,12.4,CitiPower,MaxTemp
11921,2018-08-22,14.0,CitiPower,MaxTemp
11922,2018-08-23,16.0,CitiPower,MaxTemp
11923,2018-08-24,15.4,CitiPower,MaxTemp
11924,2018-08-25,15.2,CitiPower,MaxTemp
11925,2018-08-26,14.7,CitiPower,MaxTemp
11926,2018-08-27,12.9,CitiPower,MaxTemp
11927,2018-08-28,11.2,CitiPower,MaxTemp
11928,2018-08-29,12.5,CitiPower,MaxTemp
11929,2018-08-30,16.7,CitiPower,MaxTemp
11930,2018-08-31,16.0,CitiPower,MaxTemp
11931,2018-09-01,13.4,CitiPower,MaxTemp
11932,2018-09-02,12.3,CitiPower,MaxTemp
11933,2018-09-03,13.1,CitiPower,MaxTemp
11934,2018-09-04,19.5,CitiPower,MaxTemp
11935,2018-09-05,20.2,CitiPower,MaxTemp
11936,2018-09-06,20.6,CitiPower,MaxTemp
11937,2018-09-07,15.1,CitiPower,MaxTemp
11938,2018-09-08,17.5,CitiPower,MaxTemp
11939,2018-09-09,18.1,CitiPower,MaxTemp
11940,2018-09-10,18.0,CitiPower,MaxTemp
11941,2018-09-11,24.2,CitiPower,MaxTemp
11942,2018-09-12,18.5,CitiPower,MaxTemp
11943,2018-09-13,19.7,CitiPower,MaxTemp
11944,2018-09-14,22.7,CitiPower,MaxTemp
11945,2018-09-15,13.7,CitiPower,MaxTemp
11946,2018-09-16,14.0,CitiPower,MaxTemp
11947,2018-09-17,18.1,CitiPower,MaxTemp
11948,2018-09-18,20.3,CitiPower,MaxTemp
11949,2018-09-19,14.7,CitiPower,MaxTemp
11950,2018-09-20,17.4,CitiPower,MaxTemp
11951,2018-09-21,18.9,CitiPower,MaxTemp
11952,2018-09-22,17.3,CitiPower,MaxTemp
11953,2018-09-23,13.7,CitiPower,MaxTemp
11954,2018-09-24,14.9,CitiPower,MaxTemp
11955,2018-09-25,13.6,CitiPower,MaxTemp
11956,2018-09-26,17.6,CitiPower,MaxTemp
11957,2018-09-27,24.2,CitiPower,MaxTemp
11958,2018-09-28,15.2,CitiPower,MaxTemp
11959,2018-09-29,14.0,CitiPower,MaxTemp
11960,2018-09-30,16.5,CitiPower,MaxTemp
11961,2018-10-01,23.3,CitiPower,MaxTemp
11962,2018-10-02,25.8,CitiPower,MaxTemp
11963,2018-10-03,18.1,CitiPower,MaxTemp
11964,2018-10-04,14.6,CitiPower,MaxTemp
11965,2018-10-05,20.5,CitiPower,MaxTemp
11966,2018-10-06,23.8,CitiPower,MaxTemp
11967,2018-10-07,24.7,CitiPower,MaxTemp
11968,2018-10-08,28.2,CitiPower,MaxTemp
11969,2018-10-09,17.9,CitiPower,MaxTemp
11970,2018-10-10,16.5,CitiPower,MaxTemp
11971,2018-10-11,20.7,CitiPower,MaxTemp
11972,2018-10-12,22.7,CitiPower,MaxTemp
11973,2018-10-13,24.9,CitiPower,MaxTemp
11974,2018-10-14,27.3,CitiPower,MaxTemp
11975,2018-10-15,27.5,CitiPower,MaxTemp
11976,2018-10-16,23.1,CitiPower,MaxTemp
11977,2018-10-17,22.6,CitiPower,MaxTemp
11978,2018-10-18,20.7,CitiPower,MaxTemp
11979,2018-10-19,27.4,CitiPower,MaxTemp
11980,2018-10-20,16.1,CitiPower,MaxTemp
11981,2018-10-21,19.2,CitiPower,MaxTemp
11982,2018-10-22,27.0,CitiPower,MaxTemp
11983,2018-10-23,18.8,CitiPower,MaxTemp
11984,2018-10-24,15.5,CitiPower,MaxTemp
11985,2018-10-25,19.5,CitiPower,MaxTemp
11986,2018-10-26,18.3,CitiPower,MaxTemp
11987,2018-10-27,19.6,CitiPower,MaxTemp
11988,2018-10-28,15.9,CitiPower,MaxTemp
11989,2018-10-29,17.0,CitiPower,MaxTemp
11990,2018-10-30,25.2,CitiPower,MaxTemp
11991,2018-10-31,19.5,CitiPower,MaxTemp
11992,2018-11-01,34.3,CitiPower,MaxTemp
11993,2018-11-02,31.6,CitiPower,MaxTemp
11994,2018-11-03,20.9,CitiPower,MaxTemp
11995,2018-11-04,20.9,CitiPower,MaxTemp
11996,2018-11-05,28.6,CitiPower,MaxTemp
11997,2018-11-06,21.4,CitiPower,MaxTemp
11998,2018-11-07,17.2,CitiPower,MaxTemp
11999,2018-11-08,17.0,CitiPower,MaxTemp
12000,2018-11-09,20.0,CitiPower,MaxTemp
12001,2018-11-10,20.3,CitiPower,MaxTemp
12002,2018-11-11,19.6,CitiPower,MaxTemp
12003,2018-11-12,30.2,CitiPower,MaxTemp
12004,2018-11-13,30.5,CitiPower,MaxTemp
12005,2018-11-14,17.3,CitiPower,MaxTemp
12006,2018-11-15,18.1,CitiPower,MaxTemp
12007,2018-11-16,19.0,CitiPower,MaxTemp
12008,2018-11-17,18.1,CitiPower,MaxTemp
12009,2018-11-18,26.6,CitiPower,MaxTemp
12010,2018-11-19,30.9,CitiPower,MaxTemp
12011,2018-11-20,27.6,CitiPower,MaxTemp
12012,2018-11-21,23.2,CitiPower,MaxTemp
12013,2018-11-22,16.4,CitiPower,MaxTemp
12014,2018-11-23,14.5,CitiPower,MaxTemp
12015,2018-11-24,16.9,CitiPower,MaxTemp
12016,2018-11-25,18.8,CitiPower,MaxTemp
12017,2018-11-26,18.6,CitiPower,MaxTemp
12018,2018-11-27,20.0,CitiPower,MaxTemp
12019,2018-11-28,20.8,CitiPower,MaxTemp
12020,2018-11-29,18.7,CitiPower,MaxTemp
12021,2018-11-30,20.8,CitiPower,MaxTemp
12022,2018-12-01,31.7,CitiPower,MaxTemp
12023,2018-12-02,19.5,CitiPower,MaxTemp
12024,2018-12-03,23.6,CitiPower,MaxTemp
12025,2018-12-04,20.5,CitiPower,MaxTemp
12026,2018-12-05,25.2,CitiPower,MaxTemp
12027,2018-12-06,35.5,CitiPower,MaxTemp
12028,2018-12-07,38.0,CitiPower,MaxTemp
12029,2018-12-08,30.3,CitiPower,MaxTemp
12030,2018-12-09,20.1,CitiPower,MaxTemp
12031,2018-12-10,20.6,CitiPower,MaxTemp
12032,2018-12-11,23.6,CitiPower,MaxTemp
12033,2018-12-12,33.6,CitiPower,MaxTemp
12034,2018-12-13,21.1,CitiPower,MaxTemp
12035,2018-12-14,22.7,CitiPower,MaxTemp
12036,2018-12-15,24.8,CitiPower,MaxTemp
12037,2018-12-16,23.5,CitiPower,MaxTemp
12038,2018-12-17,21.8,CitiPower,MaxTemp
12039,2018-12-18,20.8,CitiPower,MaxTemp
12040,2018-12-19,26.9,CitiPower,MaxTemp
12041,2018-12-20,21.2,CitiPower,MaxTemp
12042,2018-12-21,20.9,CitiPower,MaxTemp
12043,2018-12-22,19.1,CitiPower,MaxTemp
12044,2018-12-23,26.9,CitiPower,MaxTemp
12045,2018-12-24,34.2,CitiPower,MaxTemp
12046,2018-12-25,23.9,CitiPower,MaxTemp
12047,2018-12-26,23.8,CitiPower,MaxTemp
12048,2018-12-27,37.4,CitiPower,MaxTemp
12049,2018-12-28,36.4,CitiPower,MaxTemp
12050,2018-12-29,23.9,CitiPower,MaxTemp
12051,2018-12-30,22.7,CitiPower,MaxTemp
12052,2018-12-31,23.5,CitiPower,MaxTemp
12053,2018-01-01,16.6,CitiPower,MinTemp
12054,2018-01-02,16.4,CitiPower,MinTemp
12055,2018-01-03,14.6,CitiPower,MinTemp
12056,2018-01-04,14.1,CitiPower,MinTemp
12057,2018-01-05,14.7,CitiPower,MinTemp
12058,2018-01-06,18.8,CitiPower,MinTemp
12059,2018-01-07,18.7,CitiPower,MinTemp
12060,2018-01-08,17.3,CitiPower,MinTemp
12061,2018-01-09,15.7,CitiPower,MinTemp
12062,2018-01-10,13.6,CitiPower,MinTemp
12063,2018-01-11,15.5,CitiPower,MinTemp
12064,2018-01-12,20.4,CitiPower,MinTemp
