,Date,Measure,Distributor,MeasurementType
24017,2015-10-08,23.9,Powercor,Solar Exposure
24018,2015-10-09,21.5,Powercor,Solar Exposure
24019,2015-10-10,12.9,Powercor,Solar Exposure
24020,2015-10-11,21.5,Powercor,Solar Exposure
24021,2015-10-12,12.0,Powercor,Solar Exposure
24022,2015-10-13,24.8,Powercor,Solar Exposure
24023,2015-10-14,25.1,Powercor,Solar Exposure
24024,2015-10-15,23.1,Powercor,Solar Exposure
24025,2015-10-16,9.8,Powercor,Solar Exposure
24026,2015-10-17,25.3,Powercor,Solar Exposure
24027,2015-10-18,25.8,Powercor,Solar Exposure
24028,2015-10-19,26.7,Powercor,Solar Exposure
24029,2015-10-20,18.1,Powercor,Solar Exposure
24030,2015-10-21,7.1,Powercor,Solar Exposure
24031,2015-10-22,13.7,Powercor,Solar Exposure
24032,2015-10-23,26.3,Powercor,Solar Exposure
24033,2015-10-24,24.6,Powercor,Solar Exposure
24034,2015-10-25,19.7,Powercor,Solar Exposure
24035,2015-10-26,15.9,Powercor,Solar Exposure
24036,2015-10-27,28.0,Powercor,Solar Exposure
24037,2015-10-28,26.0,Powercor,Solar Exposure
24038,2015-10-29,25.2,Powercor,Solar Exposure
24039,2015-10-30,25.8,Powercor,Solar Exposure
24040,2015-10-31,22.9,Powercor,Solar Exposure
24041,2015-11-01,19.6,Powercor,Solar Exposure
24042,2015-11-02,13.4,Powercor,Solar Exposure
24043,2015-11-03,23.9,Powercor,Solar Exposure
24044,2015-11-04,10.0,Powercor,Solar Exposure
24045,2015-11-05,16.6,Powercor,Solar Exposure
24046,2015-11-06,6.7,Powercor,Solar Exposure
24047,2015-11-07,28.4,Powercor,Solar Exposure
24048,2015-11-08,26.9,Powercor,Solar Exposure
24049,2015-11-09,26.3,Powercor,Solar Exposure
24050,2015-11-10,6.1,Powercor,Solar Exposure
24051,2015-11-11,27.3,Powercor,Solar Exposure
24052,2015-11-12,22.0,Powercor,Solar Exposure
24053,2015-11-13,16.8,Powercor,Solar Exposure
24054,2015-11-14,20.7,Powercor,Solar Exposure
24055,2015-11-15,30.4,Powercor,Solar Exposure
24056,2015-11-16,30.6,Powercor,Solar Exposure
24057,2015-11-17,29.8,Powercor,Solar Exposure
24058,2015-11-18,30.8,Powercor,Solar Exposure
24059,2015-11-19,21.6,Powercor,Solar Exposure
24060,2015-11-20,10.7,Powercor,Solar Exposure
24061,2015-11-21,27.2,Powercor,Solar Exposure
24062,2015-11-22,30.0,Powercor,Solar Exposure
24063,2015-11-23,23.6,Powercor,Solar Exposure
24064,2015-11-24,31.7,Powercor,Solar Exposure
24065,2015-11-25,13.1,Powercor,Solar Exposure
24066,2015-11-26,25.8,Powercor,Solar Exposure
24067,2015-11-27,14.8,Powercor,Solar Exposure
24068,2015-11-28,31.9,Powercor,Solar Exposure
24069,2015-11-29,21.0,Powercor,Solar Exposure
24070,2015-11-30,27.3,Powercor,Solar Exposure
24071,2015-12-01,19.5,Powercor,Solar Exposure
24072,2015-12-02,27.3,Powercor,Solar Exposure
24073,2015-12-03,32.4,Powercor,Solar Exposure
24074,2015-12-04,32.4,Powercor,Solar Exposure
24075,2015-12-05,28.0,Powercor,Solar Exposure
24076,2015-12-06,10.7,Powercor,Solar Exposure
24077,2015-12-07,7.2,Powercor,Solar Exposure
24078,2015-12-08,27.5,Powercor,Solar Exposure
24079,2015-12-09,28.2,Powercor,Solar Exposure
24080,2015-12-10,30.2,Powercor,Solar Exposure
24081,2015-12-11,20.0,Powercor,Solar Exposure
24082,2015-12-12,24.9,Powercor,Solar Exposure
24083,2015-12-13,30.0,Powercor,Solar Exposure
24084,2015-12-14,31.7,Powercor,Solar Exposure
24085,2015-12-15,28.1,Powercor,Solar Exposure
24086,2015-12-16,33.6,Powercor,Solar Exposure
24087,2015-12-17,33.2,Powercor,Solar Exposure
24088,2015-12-18,28.1,Powercor,Solar Exposure
24089,2015-12-19,23.3,Powercor,Solar Exposure
24090,2015-12-20,11.0,Powercor,Solar Exposure
24091,2015-12-21,26.5,Powercor,Solar Exposure
24092,2015-12-22,32.8,Powercor,Solar Exposure
24093,2015-12-23,31.9,Powercor,Solar Exposure
24094,2015-12-24,33.3,Powercor,Solar Exposure
24095,2015-12-25,32.9,Powercor,Solar Exposure
24096,2015-12-26,24.5,Powercor,Solar Exposure
24097,2015-12-27,23.3,Powercor,Solar Exposure
24098,2015-12-28,33.9,Powercor,Solar Exposure
24099,2015-12-29,34.0,Powercor,Solar Exposure
24100,2015-12-30,32.2,Powercor,Solar Exposure
24101,2015-12-31,25.1,Powercor,Solar Exposure
24102,2016-01-01,32.8,Powercor,MaxTemp
24103,2016-01-02,25.9,Powercor,MaxTemp
24104,2016-01-03,24.3,Powercor,MaxTemp
24105,2016-01-04,25.3,Powercor,MaxTemp
24106,2016-01-05,26.0,Powercor,MaxTemp
24107,2016-01-06,25.2,Powercor,MaxTemp
24108,2016-01-07,24.0,Powercor,MaxTemp
24109,2016-01-08,27.0,Powercor,MaxTemp
24110,2016-01-09,29.9,Powercor,MaxTemp
24111,2016-01-10,34.5,Powercor,MaxTemp
24112,2016-01-11,35.5,Powercor,MaxTemp
24113,2016-01-12,31.5,Powercor,MaxTemp
24114,2016-01-13,39.5,Powercor,MaxTemp
24115,2016-01-14,17.6,Powercor,MaxTemp
24116,2016-01-15,20.9,Powercor,MaxTemp
24117,2016-01-16,26.8,Powercor,MaxTemp
24118,2016-01-17,29.6,Powercor,MaxTemp
24119,2016-01-18,34.2,Powercor,MaxTemp
24120,2016-01-19,36.1,Powercor,MaxTemp
24121,2016-01-20,30.2,Powercor,MaxTemp
24122,2016-01-21,30.0,Powercor,MaxTemp
24123,2016-01-22,23.3,Powercor,MaxTemp
24124,2016-01-23,22.5,Powercor,MaxTemp
24125,2016-01-24,22.1,Powercor,MaxTemp
24126,2016-01-25,24.0,Powercor,MaxTemp
24127,2016-01-26,27.4,Powercor,MaxTemp
24128,2016-01-27,25.2,Powercor,MaxTemp
24129,2016-01-28,26.5,Powercor,MaxTemp
24130,2016-01-29,20.7,Powercor,MaxTemp
24131,2016-01-30,22.5,Powercor,MaxTemp
24132,2016-01-31,17.0,Powercor,MaxTemp
24133,2016-02-01,25.9,Powercor,MaxTemp
24134,2016-02-02,27.3,Powercor,MaxTemp
24135,2016-02-03,21.1,Powercor,MaxTemp
24136,2016-02-04,22.7,Powercor,MaxTemp
24137,2016-02-05,27.6,Powercor,MaxTemp
24138,2016-02-06,31.0,Powercor,MaxTemp
24139,2016-02-07,33.1,Powercor,MaxTemp
24140,2016-02-08,27.7,Powercor,MaxTemp
24141,2016-02-09,29.9,Powercor,MaxTemp
24142,2016-02-10,28.2,Powercor,MaxTemp
24143,2016-02-11,27.5,Powercor,MaxTemp
24144,2016-02-12,31.2,Powercor,MaxTemp
24145,2016-02-13,33.2,Powercor,MaxTemp
24146,2016-02-14,22.3,Powercor,MaxTemp
24147,2016-02-15,23.7,Powercor,MaxTemp
24148,2016-02-16,18.5,Powercor,MaxTemp
24149,2016-02-17,22.0,Powercor,MaxTemp
24150,2016-02-18,23.8,Powercor,MaxTemp
24151,2016-02-19,22.0,Powercor,MaxTemp
24152,2016-02-20,21.1,Powercor,MaxTemp
24153,2016-02-21,29.4,Powercor,MaxTemp
24154,2016-02-22,27.0,Powercor,MaxTemp
24155,2016-02-23,38.4,Powercor,MaxTemp
24156,2016-02-24,31.1,Powercor,MaxTemp
24157,2016-02-25,26.7,Powercor,MaxTemp
24158,2016-02-26,21.0,Powercor,MaxTemp
24159,2016-02-27,24.5,Powercor,MaxTemp
24160,2016-02-28,24.0,Powercor,MaxTemp
24161,2016-02-29,25.5,Powercor,MaxTemp
24162,2016-03-01,30.6,Powercor,MaxTemp
24163,2016-03-02,35.1,Powercor,MaxTemp
24164,2016-03-03,30.3,Powercor,MaxTemp
24165,2016-03-04,35.8,Powercor,MaxTemp
24166,2016-03-05,30.8,Powercor,MaxTemp
24167,2016-03-06,35.9,Powercor,MaxTemp
24168,2016-03-07,26.8,Powercor,MaxTemp
24169,2016-03-08,37.9,Powercor,MaxTemp
24170,2016-03-09,27.6,Powercor,MaxTemp
24171,2016-03-10,19.7,Powercor,MaxTemp
24172,2016-03-11,28.7,Powercor,MaxTemp
24173,2016-03-12,27.2,Powercor,MaxTemp
24174,2016-03-13,29.6,Powercor,MaxTemp
24175,2016-03-14,21.7,Powercor,MaxTemp
24176,2016-03-15,25.7,Powercor,MaxTemp
24177,2016-03-16,29.9,Powercor,MaxTemp
24178,2016-03-17,30.8,Powercor,MaxTemp
24179,2016-03-18,15.9,Powercor,MaxTemp
24180,2016-03-19,14.6,Powercor,MaxTemp
24181,2016-03-20,18.8,Powercor,MaxTemp
24182,2016-03-21,20.4,Powercor,MaxTemp
24183,2016-03-22,24.8,Powercor,MaxTemp
24184,2016-03-23,27.4,Powercor,MaxTemp
24185,2016-03-24,20.9,Powercor,MaxTemp
24186,2016-03-25,19.6,Powercor,MaxTemp
24187,2016-03-26,16.8,Powercor,MaxTemp
24188,2016-03-27,18.2,Powercor,MaxTemp
24189,2016-03-28,15.6,Powercor,MaxTemp
24190,2016-03-29,16.6,Powercor,MaxTemp
24191,2016-03-30,17.1,Powercor,MaxTemp
24192,2016-03-31,20.3,Powercor,MaxTemp
24193,2016-04-01,23.1,Powercor,MaxTemp
24194,2016-04-02,17.5,Powercor,MaxTemp
24195,2016-04-03,18.2,Powercor,MaxTemp
24196,2016-04-04,23.4,Powercor,MaxTemp
24197,2016-04-05,27.5,Powercor,MaxTemp
24198,2016-04-06,13.4,Powercor,MaxTemp
24199,2016-04-07,15.6,Powercor,MaxTemp
24200,2016-04-08,15.4,Powercor,MaxTemp
24201,2016-04-09,20.2,Powercor,MaxTemp
24202,2016-04-10,20.0,Powercor,MaxTemp
24203,2016-04-11,18.1,Powercor,MaxTemp
24204,2016-04-12,16.9,Powercor,MaxTemp
24205,2016-04-13,18.7,Powercor,MaxTemp
24206,2016-04-14,23.2,Powercor,MaxTemp
24207,2016-04-15,24.7,Powercor,MaxTemp
24208,2016-04-16,18.4,Powercor,MaxTemp
24209,2016-04-17,16.8,Powercor,MaxTemp
24210,2016-04-18,21.5,Powercor,MaxTemp
24211,2016-04-19,24.7,Powercor,MaxTemp
24212,2016-04-20,26.0,Powercor,MaxTemp
24213,2016-04-21,21.7,Powercor,MaxTemp
24214,2016-04-22,14.5,Powercor,MaxTemp
24215,2016-04-23,17.3,Powercor,MaxTemp
24216,2016-04-24,21.2,Powercor,MaxTemp
24217,2016-04-25,22.7,Powercor,MaxTemp
24218,2016-04-26,23.4,Powercor,MaxTemp
24219,2016-04-27,23.8,Powercor,MaxTemp
24220,2016-04-28,19.3,Powercor,MaxTemp
24221,2016-04-29,15.4,Powercor,MaxTemp
24222,2016-04-30,20.2,Powercor,MaxTemp
24223,2016-05-01,11.6,Powercor,MaxTemp
24224,2016-05-02,15.1,Powercor,MaxTemp
24225,2016-05-03,15.7,Powercor,MaxTemp
24226,2016-05-04,13.0,Powercor,MaxTemp
24227,2016-05-05,19.0,Powercor,MaxTemp
24228,2016-05-06,23.1,Powercor,MaxTemp
24229,2016-05-07,22.6,Powercor,MaxTemp
24230,2016-05-08,17.2,Powercor,MaxTemp
24231,2016-05-09,16.1,Powercor,MaxTemp
24232,2016-05-10,13.3,Powercor,MaxTemp
24233,2016-05-11,13.7,Powercor,MaxTemp
24234,2016-05-12,17.0,Powercor,MaxTemp
24235,2016-05-13,17.7,Powercor,MaxTemp
24236,2016-05-14,18.3,Powercor,MaxTemp
24237,2016-05-15,17.7,Powercor,MaxTemp
24238,2016-05-16,15.6,Powercor,MaxTemp
24239,2016-05-17,13.6,Powercor,MaxTemp
24240,2016-05-18,15.5,Powercor,MaxTemp
24241,2016-05-19,14.9,Powercor,MaxTemp
24242,2016-05-20,14.8,Powercor,MaxTemp
24243,2016-05-21,15.5,Powercor,MaxTemp
24244,2016-05-22,18.3,Powercor,MaxTemp
24245,2016-05-23,12.9,Powercor,MaxTemp
24246,2016-05-24,13.7,Powercor,MaxTemp
24247,2016-05-25,10.8,Powercor,MaxTemp
24248,2016-05-26,10.1,Powercor,MaxTemp
24249,2016-05-27,11.9,Powercor,MaxTemp
24250,2016-05-28,10.9,Powercor,MaxTemp
24251,2016-05-29,8.9,Powercor,MaxTemp
24252,2016-05-30,10.9,Powercor,MaxTemp
24253,2016-05-31,13.3,Powercor,MaxTemp
24254,2016-06-01,14.2,Powercor,MaxTemp
24255,2016-06-02,15.4,Powercor,MaxTemp
24256,2016-06-03,14.5,Powercor,MaxTemp
24257,2016-06-04,13.1,Powercor,MaxTemp
24258,2016-06-05,11.5,Powercor,MaxTemp
24259,2016-06-06,11.0,Powercor,MaxTemp
24260,2016-06-07,11.0,Powercor,MaxTemp
24261,2016-06-08,10.3,Powercor,MaxTemp
24262,2016-06-09,13.0,Powercor,MaxTemp
24263,2016-06-10,11.8,Powercor,MaxTemp
24264,2016-06-11,9.4,Powercor,MaxTemp
24265,2016-06-12,9.9,Powercor,MaxTemp
24266,2016-06-13,8.7,Powercor,MaxTemp
24267,2016-06-14,11.2,Powercor,MaxTemp
24268,2016-06-15,12.2,Powercor,MaxTemp
24269,2016-06-16,10.4,Powercor,MaxTemp
24270,2016-06-17,12.2,Powercor,MaxTemp
24271,2016-06-18,9.2,Powercor,MaxTemp
24272,2016-06-19,11.7,Powercor,MaxTemp
24273,2016-06-20,11.8,Powercor,MaxTemp
24274,2016-06-21,8.8,Powercor,MaxTemp
24275,2016-06-22,12.1,Powercor,MaxTemp
24276,2016-06-23,9.3,Powercor,MaxTemp
24277,2016-06-24,4.6,Powercor,MaxTemp
24278,2016-06-25,8.7,Powercor,MaxTemp
24279,2016-06-26,6.7,Powercor,MaxTemp
24280,2016-06-27,8.2,Powercor,MaxTemp
24281,2016-06-28,9.0,Powercor,MaxTemp
24282,2016-06-29,11.0,Powercor,MaxTemp
24283,2016-06-30,7.3,Powercor,MaxTemp
24284,2016-07-01,9.1,Powercor,MaxTemp
24285,2016-07-02,11.5,Powercor,MaxTemp
24286,2016-07-03,11.5,Powercor,MaxTemp
24287,2016-07-04,8.1,Powercor,MaxTemp
24288,2016-07-05,8.4,Powercor,MaxTemp
24289,2016-07-06,9.7,Powercor,MaxTemp
24290,2016-07-07,9.5,Powercor,MaxTemp
24291,2016-07-08,11.1,Powercor,MaxTemp
24292,2016-07-09,11.8,Powercor,MaxTemp
24293,2016-07-10,9.0,Powercor,MaxTemp
24294,2016-07-11,9.7,Powercor,MaxTemp
24295,2016-07-12,7.9,Powercor,MaxTemp
24296,2016-07-13,7.0,Powercor,MaxTemp
24297,2016-07-14,9.3,Powercor,MaxTemp
24298,2016-07-15,10.0,Powercor,MaxTemp
24299,2016-07-16,11.1,Powercor,MaxTemp
24300,2016-07-17,10.9,Powercor,MaxTemp
24301,2016-07-18,13.3,Powercor,MaxTemp
24302,2016-07-19,11.7,Powercor,MaxTemp
24303,2016-07-20,13.7,Powercor,MaxTemp
24304,2016-07-21,13.8,Powercor,MaxTemp
24305,2016-07-22,12.5,Powercor,MaxTemp
24306,2016-07-23,7.2,Powercor,MaxTemp
24307,2016-07-24,7.9,Powercor,MaxTemp
24308,2016-07-25,10.0,Powercor,MaxTemp
24309,2016-07-26,6.6,Powercor,MaxTemp
24310,2016-07-27,7.9,Powercor,MaxTemp
24311,2016-07-28,12.2,Powercor,MaxTemp
24312,2016-07-29,10.7,Powercor,MaxTemp
24313,2016-07-30,9.2,Powercor,MaxTemp
24314,2016-07-31,12.4,Powercor,MaxTemp
24315,2016-08-01,10.5,Powercor,MaxTemp
24316,2016-08-02,9.8,Powercor,MaxTemp
24317,2016-08-03,10.0,Powercor,MaxTemp
24318,2016-08-04,11.3,Powercor,MaxTemp
24319,2016-08-05,10.6,Powercor,MaxTemp
24320,2016-08-06,11.2,Powercor,MaxTemp
24321,2016-08-07,11.9,Powercor,MaxTemp
24322,2016-08-08,10.4,Powercor,MaxTemp
24323,2016-08-09,12.7,Powercor,MaxTemp
24324,2016-08-10,9.5,Powercor,MaxTemp
24325,2016-08-11,11.0,Powercor,MaxTemp
24326,2016-08-12,10.1,Powercor,MaxTemp
24327,2016-08-13,11.5,Powercor,MaxTemp
24328,2016-08-14,12.6,Powercor,MaxTemp
24329,2016-08-15,14.1,Powercor,MaxTemp
24330,2016-08-16,14.3,Powercor,MaxTemp
24331,2016-08-17,14.3,Powercor,MaxTemp
24332,2016-08-18,18.0,Powercor,MaxTemp
24333,2016-08-19,9.2,Powercor,MaxTemp
24334,2016-08-20,9.7,Powercor,MaxTemp
24335,2016-08-21,10.8,Powercor,MaxTemp
24336,2016-08-22,12.4,Powercor,MaxTemp
24337,2016-08-23,11.0,Powercor,MaxTemp
24338,2016-08-24,9.6,Powercor,MaxTemp
24339,2016-08-25,10.2,Powercor,MaxTemp
24340,2016-08-26,9.2,Powercor,MaxTemp
24341,2016-08-27,12.2,Powercor,MaxTemp
24342,2016-08-28,15.4,Powercor,MaxTemp
24343,2016-08-29,15.7,Powercor,MaxTemp
24344,2016-08-30,12.3,Powercor,MaxTemp
24345,2016-08-31,14.4,Powercor,MaxTemp
24346,2016-09-01,13.6,Powercor,MaxTemp
24347,2016-09-02,12.3,Powercor,MaxTemp
24348,2016-09-03,12.6,Powercor,MaxTemp
24349,2016-09-04,12.3,Powercor,MaxTemp
24350,2016-09-05,14.7,Powercor,MaxTemp
24351,2016-09-06,15.8,Powercor,MaxTemp
24352,2016-09-07,16.3,Powercor,MaxTemp
24353,2016-09-08,18.2,Powercor,MaxTemp
24354,2016-09-09,13.2,Powercor,MaxTemp
24355,2016-09-10,12.0,Powercor,MaxTemp
24356,2016-09-11,12.5,Powercor,MaxTemp
24357,2016-09-12,12.4,Powercor,MaxTemp
24358,2016-09-13,11.5,Powercor,MaxTemp
24359,2016-09-14,9.9,Powercor,MaxTemp
24360,2016-09-15,11.3,Powercor,MaxTemp
24361,2016-09-16,11.6,Powercor,MaxTemp
24362,2016-09-17,15.6,Powercor,MaxTemp
24363,2016-09-18,10.1,Powercor,MaxTemp
24364,2016-09-19,12.1,Powercor,MaxTemp
24365,2016-09-20,14.9,Powercor,MaxTemp
24366,2016-09-21,14.6,Powercor,MaxTemp
24367,2016-09-22,10.9,Powercor,MaxTemp
24368,2016-09-23,15.7,Powercor,MaxTemp
24369,2016-09-24,15.1,Powercor,MaxTemp
24370,2016-09-25,12.0,Powercor,MaxTemp
24371,2016-09-26,13.5,Powercor,MaxTemp
24372,2016-09-27,12.6,Powercor,MaxTemp
24373,2016-09-28,14.3,Powercor,MaxTemp
24374,2016-09-29,11.2,Powercor,MaxTemp
24375,2016-09-30,12.9,Powercor,MaxTemp
24376,2016-10-01,13.3,Powercor,MaxTemp
24377,2016-10-02,18.0,Powercor,MaxTemp
24378,2016-10-03,10.9,Powercor,MaxTemp
24379,2016-10-04,12.5,Powercor,MaxTemp
24380,2016-10-05,14.1,Powercor,MaxTemp
24381,2016-10-06,21.9,Powercor,MaxTemp
24382,2016-10-07,17.5,Powercor,MaxTemp
24383,2016-10-08,16.5,Powercor,MaxTemp
24384,2016-10-09,17.1,Powercor,MaxTemp
24385,2016-10-10,12.3,Powercor,MaxTemp
24386,2016-10-11,11.7,Powercor,MaxTemp
24387,2016-10-12,12.0,Powercor,MaxTemp
24388,2016-10-13,13.4,Powercor,MaxTemp
24389,2016-10-14,17.8,Powercor,MaxTemp
24390,2016-10-15,20.5,Powercor,MaxTemp
24391,2016-10-16,16.2,Powercor,MaxTemp
24392,2016-10-17,14.4,Powercor,MaxTemp
24393,2016-10-18,12.5,Powercor,MaxTemp
24394,2016-10-19,,Powercor,MaxTemp
24395,2016-10-20,18.8,Powercor,MaxTemp
24396,2016-10-21,11.2,Powercor,MaxTemp
24397,2016-10-22,11.1,Powercor,MaxTemp
24398,2016-10-23,11.0,Powercor,MaxTemp
24399,2016-10-24,17.1,Powercor,MaxTemp
24400,2016-10-25,22.0,Powercor,MaxTemp
24401,2016-10-26,16.4,Powercor,MaxTemp
24402,2016-10-27,14.3,Powercor,MaxTemp
24403,2016-10-28,17.8,Powercor,MaxTemp
24404,2016-10-29,20.6,Powercor,MaxTemp
24405,2016-10-30,20.4,Powercor,MaxTemp
24406,2016-10-31,13.4,Powercor,MaxTemp
24407,2016-11-01,15.1,Powercor,MaxTemp
24408,2016-11-02,13.7,Powercor,MaxTemp
24409,2016-11-03,19.2,Powercor,MaxTemp
24410,2016-11-04,23.4,Powercor,MaxTemp
24411,2016-11-05,13.5,Powercor,MaxTemp
24412,2016-11-06,19.1,Powercor,MaxTemp
24413,2016-11-07,19.1,Powercor,MaxTemp
24414,2016-11-08,16.3,Powercor,MaxTemp
24415,2016-11-09,16.7,Powercor,MaxTemp
24416,2016-11-10,18.1,Powercor,MaxTemp
24417,2016-11-11,23.6,Powercor,MaxTemp
24418,2016-11-12,18.8,Powercor,MaxTemp
24419,2016-11-13,14.2,Powercor,MaxTemp
24420,2016-11-14,14.1,Powercor,MaxTemp
24421,2016-11-15,16.8,Powercor,MaxTemp
24422,2016-11-16,21.9,Powercor,MaxTemp
24423,2016-11-17,27.1,Powercor,MaxTemp
24424,2016-11-18,18.8,Powercor,MaxTemp
24425,2016-11-19,23.7,Powercor,MaxTemp
24426,2016-11-20,30.7,Powercor,MaxTemp
24427,2016-11-21,31.0,Powercor,MaxTemp
24428,2016-11-22,13.5,Powercor,MaxTemp
24429,2016-11-23,14.0,Powercor,MaxTemp
24430,2016-11-24,16.2,Powercor,MaxTemp
24431,2016-11-25,15.5,Powercor,MaxTemp
24432,2016-11-26,15.8,Powercor,MaxTemp
24433,2016-11-27,20.4,Powercor,MaxTemp
24434,2016-11-28,22.0,Powercor,MaxTemp
24435,2016-11-29,24.6,Powercor,MaxTemp
24436,2016-11-30,21.4,Powercor,MaxTemp
24437,2016-12-01,25.1,Powercor,MaxTemp
24438,2016-12-02,20.8,Powercor,MaxTemp
24439,2016-12-03,25.1,Powercor,MaxTemp
24440,2016-12-04,28.9,Powercor,MaxTemp
24441,2016-12-05,20.4,Powercor,MaxTemp
24442,2016-12-06,20.2,Powercor,MaxTemp
24443,2016-12-07,25.6,Powercor,MaxTemp
24444,2016-12-08,18.9,Powercor,MaxTemp
24445,2016-12-09,14.0,Powercor,MaxTemp
24446,2016-12-10,17.5,Powercor,MaxTemp
24447,2016-12-11,21.7,Powercor,MaxTemp
24448,2016-12-12,30.1,Powercor,MaxTemp
24449,2016-12-13,31.7,Powercor,MaxTemp
24450,2016-12-14,17.9,Powercor,MaxTemp
24451,2016-12-15,18.9,Powercor,MaxTemp
24452,2016-12-16,25.3,Powercor,MaxTemp
24453,2016-12-17,17.2,Powercor,MaxTemp
24454,2016-12-18,19.0,Powercor,MaxTemp
24455,2016-12-19,27.9,Powercor,MaxTemp
24456,2016-12-20,20.9,Powercor,MaxTemp
24457,2016-12-21,19.5,Powercor,MaxTemp
24458,2016-12-22,24.0,Powercor,MaxTemp
24459,2016-12-23,31.3,Powercor,MaxTemp
24460,2016-12-24,32.6,Powercor,MaxTemp
24461,2016-12-25,33.9,Powercor,MaxTemp
24462,2016-12-26,25.9,Powercor,MaxTemp
24463,2016-12-27,26.3,Powercor,MaxTemp
24464,2016-12-28,34.4,Powercor,MaxTemp
24465,2016-12-29,31.1,Powercor,MaxTemp
24466,2016-12-30,25.9,Powercor,MaxTemp
24467,2016-12-31,24.8,Powercor,MaxTemp
24468,2016-01-01,16.3,Powercor,MinTemp
24469,2016-01-02,12.5,Powercor,MinTemp
24470,2016-01-03,14.4,Powercor,MinTemp
24471,2016-01-04,13.2,Powercor,MinTemp
24472,2016-01-05,12.9,Powercor,MinTemp
24473,2016-01-06,13.6,Powercor,MinTemp
24474,2016-01-07,13.1,Powercor,MinTemp
24475,2016-01-08,9.3,Powercor,MinTemp
24476,2016-01-09,10.1,Powercor,MinTemp
24477,2016-01-10,11.2,Powercor,MinTemp
24478,2016-01-11,13.8,Powercor,MinTemp
24479,2016-01-12,13.2,Powercor,MinTemp
24480,2016-01-13,17.1,Powercor,MinTemp
24481,2016-01-14,12.4,Powercor,MinTemp
24482,2016-01-15,6.9,Powercor,MinTemp
24483,2016-01-16,9.6,Powercor,MinTemp
24484,2016-01-17,10.8,Powercor,MinTemp
24485,2016-01-18,16.6,Powercor,MinTemp
24486,2016-01-19,10.8,Powercor,MinTemp
24487,2016-01-20,18.3,Powercor,MinTemp
24488,2016-01-21,16.0,Powercor,MinTemp
24489,2016-01-22,15.5,Powercor,MinTemp
24490,2016-01-23,13.5,Powercor,MinTemp
24491,2016-01-24,12.5,Powercor,MinTemp
24492,2016-01-25,12.8,Powercor,MinTemp
24493,2016-01-26,13.5,Powercor,MinTemp
24494,2016-01-27,15.6,Powercor,MinTemp
24495,2016-01-28,17.0,Powercor,MinTemp
24496,2016-01-29,10.5,Powercor,MinTemp
24497,2016-01-30,10.3,Powercor,MinTemp
24498,2016-01-31,12.9,Powercor,MinTemp
24499,2016-02-01,6.7,Powercor,MinTemp
24500,2016-02-02,11.2,Powercor,MinTemp
24501,2016-02-03,14.7,Powercor,MinTemp
24502,2016-02-04,12.2,Powercor,MinTemp
24503,2016-02-05,12.5,Powercor,MinTemp
24504,2016-02-06,10.8,Powercor,MinTemp
24505,2016-02-07,14.2,Powercor,MinTemp
24506,2016-02-08,14.4,Powercor,MinTemp
24507,2016-02-09,13.1,Powercor,MinTemp
24508,2016-02-10,11.9,Powercor,MinTemp
24509,2016-02-11,13.4,Powercor,MinTemp
24510,2016-02-12,13.4,Powercor,MinTemp
24511,2016-02-13,13.7,Powercor,MinTemp
24512,2016-02-14,10.7,Powercor,MinTemp
24513,2016-02-15,6.3,Powercor,MinTemp
24514,2016-02-16,10.3,Powercor,MinTemp
24515,2016-02-17,10.2,Powercor,MinTemp
24516,2016-02-18,11.2,Powercor,MinTemp
24517,2016-02-19,12.1,Powercor,MinTemp
24518,2016-02-20,7.1,Powercor,MinTemp
24519,2016-02-21,10.8,Powercor,MinTemp
24520,2016-02-22,12.4,Powercor,MinTemp
24521,2016-02-23,15.4,Powercor,MinTemp
24522,2016-02-24,20.4,Powercor,MinTemp
24523,2016-02-25,15.2,Powercor,MinTemp
24524,2016-02-26,10.0,Powercor,MinTemp
24525,2016-02-27,12.5,Powercor,MinTemp
24526,2016-02-28,12.3,Powercor,MinTemp
24527,2016-02-29,12.5,Powercor,MinTemp
24528,2016-03-01,8.7,Powercor,MinTemp
24529,2016-03-02,14.6,Powercor,MinTemp
24530,2016-03-03,14.6,Powercor,MinTemp
24531,2016-03-04,13.7,Powercor,MinTemp
24532,2016-03-05,13.4,Powercor,MinTemp
24533,2016-03-06,14.8,Powercor,MinTemp
24534,2016-03-07,17.0,Powercor,MinTemp
24535,2016-03-08,15.5,Powercor,MinTemp
24536,2016-03-09,21.7,Powercor,MinTemp
24537,2016-03-10,16.6,Powercor,MinTemp
24538,2016-03-11,14.9,Powercor,MinTemp
24539,2016-03-12,16.2,Powercor,MinTemp
24540,2016-03-13,15.1,Powercor,MinTemp
24541,2016-03-14,14.4,Powercor,MinTemp
24542,2016-03-15,12.9,Powercor,MinTemp
24543,2016-03-16,12.0,Powercor,MinTemp
24544,2016-03-17,17.7,Powercor,MinTemp
24545,2016-03-18,11.1,Powercor,MinTemp
24546,2016-03-19,8.2,Powercor,MinTemp
24547,2016-03-20,9.4,Powercor,MinTemp
24548,2016-03-21,9.9,Powercor,MinTemp
24549,2016-03-22,7.3,Powercor,MinTemp
24550,2016-03-23,11.9,Powercor,MinTemp
24551,2016-03-24,14.5,Powercor,MinTemp
24552,2016-03-25,11.4,Powercor,MinTemp
24553,2016-03-26,8.8,Powercor,MinTemp
