Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
16.0,12.7,15.2,8.6,12.0,6.4,-2.0,1.2,1.2,8.3,10.9,20.5
13.2,11.9,14.7,11.5,8.6,6.9,1.8,3.1,9.6,6.7,10.6,13.8
13.6,14.5,15.5,7.8,6.7,8.1,3.2,0.8,11.7,4.3,8.4,10.6
14.9,12.6,15.7,7.5,3.7,1.7,8.4,3.0,7.3,6.5,4.8,11.0
18.5,18.5,16.6,8.8,3.8,4.9,9.1,7.3,5.0,11.7,4.8,9.3
16.7,14.4,17.5,9.0,9.9,7.4,3.7,7.9,5.3,8.5,9.8,12.2
19.1,14.3,13.0,13.0,7.2,4.1,7.1,6.7,6.0,5.9,9.1,9.8
27.8,15.3,12.0,17.2,7.8,2.3,5.4,5.9,6.9,10.7,11.3,9.9
17.9,21.1,12.5,10.6,9.9,6.1,6.2,7.5,5.7,13.0,7.9,11.5
17.2,17.9,16.5,8.5,6.6,6.3,5.8,10.8,3.7,6.1,11.1,12.6
15.7,17.5,16.6,11.2,4.8,2.6,4.5,8.2,7.5,7.8,13.7,14.7
12.5,13.6,17.0,10.7,3.4,7.1,-0.6,9.4,11.5,8.4,13.4,15.2
17.3,12.9,14.0,9.4,8.3,6.5,4.0,7.4,11.9,10.8,12.4,13.3
12.6,13.4,16.5,11.4,6.2,2.1,9.1,11.0,4.3,8.1,16.8,20.1
12.8,8.1,20.1,10.1,6.0,6.2,2.7,10.2,8.9,5.4,22.6,13.0
11.8,16.2,20.6,8.6,3.8,4.4,3.6,10.4,6.3,9.5,17.0,12.3
17.7,13.6,15.3,11.9,7.7,2.4,5.6,8.0,2.9,10.2,15.6,15.2
14.1,12.2,10.4,9.6,8.3,6.3,8.5,6.6,9.5,13.5,14.4,15.3
9.8,10.1,13.6,12.3,9.5,6.4,6.6,4.0,7.7,21.1,13.3,20.0
15.2,10.4,19.3,13.5,9.4,6.4,6.2,3.1,4.6,9.1,15.2,15.7
13.9,8.2,19.1,15.7,8.9,8.8,1.2,6.5,10.6,10.2,15.5,10.3
12.2,9.8,17.3,15.9,9.8,3.5,4.9,5.2,10.4,9.4,15.7,12.4
17.5,14.3,15.0,13.5,14.3,6.2,7.8,8.2,15.0,10.9,14.4,12.9
17.9,15.0,11.7,15.4,9.1,6.7,5.2,4.8,10.6,10.8,17.0,14.1
12.3,13.5,14.5,15.6,12.2,6.7,8.6,4.6,9.7,12.8,17.8,14.6
14.6,11.5,18.2,9.6,12.0,6.8,8.3,9.1,2.1,11.9,18.7,10.8
16.5,13.9,18.3,7.1,11.3,5.3,3.8,4.9,7.2,10.6,15.6,16.2
12.5,15.6,10.3,8.7,9.0,7.8,7.1,3.9,8.3,15.0,13.1,23.0
14.2,,12.8,13.6,5.5,7.0,8.8,2.7,9.0,9.7,17.6,18.2
15.7,,8.3,12.5,8.4,4.7,10.4,5.6,9.7,7.6,20.5,13.5
15.4,,9.6,,4.0,,3.3,2.2,,6.4,,9.7
