Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
15.5,4.7,15.1,10.2,1.1,-1.0,4.0,8.0,8.8,3.6,12.1,4.9
16.1,7.8,10.2,13.1,5.6,0.2,-1.8,-1.3,1.7,8.0,14.1,11.3
12.9,12.1,12.8,8.4,3.4,2.3,-2.0,1.3,-2.6,9.9,11.4,9.8
8.6,12.1,13.2,8.2,10.2,2.5,0.5,7.4,0.2,3.8,6.7,12.0
11.1,9.8,11.5,7.5,10.6,3.0,2.7,2.9,2.0,6.3,11.7,5.6
14.1,15.1,7.1,11.0,10.3,5.6,10.6,5.6,6.0,3.1,13.2,9.4
16.9,15.7,10.7,8.8,2.3,3.0,8.3,5.6,7.9,2.4,10.2,15.4
16.0,15.3,8.3,4.9,7.3,5.3,7.4,7.2,0.2,11.2,6.0,21.6
15.3,18.9,10.2,11.8,1.9,5.2,8.8,4.8,3.8,11.8,4.1,14.8
6.5,17.1,10.8,12.6,8.1,2.8,8.6,0.2,8.4,9.1,4.3,15.7
16.1,14.3,10.7,13.9,5.1,2.7,-1.8,7.4,3.3,9.1,7.5,6.4
18.8,12.2,14.4,16.0,7.4,3.5,1.3,4.5,8.0,8.8,9.5,17.1
14.6,7.2,13.5,6.9,6.7,6.8,4.6,7.1,2.8,5.4,12.3,17.5
8.8,12.5,8.6,11.1,3.4,2.0,3.0,10.7,1.3,6.4,15.2,15.4
12.7,10.1,10.1,8.5,6.8,6.4,-1.2,9.4,8.9,7.7,11.4,18.2
14.2,14.3,11.9,13.2,2.8,6.0,-0.1,7.7,3.8,14.1,4.8,17.4
9.9,6.7,12.5,11.3,8.9,6.5,-0.3,0.6,1.8,14.6,5.7,12.0
9.5,9.6,18.4,1.0,11.5,5.0,4.6,3.6,2.7,12.6,7.4,
12.6,16.4,8.9,6.3,9.1,0,4.3,5.2,7.0,8.7,10.5,16.5
18.2,13.7,12.9,8.4,10.7,0.7,6.0,3.8,1.3,12.2,11.4,15.4
19.3,11.5,12.3,12.9,11.7,-0.4,6.4,7.2,5.5,7.4,12.6,14.4
18.4,15.4,10.6,11.4,11.2,0.8,1.2,7.7,2.1,4.0,8.2,10.5
16.0,17.5,9.8,12.7,11.8,1.1,-3.2,1.3,9.2,8.6,10.0,5.8
17.4,16.6,13.3,10.8,11.7,6.8,1.9,0.1,2.2,2.6,11.3,7.9
18.2,13.8,13.6,12.4,5.6,6.3,9.1,2.4,8.0,3.0,10.6,12.9
18.5,13.8,9.4,7.5,0.3,2.8,6.3,1.6,0.5,5.9,7.0,12.2
20.0,10.8,9.7,6.4,2.6,-0.7,0.8,2.6,2.5,8.0,10.9,12.3
18.9,10.6,11.8,2.8,6.3,0.6,2.5,-2.8,10.1,0.7,11.5,20.5
19.2,,14.4,9.3,7.2,-0.9,6.7,-3.2,4.3,7.5,10.6,21.6
14.1,,8.6,5.1,2.7,2.0,7.0,-1.8,7.2,3.2,7.0,17.2
11.1,,6.5,,7.8,,1.2,4.5,,9.9,,17.1
