Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
12.3,8.6,11.6,8.4,3.1,-1.6,-2.2,1.8,6.5,-0.6,11.7,2.9
9.7,11.6,11.6,10.8,9.1,1.6,-2.7,0.2,-1.0,10.0,17.1,9.0
9.3,13.3,11.1,10.6,7.8,3.4,2.2,5.9,2.3,9.8,7.3,6.4
10.5,13.4,11.2,7.2,7.0,1.7,5.5,2.2,1.7,5.8,1.9,9.8
11.9,9.7,7.3,6.3,6.4,6.0,6.8,5.0,6.5,6.6,9.5,10.0
16.4,12.6,11.0,8.5,3.3,1.3,5.6,4.1,8.7,2.3,12.9,10.8
12.3,17.2,10.7,3.7,6.1,7.8,4.5,1.6,3.6,7.2,4.3,22.6
12.9,17.6,10.5,9.0,7.3,8.2,5.1,4.1,-1.9,8.7,1.1,17.9
8.8,17.5,10.5,7.8,1.9,7.7,6.0,1.5,7.3,12.8,2.8,13.2
8.2,15.6,11.6,14.4,4.3,1.3,4.1,5.8,6.2,4.7,2.3,7.8
9.4,10.5,12.1,15.6,2.8,2.3,2.9,4.5,6.9,5.4,5.8,10.0
19.9,9.3,10.4,16.7,7.2,7.6,0.6,-0.7,4.3,3.1,7.4,10.6
11.0,10.4,11.1,6.0,7.6,3.7,2.0,4.3,1.5,4.9,15.3,13.9
6.7,12.2,10.6,7.6,5.2,3.7,-2.0,4.0,5.0,11.4,12.0,12.2
9.2,5.3,9.0,5.6,5.6,4.4,2.7,6.4,4.3,14.5,6.5,12.8
9.9,11.2,10.5,10.7,3.9,0.4,3.5,2.8,0,15.2,1.9,10.4
10.8,5.3,13.8,6.9,6.8,2.9,3.0,1.8,0,9.4,5.3,11.8
13.6,9.5,15.8,3.8,7.6,5.6,1.2,2.9,5.1,10.6,8.8,11.5
17.2,13.6,7.0,5.1,4.4,-2.2,3.2,2.5,1.0,6.9,11.8,13.4
17.2,11.9,9.1,5.9,7.0,2.1,1.3,2.3,-0.9,7.6,19.1,11.4
19.0,14.4,9.7,3.3,8.3,-2.1,1.7,3.9,4.6,2.9,7.5,10.6
15.6,18.4,10.0,5.8,9.2,-1.2,1.2,1.9,0,4.6,5.0,9.7
12.6,17.4,13.6,7.2,9.0,-0.2,4.8,1.5,5.5,9.7,6.5,7.1
12.0,18.5,15.3,12.8,8.9,2.7,4.4,0.6,3.8,1.7,7.5,10.2
14.0,10.6,15.0,9.6,5.3,4.3,0.9,-1.1,4.6,0.5,8.1,11.3
15.4,10.8,6.0,6.0,2.2,4.5,0.8,2.8,3.5,4.5,10.0,11.8
16.4,10.5,2.3,4.9,7.4,1.1,3.4,1.2,5.1,5.3,10.1,13.2
22.0,15.3,7.9,8.5,10.6,-1.4,3.9,-1.1,2.0,2.8,11.4,20.8
24.1,,12.7,6.6,8.8,2.4,5.9,-3.8,-2.1,4.2,10.0,16.8
11.6,,8.9,4.6,0.6,4.8,3.4,3.3,5.0,2.0,8.8,15.1
8.5,,7.5,,4.5,,3.6,5.4,,8.6,,12.6
