Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0,6.8,0,0.2,6.6,0.4,2.0,0,0,0,4.6
0,0,0,1.4,0,0.8,1.6,0,0,0.2,0,0.4
0,0,0,0,0,0.2,0.8,3.2,5.4,0,0,0.2
12.2,0,0,0,0,0,0,0.2,0.8,0,0.2,0
0,0,1.4,0,3.8,6.0,0,4.0,0,0,7.0,0
0,0,0,0,1.0,0,0,3.4,0,0,1.4,0
0,0,1.0,1.0,1.0,0.2,1.0,2.6,6.8,0,0.2,0
2.6,1.6,0,4.2,1.4,0,0,0,5.6,0,0,0.8
8.6,0,0,0,0,2.2,0,0,0.6,0.2,0,0.4
11.4,0,0,0,6.6,0.2,0,0.2,1.0,0,0,0
0,0,0,0.2,3.0,0,2.2,1.8,0,0,1.2,0
0,0,0,0,3.2,0,10.0,1.8,0,0,0,1.2
4.4,0,0,0,4.2,0,13.2,3.4,0.4,0,0.4,0
36.2,44.2,0,2.6,0.8,0,2.4,0,0,0.2,0.2,0
1.2,0,0,1.2,1.0,0,3.2,0.8,13.8,0,0,0
0,0,0,0.4,0,6.4,0.2,0.2,0,0,0,0
0,0,0,0,0,0.2,0.6,7.0,5.4,0,0,0
0.2,0,14.6,4.8,0.2,3.0,4.0,1.0,0.8,0,0,0
0,0,0,3.2,4.6,0.2,0,0,0,0,0.4,0
0,0,0,1.4,4.6,0.6,0,0,0,0,0,0
0,0,0,0,0.6,0.2,0,0,0,1.0,2.2,3.4
0,0,0,0,0.2,0,8.0,0,0.4,0.8,0.2,0.2
0,1.6,0,0,0,0,0,0,1.6,0,0,0
0,4.6,0.6,0,0.4,0.2,2.8,0.2,0,0,0,0
1.0,0,0,5.6,0,0.2,2.4,0,0,0,0,0
0,1.0,1.4,3.6,0,0,4.4,2.6,0.2,0,1.4,14.8
0,0,6.8,2.2,0,0.4,0.4,0.2,0,0,0,0.2
0,0,2.2,1.0,0,0,1.6,0.8,0,0.2,0,0
0,,0,0,1.0,0,0,2.2,0,0,0,0
0,,0,0,0,0,0,0.8,0,0,0,0
0,,0,,1.0,,2.8,0.2,,1.2,,0
